1;fr;Comment appelle-t-on une eau du robinet commercialisée en bouteilles ?;Eau de table;Eau plate;Eau douce;Eau de Seltz;Débutant;De manière générale une eau minérale naturelle doit avoir une origine souterraine et une composition chimique stable.;https://fr.wikipedia.org/wiki/Eau_minérale_naturelle
17;fr;En quelle année la bouteille ronde de l'eau Hépar est-elle devenue carrée ?;1980;1990;2000;2010;Confirmé;Dans les années 1930, Hépar fut vendue en bouteille de verre pour permettre aux curistes de prolonger la cure à domicile.;https://fr.wikipedia.org/wiki/Hépar_(eau_minérale)
18;fr;Quelle eau minérale gazeuse française a sa source en Haute-Corse ?;Orezza;Rozana;Badoit;Edelvia;Confirmé;Les visites du site historique et de la chaîne de production ne sont plus possibles en raison de normes de sécurité.;https://fr.wikipedia.org/wiki/Eau_d'Orezza
19;fr;Quelle couleur est associée à l'eau Celtic légèrement pétillante ?;Verte;Rouge;Bleue;Jaune;Confirmé;La Celtic est proposée en trois versions : nature, en étiquette bleue, légèrement pétillante en vert et bien pétillante en rouge.;https://fr.wikipedia.org/wiki/Celtic_(eau)
20;fr;Laquelle de ces eaux n'est pas une eau minérale belge ?;Edelvia;Valvert;Spa;Duke;Confirmé;En Suisse, il y a un siècle, la consommation d'eau minérale atteignait annuellement moins de deux litres par tête d'habitant.;https://fr.wikipedia.org/wiki/Eau_minérale_naturelle
21;fr;En 2013, combien d'eaux minérales naturelles la France a-t-elle reconnu sur son territoire ?;82;75;67;59;Expert;La France a reconnu 82 eaux sur son territoire contre 30 pour la Belgique, 25 pour la Bulgarie et 342 pour l'Italie.;https://fr.wikipedia.org/wiki/Eau_minérale_naturelle
22;fr;Quelle eau permet une augmentation du volume urinaire et donc de la diurèse ?;Contrex;Perrier;Saint-Yorre;Badoit;Expert;Contrex permettrait un bon lavage des cavités rénales et des voies urinaires, ainsi qu'une bonne élimination des déchets.;https://fr.wikipedia.org/wiki/Contrex
23;fr;Dans quel pays la Saint-Justin est-elle embouteillée, à la source de Saint-Justin ?;Canada;Espagne;Nouvelle-Zélande;Brésil;Expert;Il existe plus de 100 marques d'eau en bouteille sur le marché au Canada, dont 20 % sont importées.;https://fr.wikipedia.org/wiki/Eau_minérale_naturelle
24;fr;Laquelle de ces eaux minérales n'est pas une eau en provenance de Suisse ?;Bezoya;Aproz;Edelvia;Arkina;Expert;En Espagne, la Bezoya est souvent conseillée par les pédiatres car elle est la plus basse en sodium.;https://fr.wikipedia.org/wiki/Eau_minérale_naturelle
25;fr;L'eau Vichy Célestins est réputée pour sa forte teneur en quel métal ?;Sodium;Calcium;Magnésium;Potassium;Expert;Du fait de sa forte teneur en sodium, l'eau Vichy Célestins est déconseillée aux personnes faisant de l'hypertension artérielle.;https://fr.wikipedia.org/wiki/Vichy_Célestins
26;fr;Quelle marque a utilisé « La princesse des eaux de table » comme premier slogan ?;Perrier;Saint-Yorre;Volvic;Contrex;Expert;La typographie à empattement de la lettre P du mot Perrier symbolise une entreprise ancrée dans ses valeurs.;https://fr.wikipedia.org/wiki/Perrier_(eau_minérale)
27;fr;À l'origine, où était vendue l'eau d'Évian aujourd'hui conditionnée à Amphion ?;En pharmacie;En boulangerie;En charcuterie;En bibliothèque;Expert;L'eau d'Évian, est la plus vendue en France, Royaume-Uni, Suisse, mais également bien placée aux États-Unis comme eau importée.;https://fr.wikipedia.org/wiki/Évian_(eau_minérale)
28;fr;Quelle eau a d'abord été vendue sous l'appellation « Eau de table de Nazareth » ?;Plancoët;Valvert;Contrex;Rozana;Expert;Les 96 hectares qui environnent la source sont protégés de toute activité agricole depuis les débuts de son exploitation commerciale.;https://fr.wikipedia.org/wiki/Plancoët_(eau)
29;fr;Laquelle de ces eaux ne fait pas partie de la Société des eaux de Vittel ?;Volvic;Vittel;Hépar;Contrex;Expert;En 2005, Vittel s'est payé les services de David Bowie pour promouvoir son eau à travers un spot symbolique.;https://fr.wikipedia.org/wiki/Vittel_(eau_minérale)
30;fr;Quelle source est connue depuis l'antiquité sous le nom de « source des Romains » ?;Rozana;Badoit;Quézac;Volvic;Expert;Les eaux de Rozana ont servi aussi de source d'appoint pour de nombreuses armées lors des batailles.;https://fr.wikipedia.org/wiki/Rozana_(eau)
1;en;What do you call tap water sold in bottles ?;Table water;Still water;Fresh water;Seltzer Water;Débutant;Generally speaking, natural mineral water must have an underground origin and a stable chemical composition.;
2;en;Which French food group does the Volvic brand belong to ?;Danone;Regilait;Lactalis;Sodebo;Débutant;In North America, Volvic is considered spring water, due to its low mineral content.;https://en.wikipedia.org/wiki/Volvic_(mineral_water)
3;en;Which of these mineral waters is naturally carbonated ?;Vichy Célestins;Volvic;Vittel;Hepar;Débutant;Its source is called Les Célestins, a name coming from a former convent located just above the source and is located in Vichy.;
4;en;Which mineral water used the famous It's going strong!;Saint-Yorre;Jouvence;Thonon;Evian;Débutant;Vichy Saint Yorre belongs to the group of highly mineralized waters and has been recognized as beneficial to health.;
5;en;What is the world's leading brand of bottled sparkling water ?;Perrier;Rozana;Saint-Yorre;Badoit;Débutant;Perrier is a French sparkling mineral water from the Bouillens spring, named Perrier source since 1903.;
6;en;Who authorized the Badoit brand to use its extremely famous « Y'a de la joie » ?;Charles Trenet;Charles Aznavour;Charles Dumont;Charles Berling;Débutant;As early as 1778, its appetizing and exhilarating virtues were recognized by Richard Marin de Laprade, honorary physician to King Louis XVI.;https://en.wikipedia.org/wiki/Badoit
7;en;Which of these waters is not a Badoit brand sparkling natural water ?;Yellow Badoit;Green Badoit;Red Badoit;Flavored badoit;Débutant;In 2012, Badoit represented 12.6 % in volume and 16.1 % in value of the natural sparkling water market in France.;https://en.wikipedia.org/wiki/Badoit
8;en;What is the only natural mineral water in Brittany, in Côtes-d'Armor ?;Plancoët;Edelvia;Aproz;Asperjoc;Débutant;Since 2011, a finely sparkling water « Plancoët Fines Bulles » has been launched for hotel and restaurant customers.;
9;en;What is naturally compliant groundwater called ?;Spring water;Demineralized water;Sparkling water;Waste water;Débutant;Spring water has benefited from protection against pollution and has not undergone any chemical treatment or addition.;
10;en;Which European country is the biggest consumer of bottled water ?;Italy;Belgium;Spain;Germany;Débutant;In 2004, global consumption of plastic bottled water was 154 billion liters.;https://en.wikipedia.org/wiki/Bottled_water
11;en;Which of these waters is not a Spanish mineral water ?;Valvert;Viladrau;Watercolor;Bezoya;Confirmé;Valvert is a water which takes its source in the heart of the Étalle forest, in Gaume, in the south of the Belgian Ardennes.;
12;en;In which French department is the Volvic spring located ?;Puy-de-Dôme;Lozere;Cantal;Vaucluse;Confirmé;2 sites with 12 production lines produce 1 billion bottles per year, or 4 million bottles produced per day.;https://en.wikipedia.org/wiki/Volvic_(mineral_water)
13;en;Which company owns the Vittel mineral water brand ?;Nestlé Waters;PepsiCo;Danone;Orangina;Confirmé;Its history is intertwined with that of hydrotherapy and begins in 1854 with the purchase of a fountain by Louis Bouloumié in Vittel.;
14;en;Which mineral water has its source located in the Lozère department ?;Quezac;Quibio;Quench;Quret;Confirmé;The Quézac source was already known by the Celts and the Gallo-Romans who used it for thermal baths.;
15;en;How many liters of mineral water does the Évian brand produce each year ?;1.5 billion;1 billion;500 million;2 billion;Confirmé;40% of sales are made in France where the brand represents 18% of the bottled still water market.;
16;en;Which water was recognized in 1778 for its aperitif and exhilarating properties ?;Badoit;Contrex;Perrier;Saint-Yorre;Confirmé;2015 saw the launch of Badoit in Cans : Badoit Red, Badoit Citron and Badoit Lime.;https://en.wikipedia.org/wiki/Badoit
17;en;In what year did the round bottle of Hépar water become square ?;1980;1990;2000;2010;Confirmé;In the 1930s, Hépar was sold in glass bottles to allow spa guests to extend the treatment at home.;
18;en;Which French sparkling mineral water has its source in Haute-Corse ?;Orezza;Rozana;Badoit;Edelvia;Confirmé;Visits to the historic site and the production line are no longer possible due to safety standards.;
19;en;What color is associated with lightly sparkling Celtic water ?;Green;Red;Blue;Yellow;Confirmé;Celtic is available in three versions : plain, blue label, slightly sparkling in green and very sparkling in red.;
20;en;Which of these waters is not Belgian mineral water ?;Edelvia;Valvert;Spa;Duke;Confirmé;In Switzerland, a century ago, annual consumption of mineral water reached less than two liters per capita.;
21;en;In 2013, how many natural mineral waters did France recognize on its territory ?;82;75;67;59;Expert;France has recognized 82 waters on its territory compared to 30 for Belgium, 25 for Bulgaria and 342 for Italy.;
22;en;Which water allows an increase in urinary volume and therefore diuresis ?;Contrex;Perrier;Saint-Yorre;Badoit;Expert;Contrex would allow good washing of the kidney cavities and urinary tract, as well as good elimination of waste.;https://en.wikipedia.org/wiki/Contrex
23;en;In which country is Saint-Justin bottled, at the source of Saint-Justin ?;Canada;Spain;New Zealand;Brazil;Expert;There are over 100 brands of bottled water on the market in Canada, 20% of which are imported.;
24;en;Which of these mineral waters is not water from Switzerland ?;Bezoya;Aproz;Edelvia;Arkina;Expert;In Spain, Bezoya is often recommended by pediatricians because it is the lowest in sodium.;
25;en;Vichy Célestins water is renowned for its high content of what metal ?;Sodium;Calcium;Magnesium;Potassium;Expert;Due to its high sodium content, Vichy Célestins water is not recommended for people with high blood pressure.;
26;en;Which brand used The Princess of Table Water as its first slogan ?;Perrier;Saint-Yorre;Volvic;Contrex;Expert;The serif typography of the letter P in the word Perrier symbolizes a company anchored in its values.;
27;en;Originally, where was the Evian water now packaged in Amphion sold ?;In pharmacy;In bakery;In charcuterie;In library;Expert;Evian water is the most sold in France, United Kingdom, Switzerland, but also well placed in the United States as imported water.;
28;en;What water was first sold under the name Eau de table de Nazareth ?;Plancoët;Valvert;Contrex;Rozana;Expert;The 96 hectares surrounding the source have been protected from all agricultural activity since the beginning of its commercial exploitation.;
29;en;Which of these waters is not part of the Vittel Water Company ?;Volvic;Vittel;Hepar;Contrex;Expert;In 2005, Vittel hired the services of David Bowie to promote its water through a symbolic spot.;
30;en;Which spring has been known since ancient times as the Roman spring ?;Rozana;Badoit;Quezac;Volvic;Expert;The waters of Rozana also served as a supplementary source for many armies during battles.;
1;de;Wie nennt man Leitungswasser, das in Flaschen verkauft wird ?;Tafelwasser;Stilles Wasser;Süßwasser;Selterswasser;Débutant;Generell gilt, dass natürliches Mineralwasser unterirdischen Ursprungs und eine stabile chemische Zusammensetzung haben muss.;
2;de;Zu welcher französischen Lebensmittelgruppe gehört die Marke Volvic ?;Danone;Regilait;Lactalis;Sodebo;Débutant;In Nordamerika gilt Volvic aufgrund seines geringen Mineralstoffgehalts als Quellwasser.;https://de.wikipedia.org/wiki/Volvic_(Mineralwasser)
3;de;Welches dieser Mineralwässer ist von Natur aus kohlensäurehaltig ?;Vichy Célestins;Volvic;Vittel;Hepar;Débutant;Seine Quelle heißt Les Célestins, ein Name, der von einem ehemaligen Kloster direkt über der Quelle in Vichy stammt.;
4;de;Welches Mineralwasser verwendete das berühmte It's Going Strong!;Saint-Yorre;Jouvence;Thonon;Evian;Débutant;Vichy Saint Yorre gehört zur Gruppe der stark mineralisierten Wässer und gilt als gesundheitsfördernd.;
5;de;Welche ist die weltweit führende Marke für Mineralwasser in Flaschen ?;Perrier;Rozana;Saint-Yorre;Badoit;Débutant;Perrier ist ein französisches Mineralwasser mit Kohlensäure aus der Bouillens-Quelle, die seit 1903 Perrier-Quelle genannt wird.;
6;de;Wer hat die Marke Badoit autorisiert, ihr äußerst berühmtes « Y'a de la joie » zu verwenden ?;Charles Trenet;Charles Aznavour;Charles Dumont;Charles Berling;Débutant;Bereits 1778 erkannte Richard Marin de Laprade, Ehrenarzt von König Ludwig XVI., seine appetitlichen und berauschenden Eigenschaften.;
7;de;Welches dieser Wasser ist kein natürliches Sprudelwasser der Marke Badoit ?;Gelber Badoit;Grüner Badoit;Roter Badoit;Aromatisierter Badoit;Débutant;Im Jahr 2012 machte Badoit 12,6 % des Volumens und 16,1 % des Wertes des Marktes für natürliches Mineralwasser in Frankreich aus.;
8;de;Welches ist das einzige natürliche Mineralwasser in der Bretagne, in Côtes-d'Armor ?;Plancoët;Edelvia;Aproz;Asperjoc;Débutant;Seit 2011 gibt es für Hotel- und Restaurantkunden ein feinperliges Wasser « Plancoët Fines Bulles ».;
9;de;Wie nennt man naturverträgliches Grundwasser ?;Quellwasser;Demineralisiertes Wasser;Mineralwasser;Abwasser;Débutant;Quellwasser wurde vor Verschmutzung geschützt und keiner chemischen Behandlung oder Zugabe unterzogen.;
10;de;Welches europäische Land ist der größte Verbraucher von Flaschenwasser ?;Italien;Belgien;Spanien;Deutschland;Débutant;Im Jahr 2004 betrug der weltweite Verbrauch an Wasser in Plastikflaschen 154 Milliarden Liter.;
11;de;Welches dieser Wasser ist kein spanisches Mineralwasser ?;Valvert;Viladrau;Aquarell;Bezoya;Confirmé;Valvet ist ein Wasser, das im Herzen des Étalle-Waldes in Gaume im Süden der belgischen Ardennen entspringt.;
12;de;In welchem französischen Departement liegt die Volvic-Quelle ?;Puy-de-Dôme;Lozère;Cantal;Vaucluse;Confirmé;2 Standorte mit 12 Produktionslinien produzieren 1 Milliarde Flaschen pro Jahr bzw. 4 Millionen Flaschen pro Tag.;https://de.wikipedia.org/wiki/Volvic_(Mineralwasser)
13;de;Welchem Unternehmen gehört die Mineralwassermarke Vittel ?;Nestlé Waters;PepsiCo;Danone;Orangina;Confirmé;Seine Geschichte ist mit der der Hydrotherapie verknüpft und beginnt im Jahr 1854 mit dem Kauf eines Brunnens durch Louis Bouloumié in Vittel.;
14;de;Welches Mineralwasser entspringt im Département Lozère ?;Quezac;Quibio;Quench;Quret;Confirmé;Die Quézac-Quelle war bereits den Kelten und den Gallo-Römern bekannt, die sie für Thermalbäder nutzten.;
15;de;Wie viele Liter Mineralwasser produziert die Marke Évian jedes Jahr ?;1,5 Milliarden;1 Milliarde;500 Millionen;2 Milliarden;Confirmé;40 % des Umsatzes werden in Frankreich erzielt, wo die Marke 18 % des Marktes für stilles Wasser in Flaschen ausmacht.;
16;de;Welches Wasser wurde 1778 für seine Aperitif- und belebenden Eigenschaften ausgezeichnet ?;Badoit;Contrex;Perrier;Saint-Yorre;Confirmé;2015 wurde Badoit in Dosen auf den Markt gebracht : Badoit Red, Badoit Citron und Badoit Lime.;
17;de;In welchem Jahr wurde die runde Flasche Hépar-Wasser quadratisch ?;1980;1990;2000;2010;Confirmé;In den 1930er Jahren wurde Hépar in Glasflaschen verkauft, um Kurgästen die Möglichkeit zu geben, die Behandlung zu Hause zu verlängern.;
18;de;Welches französische Mineralwasser entspringt in Haute-Corse ?;Orezza;Rozana;Badoit;Edelvia;Confirmé;Besichtigungen der historischen Stätte und der Produktionslinie sind aus Sicherheitsgründen nicht mehr möglich.;
19;de;Welche Farbe wird mit leicht sprudelndem keltischem Wasser assoziiert ?;Grün;Rot;Blau;Gelb;Confirmé;Celtic gibt es in drei Ausführungen : schlicht, blaues Etikett, leicht funkelnd in Grün und stark funkelnd in Rot.;
20;de;Welches dieser Wasser ist kein belgisches Mineralwasser ?;Edelvia;Valvert;Spa;Duke;Confirmé;In der Schweiz betrug der jährliche Mineralwasserverbrauch vor einem Jahrhundert weniger als zwei Liter pro Kopf.;
21;de;Wie viele natürliche Mineralwässer erkannte Frankreich im Jahr 2013 auf seinem Territorium an ?;82;75;67;59;Expert;Frankreich hat 82 Gewässer auf seinem Hoheitsgebiet anerkannt, verglichen mit 30 in Belgien, 25 in Bulgarien und 342 in Italien.;
22;de;Welches Wasser ermöglicht eine Steigerung des Harnvolumens und damit der Diurese ?;Contrex;Perrier;Saint-Yorre;Badoit;Expert;Contrex würde eine gute Reinigung der Nierenhöhlen und Harnwege sowie eine gute Beseitigung von Abfallstoffen ermöglichen.;
23;de;In welchem Land wird Saint-Justin abgefüllt, an der Quelle von Saint-Justin ?;Kanada;Spanien;Neuseeland;Brasilien;Expert;In Kanada gibt es über 100 Flaschenwassermarken auf dem Markt, von denen 20 % importiert werden.;
24;de;Welches dieser Mineralwässer ist kein Wasser aus der Schweiz ?;Bezoya;Aproz;Edelvia;Arkina;Expert;In Spanien wird Bezoya häufig von Kinderärzten empfohlen, da es den niedrigsten Natriumgehalt aufweist.;
25;de;Das Wasser von Vichy Célestins ist bekannt für seinen hohen Gehalt an welchem Metall ?;Natrium;Kalzium;Magnesium;Kalium;Expert;Aufgrund seines hohen Natriumgehalts wird das Wasser von Vichy Célestins nicht für Menschen mit hohem Blutdruck empfohlen.;
26;de;Welche Marke verwendete Die Prinzessin des Tafelwassers als ersten Slogan ?;Perrier;Saint-Yorre;Volvic;Contrex;Expert;Die Serifentypografie des Buchstabens P im Wort Perrier symbolisiert ein Unternehmen, das in seinen Werten verankert ist.;
27;de;Wo wurde ursprünglich das jetzt in Amphion verpackte Evian-Wasser verkauft ?;In der Apotheke;In der Bäckerei;In Wurstwaren;In der Bibliothek;Expert;Evian-Wasser wird in Frankreich, im Vereinigten Königreich und in der Schweiz am meisten verkauft, ist aber auch als importiertes Wasser in den Vereinigten Staaten gut vertreten.;
28;de;Welches Wasser wurde zuerst unter dem Namen Eau de table de Nazareth verkauft ?;Plancoët;Valvert;Contrex;Rozana;Expert;Die 96 Hektar rund um die Quelle sind seit Beginn ihrer kommerziellen Nutzung vor jeglicher landwirtschaftlicher Nutzung geschützt.;
29;de;Welches dieser Gewässer gehört nicht zur Vittel Water Company ?;Volvic;Vittel;Hepar;Contrex;Expert;Im Jahr 2005 beauftragte Vittel die Dienste von David Bowie, um sein Wasser durch einen symbolischen Ort zu bewerben.;
30;de;Welche Quelle ist seit der Antike als römische Quelle bekannt ?;Rozana;Badoit;Quezac;Volvic;Expert;Die Gewässer von Rozana dienten auch vielen Armeen während der Schlachten als zusätzliche Quelle.;
1;es;¿Cómo se llama el agua del grifo que se vende embotellada ?;Agua de mesa;Agua tranquila;Agua dulce;Agua mineral;Débutant;Por lo general, el agua mineral natural debe tener un origen subterráneo y una composición química estable.;
2;es;¿A qué grupo alimentario francés pertenece la marca Volvic ?;Danona;Regilait;Lactalis;Sodebo;Débutant;En Norteamérica, Volvic se considera agua de manantial, debido a su bajo contenido mineral.;
3;es;¿Cuál de estas aguas minerales es naturalmente carbonatada ?;Vichy Célestins;Vólvic;Vittel;Hepar;Débutant;Su fuente se llama Les Célestins, nombre procedente de un antiguo convento situado justo encima de la fuente y que se encuentra en Vichy.;
4;es;Qué agua mineral utilizó la famosa ¡Va fuerte!;Saint-Yorre;Jouvence;Thonon;Evian;Débutant;Vichy Saint Yorre pertenece al grupo de las aguas altamente mineralizadas y ha sido reconocida como beneficiosa para la salud.;
5;es;¿Cuál es la marca líder mundial de agua con gas embotellada ?;Perrier;Rozana;Saint-Yorre;Badoit;Débutant;Perrier es un agua mineral con gas francesa procedente del manantial de Bouillens, denominada fuente Perrier desde 1903.;
6;es;¿Quién autorizó a la marca Badoit a utilizar su famosísimo « Y'a de la joie » ?;Charles Trenet;Charles Aznavour;Charles Dumont;Charles Berling;Débutant;Ya en 1778, Richard Marin de Laprade, médico honorario del rey Luis XVI, reconoció sus apetitosas y estimulantes virtudes.;
7;es;¿Cuál de estas aguas no es un agua natural con gas marca Badoit ?;Badoit amarillo;Badoit verde;Badoit rojo;Badoit aromatizado;Débutant;En 2012, Badoit representó el 12,6% en volumen y el 16,1% en valor del mercado de agua natural con gas en Francia.;
8;es;¿Cuál es la única agua mineral natural de Bretaña, en Côtes-d'Armor ?;Plancoët;Edelvia;Aprox;Asperjoc;Débutant;Desde 2011, se lanza al mercado un agua con gas fina « Plancoët Fines Bulles » para los clientes de hoteles y restaurantes.;
9;es;¿Cómo se llama el agua subterránea naturalmente compatible ?;Agua de manantial;Agua desmineralizada;Agua con gas;Aguas residuales;Débutant;El agua de manantial se ha beneficiado de protección contra la contaminación y no ha sido sometida a ningún tratamiento ni adición química.;
10;es;¿Qué país europeo es el mayor consumidor de agua embotellada ?;Italia;Bélgica;España;Alemania;Débutant;En 2004, el consumo mundial de agua embotellada de plástico fue de 154 mil millones de litros.;https://es.wikipedia.org/wiki/Agua_embotellada
11;es;¿Cuál de estas aguas no es un agua mineral española ?;válvula;Viladrau;Acuarela;Bezoya;Confirmé;Valvert es un agua que nace en el corazón del bosque de Étalle, en Gaume, al sur de las Ardenas belgas.;
12;es;¿En qué departamento francés se encuentra el manantial de Volvic ?;Puy de Dome;Lozère;Cantal;Vaucluse;Confirmé;2 plantas con 12 líneas de producción producen mil millones de botellas al año, o 4 millones de botellas al día.;
13;es;¿A qué empresa pertenece la marca de agua mineral Vittel ?;Aguas Nestlé;PepsiCo;Danona;naranja;Confirmé;Su historia está entrelazada con la de la hidroterapia y comienza en 1854 con la compra de una fuente por parte de Louis Bouloumié en Vittel.;
14;es;¿Qué agua mineral tiene su origen en el departamento de Lozère ?;Quezac;Quibio;Quench;Quret;Confirmé;La fuente de Quézac ya era conocida por los celtas y los galo-romanos que la utilizaban como baños termales.;
15;es;¿Cuántos litros de agua mineral produce la marca Évian cada año ?;1.500 millones;1 mil millones;500 millones;2 mil millones;Confirmé;El 40% de las ventas se realizan en Francia, donde la marca representa el 18% del mercado de agua embotellada sin gas.;
16;es;¿Qué agua fue reconocida en 1778 por sus propiedades aperitivas y estimulantes ?;Badoit;Contrex;Perrier;Saint-Yorre;Confirmé;En 2015 se lanzó Badoit en Latas : Badoit Red, Badoit Citron y Badoit Lime.;
17;es;¿En qué año la botella redonda de agua Hépar se volvió cuadrada ?;1980;1990;2000;2010;Confirmé;En los años 30, Hépar se vendía en botellas de vidrio para permitir a los huéspedes del spa prolongar el tratamiento en casa.;
18;es;¿Qué agua mineral con gas francesa tiene su origen en Alta Córcega ?;Orezza;Rozana;Badoit;Edelvia;Confirmé;Las visitas al sitio histórico y a la línea de producción ya no son posibles debido a las normas de seguridad.;
19;es;¿Qué color se asocia con el agua celta ligeramente chispeante ?;Verde;Rojo;Azul;Amarillo;Confirmé;Celtic está disponible en tres versiones : lisa, etiqueta azul, ligeramente brillante en verde y muy brillante en rojo.;
20;es;¿Cuál de estas aguas no es agua mineral belga ?;Edelvia;Valvert;Spa;Duke;Confirmé;En Suiza, hace un siglo, el consumo anual de agua mineral llegaba a menos de dos litros per cápita.;
21;es;En 2013, ¿cuántas aguas minerales naturales reconoció Francia en su territorio ?;82;75;67;59;Expert;Francia ha reconocido 82 aguas en su territorio, frente a las 30 de Bélgica, las 25 de Bulgaria y las 342 de Italia.;
22;es;¿Qué agua permite un aumento del volumen urinario y por tanto de la diuresis ?;Contrex;Perrier;Saint-Yorre;Badoit;Expert;Contrex permitiría un buen lavado de las cavidades renales y del tracto urinario, así como una buena eliminación de residuos.;
23;es;¿En qué país se embotella Saint-Justin, en el origen de Saint-Justin ?;Canadá;España;Nueva Zelanda;Brasil;Expert;Hay más de 100 marcas de agua embotellada en el mercado de Canadá, el 20% de las cuales son importadas.;
24;es;¿Cuál de estas aguas minerales no es agua de Suiza ?;Bezoya;Aprox;Edelvia;Arkina;Expert;En España, los pediatras suelen recomendar Bezoya porque es el más bajo en sodio.;
25;es;¿El agua de Vichy Célestins es famosa por su alto contenido en qué metal ?;Sodio;Calcio;Magnesio;Potasio;Expert;Debido a su alto contenido en sodio, el agua de Vichy Célestins no está recomendada para personas con hipertensión arterial.;
