1;fr;Lequel de ces surnoms est parfois donné à la ville de Paris ?;Ville Lumière;Ville des Vents;Cité des Anges;Troisième Rome;Débutant;La ville de Paris a attiré en 2017 près de 34 millions de visiteurs, ce qui en fait une des capitales les plus visitées au monde.;https://fr.wikipedia.org/wiki/Paris
26;fr;Quel organisme français surveille la pollution atmosphérique de Paris ?;Airparif;Globice;Bloom;Enercoop;Expert;Des mesures faisant l'objet d'analyses en laboratoires sur une soixantaine de polluants complètent le dispositif de stations.;https://fr.wikipedia.org/wiki/Airparif
27;fr;Quelles célèbres fontaines furent implantées en premier à Paris ?;Wallace;Morris;Miller;Barnett;Expert;Dessinées par Charles-Auguste Lebourg, elles tiennent leur nom de Richard Wallace, philanthrope anglais qui finança leur édification.;https://fr.wikipedia.org/wiki/Fontaine_Wallace
28;fr;Quel pourcentage du parc immobilier urbain le logement social de Paris représente-t-il ?;17 %;27 %;37 %;47 %;Expert;Les dix premiers arrondissements du centre historique ne totalisent que 6 % des logements sociaux de la ville, pour 23 % du parc total.;https://fr.wikipedia.org/wiki/Paris
29;fr;Quel passage est un haut lieu de l'immigration indo-pakistanaise à Paris ?;Passage Brady;Passage du Prado;Passage Puteaux;Passage Vendôme;Expert;Le nom de la rue fait référence à un propriétaire des terrains, M. Brady, commerçant établi au 46 du faubourg Saint-Denis.;https://fr.wikipedia.org/wiki/Passage_Brady
30;fr;Quelle est la place la plus ancienne de Paris, juste avant la place Dauphine ?;Place des Vosges;Place d'Armes;Place Stanislas;Place des Victoires;Expert;La place des Vosges est connue pour être le lieu de résidence de plusieurs personnalités issues du monde politique et artistique.;https://fr.wikipedia.org/wiki/Place_des_Vosges
1;en;Which of these nicknames is sometimes given to the city of Paris ?;City of Lights;City of the Winds;City of Angels;Third Rome;Débutant;The city of Paris attracted nearly 34 million visitors in 2017, making it one of the most visited capitals in the world.;https://en.wikipedia.org/wiki/Paris
2;en;In 2024, how many times will Paris have hosted the Olympic Games ?;Three times;Twice;Once;Four times;Débutant;In 2024, Paris will be the second city with London to have hosted the Olympic Games three times after those of 1900 and those of 1924.;https://en.wikipedia.org/wiki/Paris
3;en;On which side of which river does the city of Paris extend ?;Seine;Rhône;Meuse;Garonne;Débutant;The city of Paris covers an area approximately twice as large in the north, on the right bank, as that in the south, on the left bank.;https://en.wikipedia.org/wiki/Seine
4;en;What wooded area is located in the 16th arrondissement of Paris ?;Bois de Boulogne;Bois de Vincennes;Buttes-Chaumont;Parc Monceau;Débutant;Covering an area of 846 ha in the west of the city, the Bois de Boulogne is one of the lungs of the French capital.;https://en.wikipedia.org/wiki/Bois_de_Boulogne
5;en;In which district is the highest point of the French capital located ?;Montmartre;Opera;Popincourt;Vaugirard;Débutant;The two most famous accesses to the top of the hill are the funicular and the staircase of rue Foyatier, with its 222 steps.;https://en.wikipedia.org/wiki/Montmartre
6;en;What public transport provides up to 20 % of Paris trips ?;Metro;RER;Bus;Taxi;Débutant;Operated by the RATP, it has sixteen dedicated lines, mainly underground, totaling nearly 220 kilometers.;
7;en;Which Ile-de-France airport is located 10 km south of Paris ?;Orly;Beauvais;Charles-de-Gaulle;Merignac;Débutant;The airport has 270 companies representing 25,000 employees, offices and 15,000 parking spaces in 14 parks.;
8;en;Which column is an element of urban furniture initially Parisian ?;Morris column;Davioud column;Guimard column;Wallace column;Débutant;The Morris column is mainly cylindrical in shape and is used to promote shows and films.;https://en.wikipedia.org/wiki/Advertising_column
9;en;Who became the first female mayor of Paris in 2014 ?;Anne Hidalgo;Christine Herzog;Hélène Hardy;Gisèle Halimi;Débutant;Member of the PS, Anne Hidalgo has dual Franco-Spanish nationality but has no political activity in Spain.;https://en.wikipedia.org/wiki/Anne_Hidalgo
10;en;Which football stadium has Paris Saint-Germain as its current resident ?;Parc des princes;Stade de France;Velodrome;Groupama Stadium;Débutant;It is the fifth largest French stadium but also one of the oldest and best known in the Paris region.;https://en.wikipedia.org/wiki/Parc_des_Princes
11;en;What is the widest avenue of Parisian roads ?;Avenue Foch;Avenue de Neuilly;Avenue Mozart;Avenue Matignon;Confirmé;Avenue Foch is 1,300 meters long and 120 meters wide thanks to the gardens that border it.;https://en.wikipedia.org/wiki/Avenue_Foch
12;en;Which chapel has become the symbol of the University of Paris ?;Sorbonne;Père-Lachaise;Sainte-Rita;Epiphany;Confirmé;The current chapel was rebuilt in the 17th century by Cardinal Richelieu, of which it was also the mausoleum.;https://en.wikipedia.org/wiki/Sorbonne_Chapel
13;en;What is the largest Parisian cemetery in Paris intra muros ?;Père-Lachaise;Montparnasse;Montmartre;Belleville;Confirmé;It welcomes more than three and a half million visitors each year, making it the most visited cemetery in the world.;
14;en;Which museum had 2,091 employees in 2019, including 1,232 surveillance officers ?;Louvre Museum;Musée d'Orsay;Rodin Museum;Carnavalet Museum;Confirmé;With 8 million annual visitors, the Louvre is the most visited museum in the world and the most visited paying cultural site in France.;
15;en;About how many visitors visited Paris in 2017 ?;34 million;26 million;19 million;44 million;Confirmé;Paris also occupies a preponderant place in the world of fashion, luxury and haute cuisine.;https://en.wikipedia.org/wiki/Paris
16;en;What is the approximate total length of the Paris sewers ?;2,600 km;2,200 km;3000 km;1,800 km;Confirmé;The sewers of Paris have greatly evolved since the works undertaken by the prefect Haussmann and the engineer Eugène Belgrand.;
17;en;With what other unique city in Europe is Paris twinned ?;Rome;Madrid;Berlin;Athens;Confirmé;This twinning is valid in the other direction, with this slogan : « Only Paris is worthy of Rome, only Rome is worthy of Paris ».;https://en.wikipedia.org/wiki/Paris
18;en;In front of which building is the zero point of the roads of France ?;Our Lady;Henri-IV High School;Tour Saint-Jacques;Sainte-Chapelle;Confirmé;The zero point of the roads in France is the zero point of Paris, that is to say the kilometric point 0 of the roads leaving the capital.;
19;en;In Paris, which English garden imitates a mountain landscape ?;Buttes-Chaumont;Invalides;Trocadero;Palais-Royal;Confirmé;It is one of the green spaces in Paris with the biggest drop (more than 40 m), a heritage of the quarries of its foundations.;https://en.wikipedia.org/wiki/Parc_des_Buttes_Chaumont
20;en;What is the longest street in intramural Paris with more than four kilometers in length ?;Rue de Vaugirard;Rue Lecourbe;Rue La Fayette;Rue de Paradis;Confirmé;With its 4,360 meters in length, rue de Vaugirard, which crosses the 6th and 15th arr., Corresponds to 407 building numbers.;https://en.wikipedia.org/wiki/Rue_de_Vaugirard
21;en;In how many municipal districts is the city of Paris divided ?;Twenty;Twelve;Sixteen;Eight;Expert;The districts, in their current state, were delimited by the law of June 16, 1859, which increased their number from twelve to twenty.;https://en.wikipedia.org/wiki/Arrondissements_of_Paris
22;en;Which Parisian business school is one of the most recognized in the world ?;HEC;ICAM;UTC;PSB;Expert;The School is located in the northern part of the future Paris-Saclay technological cluster, which must gather 25% of public research.;
23;en;What commercial event takes place each year at the end of April in Paris ?;Paris Fair;Paris Beaches;Throne Fair;Thousand Columns;Expert;The Paris Fair, organized in Paris since 1904, has been held since 1923 at the Porte de Versailles exhibition center.;https://en.wikipedia.org/wiki/Foire_de_Paris
24;en;What is the oldest hospital in the French capital ?;Hôtel-Dieu;Pity Hospital;Alphonse Gardie;Raymond Sans;Expert;For 50 years, he has devoted himself almost exclusively to the detection, treatment and prevention of complications from diabetes mellitus.;
25;en;What river, now entirely underground, crosses Paris ?;Bievre;Sarce;Essonne;Lizard;Expert;The Bièvre is a river that originates in Guyancourt and flows into the main collector of the Paris sewers.;
26;en;Which French organization monitors air pollution in Paris ?;Airparif;Globice;Bloom;Enercoop;Expert;Measurements subject to laboratory analysis on around sixty pollutants complete the system of stations.;https://en.wikipedia.org/wiki/Airparif
27;en;Which famous fountains were first established in Paris ?;Wallace;Morris;Miller;Barnett;Expert;Designed by Charles-Auguste Lebourg, they take their name from Richard Wallace, English philanthropist who financed their construction.;https://en.wikipedia.org/wiki/Wallace_fountain
28;en;What percentage of the urban housing stock does social housing in Paris represent ?;17 %;27 %;37 %;47 %;Expert;The first ten districts of the historic center total only 6 % of the city's social housing, for 23 % of the total park.;https://en.wikipedia.org/wiki/Paris
29;en;What passage is a high place of Indo-Pakistani immigration in Paris ?;Brady Passage;Prado Passage;Passage Puteaux;Passage Vendôme;Expert;The name of the street refers to an owner of the land, Mr. Brady, a merchant established at 46 Faubourg Saint-Denis.;https://en.wikipedia.org/wiki/Passage_Brady
30;en;What is the oldest square in Paris, just before Place Dauphine ?;Place des Vosges;Place d'Armes;Place Stanislas;Place des Victoires;Expert;Place des Vosges is known for being the place of residence of several personalities from the political and artistic world.;https://en.wikipedia.org/wiki/Place_des_Vosges
1;de;Welcher dieser Spitznamen wird manchmal der Stadt Paris gegeben ?;Stadt der Lichter;Stadt der Winde;Stadt der Engel;Drittes Rom;Débutant;Die Stadt Paris zog 2017 fast 34 Millionen Besucher an und ist damit eine der meistbesuchten Hauptstädte der Welt.;https://de.wikipedia.org/wiki/Paris
2;de;Wie oft hat Paris im Jahr 2024 die Olympischen Spiele ausgerichtet ?;Dreimal;Zweimal;Einmal;Viermal;Débutant;Im Jahr 2024 wird Paris nach London die zweite Stadt sein, in der die Olympischen Spiele dreimal nach 1900 und 1924 ausgetragen wurden.;https://de.wikipedia.org/wiki/Paris
3;de;Auf welcher Seite des Flusses erstreckt sich die Stadt Paris ?;Seine;Rhône;Maas;Garonne;Débutant;Die Stadt Paris erstreckt sich über eine Fläche, die im Norden am rechten Ufer etwa doppelt so groß ist wie im Süden am linken Ufer.;https://de.wikipedia.org/wiki/Seine
4;de;Welches Waldgebiet befindet sich im 16. Arrondissement von Paris ?;Bois de Boulogne;Bois de Vincennes;Buttes-Chaumont;Parc Monceau;Débutant;Mit einer Fläche von 846 ha im Westen der Stadt ist der Bois de Boulogne eine der Lungen der französischen Hauptstadt.;https://de.wikipedia.org/wiki/Bois_de_Boulogne
5;de;In welchem Bezirk befindet sich der höchste Punkt der französischen Hauptstadt ?;Montmartre;Oper;Popincourt;Vaugirard;Débutant;Die beiden bekanntesten Zugänge zur Spitze des Hügels sind die Standseilbahn und die Treppe der Rue Foyatier mit ihren 222 Stufen.;https://de.wikipedia.org/wiki/Montmartre
6;de;Welche öffentlichen Verkehrsmittel bieten bis zu 20 % der Pariser Reisen an ?;Metro;RER;Bus;Taxi;Débutant;Es wird von der RATP betrieben und verfügt über 16 Linien, hauptsächlich unterirdische Strecken mit einer Gesamtlänge von fast 220 Kilometern.;
7;de;Welcher Flughafen von Ile-de-France liegt 10 km südlich von Paris ?;Orly;Beauvais;Charles-de-Gaulle;Merignac;Débutant;Der Flughafen verfügt über 270 Unternehmen mit 25.000 Mitarbeitern, Büros und 15.000 Parkplätzen in 14 Parks.;
8;de;Welche Säule ist ursprünglich ein Element von Stadtmöbeln in Paris ?;Morris Spalte;Davioud Spalte;Guimard Spalte;Wallace-Säule;Débutant;Die Morris-Säule hat hauptsächlich eine zylindrische Form und wird zur Förderung von Shows und Filmen verwendet.;https://de.wikipedia.org/wiki/Litfaßsäule
9;de;Wer wurde 2014 die erste Bürgermeisterin von Paris ?;Anne Hidalgo;Christine Herzog;Hélène Hardy;Gisèle Halimi;Débutant;Anne Hidalgo, Mitglied der PS, hat die doppelte französisch-spanische Staatsangehörigkeit, ist jedoch in Spanien nicht politisch tätig.;https://de.wikipedia.org/wiki/Anne_Hidalgo
10;de;In welchem Fußballstadion lebt Paris Saint-Germain derzeit ?;Parc des princes;Stade de France;Velodrom;Groupama-Stadion;Débutant;Es ist das fünftgrößte französische Stadion, aber auch eines der ältesten und bekanntesten in der Region Paris.;https://de.wikipedia.org/wiki/Parc_des_Princes
11;de;Was ist die breiteste Straße der Pariser Straßen ?;Avenue Foch;Avenue de Neuilly;Allee Mozart;Avenue Matignon;Confirmé;Die Avenue Foch ist 1.300 Meter lang und 120 Meter breit, dank der Gärten, die sie umgeben.;https://de.wikipedia.org/wiki/Avenue_Foch
12;de;Welche Kapelle ist zum Symbol der Universität Paris geworden ?;Sorbonne;Père-Lachaise;Sainte-Rita;Offenbarung;Confirmé;Die heutige Kapelle wurde im 17. Jahrhundert von Kardinal Richelieu wieder aufgebaut, von dem es auch das Mausoleum war.;
13;de;Was ist der größte Pariser Friedhof in Paris Intra Muros ?;Père-Lachaise;Montparnasse;Montmartre;Belleville;Confirmé;Es begrüßt jedes Jahr mehr als dreieinhalb Millionen Besucher und ist damit der meistbesuchte Friedhof der Welt.;
14;de;In welchem Museum waren 2019 2.091 Mitarbeiter beschäftigt, darunter 1.232 Überwachungsbeamte ?;Louvre Museum;Musée d'Orsay;Rodin Museum;Carnavalet Museum;Confirmé;Mit 8 Millionen jährlichen Besuchern ist der Louvre das meistbesuchte Museum der Welt und die meistbesuchte zahlende Kulturstätte in Frankreich.;
15;de;Wie viele Besucher haben Paris 2017 besucht ?;34 Millionen;26 Millionen;19 Millionen;44 Millionen;Confirmé;Paris nimmt auch in der Welt der Mode, des Luxus und der Haute Cuisine einen überwiegenden Platz ein.;https://de.wikipedia.org/wiki/Paris
16;de;Was ist die ungefähre Gesamtlänge der Pariser Kanalisation ?;2.600 km;2.200 km;3000 km;1.800 km;Confirmé;Die Abwasserkanäle von Paris haben sich seit den Arbeiten des Präfekten Haussmann und des Ingenieurs Eugène Belgrand erheblich weiterentwickelt.;
17;de;Mit welcher anderen einzigartigen Stadt in Europa ist Paris eine Partnerschaft ?;Rom;Madrid;Berlin;Athen;Confirmé;Diese Partnerschaft gilt in die andere Richtung mit dem Slogan : « Nur Paris ist Rom würdig, nur Rom ist Paris wert ».;https://de.wikipedia.org/wiki/Paris
18;de;Vor welchem Gebäude befindet sich der Nullpunkt der Straßen Frankreichs ?;Unsere Liebe Frau;Henri-IV Gymnasium;Tour Saint-Jacques;Sainte-Chapelle;Confirmé;Der Nullpunkt der Straßen Frankreichs ist der Nullpunkt von Paris, dh der Nullpunkt der Straßen, die die Hauptstadt verlassen.;
19;de;Welcher englische Garten imitiert in Paris eine Berglandschaft ?;Buttes-Chaumont;Invalides;Trocadero;Palais-Royal;Confirmé;Es ist eine der Grünflächen in Paris mit dem größten Gefälle (mehr als 40 m), ein Erbe der Steinbrüche seiner Fundamente.;https://de.wikipedia.org/wiki/Parc_des_Buttes-Chaumont
20;de;Was ist die längste Straße im intramuralen Paris mit mehr als vier Kilometern Länge ?;Rue de Vaugirard;Rue Lecourbe;Rue La Fayette;Rue de Paradis;Confirmé;Mit einer Länge von 4.360 Metern entspricht die Rue de Vaugirard, die den 6. und 15. Arr. Überquert, 407 Gebäudenummern.;https://de.wikipedia.org/wiki/Rue_de_Vaugirard
21;de;In wie viele Stadtteile ist die Stadt Paris unterteilt ?;Zwanzig;Zwölf;Sechzehn;Acht;Expert;Die Bezirke in ihrem jetzigen Zustand wurden durch das Gesetz vom 16.;https://de.wikipedia.org/wiki/Arrondissement_(Paris)
22;de;Welche Pariser Business School ist eine der bekanntesten der Welt ?;HEC;ICAM;UTC;PSB;Expert;Die Schule befindet sich im nördlichen Teil des zukünftigen Technologieclusters Paris-Saclay, in dem 25% der öffentlichen Forschung gesammelt werden müssen.;
23;de;Welche kommerzielle Veranstaltung findet jedes Jahr Ende April in Paris statt ?;Pariser Messe;Pariser Strände;Thronmesse;Tausend Spalten;Expert;Die seit 1904 in Paris organisierte Pariser Messe findet seit 1923 auf dem Messegelände Porte de Versailles statt.;
24;de;Was ist das älteste Krankenhaus in der französischen Hauptstadt ?;Hôtel-Dieu;Schade Krankenhaus;Alphonse Gardie;Raymond Sans;Expert;Seit 50 Jahren widmet er sich fast ausschließlich der Erkennung, Behandlung und Vorbeugung von Komplikationen durch Diabetes mellitus.;
25;de;Welcher Fluss, der jetzt völlig unterirdisch ist, durchquert Paris ?;Bievre;Sarce;Essonne;Eidechse;Expert;Das Bièvre ist ein Fluss, der aus Guyancourt entspringt und in den Hauptsammler der Pariser Kanalisation mündet.;
26;de;Welche französische Organisation überwacht die Luftverschmutzung in Paris ?;Airparif;Globice;Blüte;Enercoop;Expert;Messungen, die Laboranalysen an rund sechzig Schadstoffen unterzogen wurden, vervollständigen das Stationssystem.;https://de.wikipedia.org/wiki/Airparif
27;de;Welche berühmten Brunnen wurden zuerst in Paris errichtet ?;Wallace;Morris;Miller;Barnett;Expert;Entworfen von Charles-Auguste Lebourg, haben sie ihren Namen von Richard Wallace, dem englischen Philanthrop, der ihren Bau finanziert hat.;https://de.wikipedia.org/wiki/Wallace-Brunnen
28;de;Wie viel Prozent des städtischen Wohnungsbestandes repräsentiert der soziale Wohnungsbau in Paris ?;17 %;27 %;37 %;47 %;Expert;Die ersten zehn Bezirke des historischen Zentrums machen nur 6 % des sozialen Wohnungsbaus der Stadt aus, 23 % des gesamten Parks.;https://de.wikipedia.org/wiki/Paris
29;de;Welche Passage ist ein hoher Ort der indopakistanischen Einwanderung in Paris ?;Brady Passage;Prado Passage;Passage Puteaux;Passage Vendôme;Expert;Der Name der Straße bezieht sich auf einen Eigentümer des Landes, Herrn Brady, einen Händler, der in 46 du faubourg Saint-Denis ansässig ist.;https://de.wikipedia.org/wiki/Passage_Brady
30;de;Was ist der älteste Platz in Paris, kurz vor dem Place Dauphine ?;Place des Vosges;Place d'Armes;Platziere Stanislas;Place des Victoires;Expert;Der Place des Vosges ist bekannt als Wohnort mehrerer Persönlichkeiten aus der politischen und künstlerischen Welt.;https://de.wikipedia.org/wiki/Place_des_Vosges
1;es;¿Cuál de estos apodos a veces se le da a la ciudad de París ?;Ciudad de las luces;Ciudad de los vientos;Ciudad de los ángeles;Tercera Roma;Débutant;La ciudad de París atrajo a casi 34 millones de visitantes en 2017, convirtiéndola en una de las capitales más visitadas del mundo.;https://es.wikipedia.org/wiki/París
2;es;En 2024, ¿cuántas veces París habrá acogido los Juegos Olímpicos ?;Tres veces;Dos veces;Una vez;Cuatro veces;Débutant;En 2024, París será la segunda ciudad con Londres en haber acogido los Juegos Olímpicos tres veces después de los de 1900 y los de 1924.;https://es.wikipedia.org/wiki/París
3;es;¿De qué lado de qué río se extiende la ciudad de París ?;Sena;Ródano;Mosa;Garona;Débutant;La ciudad de París cubre un área aproximadamente dos veces más grande en el norte, en la margen derecha, que en el sur, en la margen izquierda.;https://es.wikipedia.org/wiki/Río Sena
4;es;¿Qué área boscosa se encuentra en el distrito 16 de París ?;Bois de Boulogne;Bois de Vincennes;Buttes-Chaumont;Parc Monceau;Débutant;Con una superficie de 846 ha en el oeste de la ciudad, el Bois de Boulogne es uno de los pulmones de la capital francesa.;https://es.wikipedia.org/wiki/Bois_de_Boulogne
5;es;¿En qué distrito se encuentra el punto más alto de la capital francesa ?;Montmartre;Opera;Popincourt;Vaugirard;Débutant;Los dos accesos más famosos a la cima de la colina son el funicular y la escalera de la rue Foyatier, con sus 222 escalones.;https://es.wikipedia.org/wiki/Montmartre
6;es;¿Qué transporte público proporciona hasta el 20 % de los viajes a París ?;Metro;RER;Autobús;Taxi;Débutant;Operado por el RATP, tiene dieciséis líneas dedicadas, principalmente subterráneas, que suman casi 220 kilómetros.;
7;es;¿Qué aeropuerto de Ile-de-France se encuentra a 10 km al sur de París ?;Orly;Beauvais;Charles-de-Gaulle;Merignac;Débutant;El aeropuerto tiene 270 compañías que representan a 25,000 empleados, oficinas y 15,000 espacios de estacionamiento en 14 parques.;
8;es;¿Qué columna es un elemento del mobiliario urbano inicialmente parisino ?;Columna de Morris;Columna Davioud;Columna de Guimard;Columna de Wallace;Débutant;La columna de Morris es principalmente de forma cilíndrica y se utiliza para promover espectáculos y películas.;https://es.wikipedia.org/wiki/Columna_Morris
9;es;¿Quién se convirtió en la primera alcaldesa de París en 2014 ?;Anne Hidalgo;Christine Herzog;Hélène Hardy;Gisèle Halimi;Débutant;Miembro del PS, Anne Hidalgo tiene doble nacionalidad franco-española pero no tiene actividad política en España.;https://es.wikipedia.org/wiki/Anne_Hidalgo
10;es;¿Qué estadio de fútbol tiene a Paris Saint-Germain como su residente actual ?;Parc des princes;Stade de France;Velódromo;Estadio Groupama;Débutant;Es el quinto estadio francés más grande, pero también uno de los más antiguos y conocidos de la región de París.;https://es.wikipedia.org/wiki/Parque_de_los_Príncipes
11;es;¿Cuál es la avenida más ancha de caminos parisinos ?;Avenue Foch;Avenue de Neuilly;Avenue Mozart;Avenue Matignon;Confirmé;Avenue Foch tiene 1.300 metros de largo y 120 metros de ancho gracias a los jardines que la bordean.;https://es.wikipedia.org/wiki/Avenida_Foch
