1;fr;Avant de streamer sur Twitch, quel domaine vulgarisait Angle Droit sur Youtube ?;Juridique;Chimie;Politique;Mathématiques;Débutant;Née le 19 décembre 1993 à Clermont-Ferrand, Florence est titulaire d'un BAC +5 avec un Master en Droit du Travail.;https://fr.wikipedia.org/wiki/Twitch
12;fr;En 2023 sur Twitch, avec quel véhicule Trinity a-t-elle lancé un tour du monde ?;Van;Bus impérial;Tracteur;Fiat 500;Confirmé;Végétarienne, militante de premier plan sur l'écologie, Trinity affirme qu'elle polluera moins dans son van que dans son appartement.;https://fr.wikipedia.org/wiki/Twitch
13;fr;En 2021 et 2022, quel a été l'important projet de stream de Nahomay sur Twitch ?;Rando sur le GR34;Voyages culinaires;Marathon caritatif;Soirées urbex;Confirmé;Anciennement infirmière et fan de MMO, Marion s'est reconvertie dans le streaming pour vivre de sa passion qui est le jeu vidéo.;https://fr.wikipedia.org/wiki/Twitch
14;fr;Quel était le nom de l'émission de Maghla sur LeStream, arrêtée en 2019 ?;« La Peur »;« Cauchemars »;« Le Frisson »;« L'Effroi »;Confirmé;En 2019, Barbara (Maghla) participera une nouvelle fois au Zevent au profit de l'institut Pasteur et verra son audience exploser.;https://fr.wikipedia.org/wiki/Twitch
15;fr;Combien d'abonnements Twitch CruellaDK a-t-elle enregistré en 8 jours de subathon ?;6 600;660;16 660;26 660;Confirmé;Originaire de Paris, Louise Martinez est une joueuse compétitive et expérimentée sur WoW, faisant partie de la guilde Method.;https://fr.wikipedia.org/wiki/Twitch
16;fr;Quel est le nom de l'émission politique diffusée par Jean Massiet sur Twitch ?;« Backseat »;« Popcorn »;« Showtime »;« Backlash »;Confirmé;L'objectif principal de ce vulgarisateur politique est de réconcilier les jeunes avec la politique, et surtout de la rendre plus amusante.;https://fr.wikipedia.org/wiki/Twitch
17;fr;Dans quelle catégorie la course « GP Explorer » fut-elle organisée par Squeezie ?;Formule 4;Formule 3;Formule 2;Formule E;Confirmé;Le vidéaste français, qui a préparé cet évènement depuis de nombreux mois, a été à la hauteur des espérances de tous ses fans.;https://fr.wikipedia.org/wiki/Twitch
18;fr;Quel est le nom de la partie de jeu de rôle diffusée par AlphaCast sur Twitch ?;« TableQuest »;« RealmChronicles »;« Adventurer'sGuild »;« DiceMasters »;Confirmé;Après l'annonce de Blizzard en 2014 pour leur nouveau jeu Overwatch, Sébastien Ferez en deviendra plus tard un expert.;https://fr.wikipedia.org/wiki/Twitch
19;fr;Quel talk-show, consacré aux nouvelles technologies, est diffusé par Micode ?;« Underscore_ »;« TechTalk »;« Bits »;« Hackerspace »;Confirmé;Les sujets débattus sont nombreux : Hacking, scams, internet en prison, jeux-vidéos, triche, et bien sûr une petite chronique.;https://fr.wikipedia.org/wiki/Twitch
20;fr;Qui a organisé le 3v3 contest, tournoi de basket avec entre autres Tony Parker ?;Domingo;Pape San;Pauleta;Crocodyle;Confirmé;En 2012, Domingo a découvert « League of Legends », le jeu qui va devenir important dans sa future carrière de streamer sur Twitch.;https://fr.wikipedia.org/wiki/Twitch
21;fr;Qui a mis en avant les femmes dans le monde du streaming avec Stream'Her ?;Chloe Live;Ultia;Maghla;Nat'ali;Expert;La mission du collectif Stream'Her est d'atteindre une meilleure représentativité des streameuses et de créer des « roles models ».;https://fr.wikipedia.org/wiki/Twitch
22;fr;En 2023, qui a terminé Super Mario 64 et Super Mario Sunshine simultanément ?;Niniste;Jarm0u;Vicky Spleen;Bloupeuh;Expert;Speedrunneuse, youtubeuse, smasheuse et voyageuse, Niniste vous invite à passer de bons moments en live sur sa chaîne.;https://fr.wikipedia.org/wiki/Twitch
23;fr;Quelle streameuse est à l'origine du célèbre meme « Ouais ouais ouais » ?;Baghera Jones;Rivenzi;Ultia;Zerator;Expert;Originaire de Neuchâtel en Suisse, la graphiste Justine Noguera est devenue une streameuse faisant du multigaming sur Twitch.;https://fr.wikipedia.org/wiki/Twitch
24;fr;Quel événement fut organisé par Maghla et Jeel lors du Zevent 2020 ?;Faux mariage;Flashmob;Course de karts;Tournoi de mini-foot;Expert;Les streams de Maghla respirent la bonne ambiance, avec pleins de moments drôles saupoudrés d'une énergie débordante.;https://fr.wikipedia.org/wiki/Twitch
25;fr;Sur quel jeu LyeGaia a-t-elle donné des cours de coaching via la eGG-one school ?;« Hearthstone »;« League of Legends »;« PUBG »;« Trackmania »;Expert;Passionnée de photographie, Elsa Müller obtiendra un diplôme en photographie et techniques de l'image à l'école CE3P de Paris.;https://fr.wikipedia.org/wiki/Twitch
26;fr;Quel est le nom du gagnant de la première édition solo de la ZLAN, en 2023 ?;Lockness;Oslo;Artsnif;Nykho;Expert;Pendant quatre jours, pas moins de 200 joueurs et joueuses se sont affrontés au cours de ce véritable marathon vidéoludique.;https://fr.wikipedia.org/wiki/Twitch
27;fr;Quel club Esport a été créé par Squeezie, Gotaga et Brawks ?;Gentle Mates;Friendly Flames;Kindred Knights;Serenity Squad;Expert;Au vu de l'audience gigantesque des trois fondateurs en France, la structure est d'ores et déjà promise à une immense popularité.;https://fr.wikipedia.org/wiki/Twitch
28;fr;Quel talk-show est animé sur Twitch par Maxime Biaggi et Grimkujow ?;« Zen »;« Chill »;« Serenity »;« Stillness »;Expert;Le 9 mars 2023, Grimkujow a organisé son premier gros évènement avec « Flop Singer », un remix de l'émission Mask Singer.;https://fr.wikipedia.org/wiki/Twitch
29;fr;Qui organise régulièrement un tournoi de culture générale intitulé « Le Maître des fleurs » ?;Ponce;Shaunz;Zankioh;Bob Lennon;Expert;Sur Twitch, Aurélien Gilles aka Ponce est en live sur Twitch cinq à six jours par semaine, souvent à partir de 10h30 le matin.;https://fr.wikipedia.org/wiki/Twitch
30;fr;Quel streameur organise la compétition de foot connue sous le nom de Five Club ?;Aminematue;Domingo;Rivenzi;Sowdred;Expert;Avec plus de 100 000 viewers en moyenne, Amine est devenu l'un des streamers français les plus populaires sur la plateforme.;https://fr.wikipedia.org/wiki/Twitch
1;en;Before streaming on Twitch, which domain popularized Angle Droit on Youtube ?;Legal;Chemistry;Politics;Mathematics;Débutant;Born on December 19, 1993 in Clermont-Ferrand, Florence holds a BAC +5 with a Masters in Labor Law.;https://en.wikipedia.org/wiki/Twitch (service)
2;en;What is LittleBigWhale's main passion on Twitch ?;Singing;Jewelery;Motorcycle;Models;Débutant;The young streamer has several nicknames such as LittleBigWhale or Trivia, but her real name is Marianne.;https://en.wikipedia.org/wiki/Twitch (service)
3;en;What video game festival did DamDam help create in 2005 ?;Stunfest;Paris Games Week;JV-Festival;Bordeaux Geek Fest;Débutant;Committed to events and associations, originally from Rennes, DamDam was part of the creation of Stunfest in 2005.;https://en.wikipedia.org/wiki/Twitch (service)
4;en;Who co-hosted a show with Pierre Lapin on Arte's Twitch channel ?;Horty;LittleBigWhale;PV Nova;MisterMV;Débutant;Hortense is a gaming streamer on Twitch offering multigaming and a 3D universe filled with many visual effects.;https://en.wikipedia.org/wiki/Twitch (service)
5;en;On Twitch, what is LadySundae's main passion ?;Cosplay;Astrology;Terraria;Bonsai;Débutant;Thanks to Maxildan, who contacted her via Twitter, she will make her first broadcast on Web TV Lestream during a recap on July 5, 2020.;https://en.wikipedia.org/wiki/Twitch (service)
6;en;Who created the charity marathon known as Zevent ?;Zerator;Zankioh;Zouloux;Zwave;Débutant;In 2021, Adrien Nougaret's Le Zevent managed to raise more than ten million Euros for the association « Action contre la Faim ».;https://en.wikipedia.org/wiki/Twitch (service)
7;en;What is the name of the weekly entertainment show broadcast by Domingo ?;« Popcorn »;« Couch and Soda »;« The Prime Time »;« Showtime »;Débutant;At the end of 2017, Pierre-Alexis Bizot had his own free antenna on NRJ, accompanied by streamers Zankioh, Doigby and Aayley.;https://en.wikipedia.org/wiki/Twitch (service)
8;en;What is the nickname of Corentin Houssein, known as Gotaga ?;The French Monster;Virtual Assassin;Pheno;Da Pixel Prodigy;Débutant;Gotaga enjoyed strong popularity with his monstrous level by becoming the most successful French player on « Call of Duty » (console).;https://en.wikipedia.org/wiki/Twitch (service)
9;en;What is the name of the WebTV created by Squeezie and Cyprien in 2017 ?;« LeStream »;« LaGamingZone »;« GamerCentralTV »;« StreamGaming »;Débutant;Over time, Squeezie has diversified with entertainment and music videos, becoming the first French youtuber ahead of Cyprien.;https://en.wikipedia.org/wiki/Twitch (service)
10;en;What is the nickname of Xavier Dang aka MisterMV, the dean of the stream ?;old gentleman;white beard;crumbling;Grandpa;Débutant;For some, he is just a strange forties in the French Twitch landscape. For others, it's simply the best.;https://en.wikipedia.org/wiki/Twitch (service)
11;en;What is the name of the show dedicated to Esport created by Laure Valée ?;PXL Perfect;PXL Prodigies;PXL Overload;PXL Masters;Confirmé;Laure Valée will study literature, then continue in art history, with the aim of becoming an auctioneer.;https://en.wikipedia.org/wiki/Twitch (service)
12;en;In 2023 on Twitch, with which vehicle did Trinity launch a trip around the world ?;Van;Imperial Bus;Tractor;Fiat 500;Confirmé;A vegetarian and leading environmental activist, Trinity says she will pollute less in her van than in her apartment.;https://en.wikipedia.org/wiki/Twitch (service)
13;en;In 2021 and 2022, what was Nahomay's major streaming project on Twitch ?;Hike on the GR34;Culinary journeys;Charity Marathon;urbex evenings;Confirmé;Formerly a nurse and MMO fan, Marion converted to streaming to make a living from her passion, which is video games.;https://en.wikipedia.org/wiki/Twitch (service)
14;en;What was the name of Maghla's show on LeStream, which ended in 2019 ?;« Fear »;« Nightmares »;« The Thrill »;« Dread »;Confirmé;In 2019, Barbara (Maghla) will once again participate in the Zevent for the benefit of the Pasteur Institute and will see her audience explode.;https://en.wikipedia.org/wiki/Twitch (service)
15;en;How many Twitch subscriptions did CruellaDK register in 8 days of subathon ?;6,600;660;16,660;26,660;Confirmé;Originally from Paris, Louise Martinez is a competitive and experienced WoW player, part of the Method guild.;https://en.wikipedia.org/wiki/Twitch (service)
16;en;What is the name of the political show broadcast by Jean Massiet on Twitch ?;« Backseat »;« Popcorn »;« Showtime »;« Backlash »;Confirmé;The main objective of this political popularizer is to reconcile young people with politics, and above all to make it more fun.;https://en.wikipedia.org/wiki/Twitch (service)
17;en;In which category was the « GP Explorer » race organized by Squeezie ?;Formula 4;Formula 3;Formula 2;Formula E;Confirmé;The French videographer, who has been preparing for this event for many months, lived up to the expectations of all his fans.;https://en.wikipedia.org/wiki/Twitch (service)
18;en;What is the name of the roleplaying game broadcast by AlphaCast on Twitch ?;« TableQuest »;« RealmChronicles »;« Adventurer'sGuild »;« DiceMasters »;Confirmé;After Blizzard's announcement in 2014 for their new Overwatch game, Sébastien Ferez would later become an expert on it.;https://en.wikipedia.org/wiki/Twitch (service)
19;en;What talk show dedicated to new technologies is broadcast by Micode ?;« Underscore_ »;« TechTalk »;« Bits »;« Hackerspace »;Confirmé;The topics discussed are numerous : Hacking, scams, internet in prison, video games, cheating, and of course a small column.;https://en.wikipedia.org/wiki/Twitch (service)
20;en;Who organized the 3v3 contest, a basketball tournament with, among others, Tony Parker ?;domingo;Pope San;pauletta;crocodile;Confirmé;In 2012, Domingo discovered « League of Legends », the game that would become important in his future career as a Twitch streamer.;https://en.wikipedia.org/wiki/Twitch (service)
21;en;Who highlighted women in the world of streaming with Stream'Her ?;Chloe Live;Ultia;maghla;Nat'ali;Expert;The mission of the Stream'Her collective is to achieve better representation of female streamers and to create « role models ».;https://en.wikipedia.org/wiki/Twitch (service)
22;en;In 2023, who finished Super Mario 64 and Super Mario Sunshine simultaneously ?;Niniste;Jarm0u;Vicky Spleen;Bloopuh;Expert;Speedrunner, youtuber, smasher and traveler, Niniste invites you to have a good time live on her channel.;https://en.wikipedia.org/wiki/Twitch (service)
23;en;Which streamer is behind the famous meme « Yeah yeah yeah » ?;Baghera Jones;Rivenzi;Ultia;Zerator;Expert;Originally from Neuchâtel, Switzerland, graphic designer Justine Noguera became a streamer doing multigaming on Twitch.;https://en.wikipedia.org/wiki/Twitch (service)
24;en;What event was organized by Maghla and Jeel during Zevent 2020 ?;Fake marriage;flash mob;Kart racing;Mini-football tournament;Expert;Maghla's streams exude good vibes, with lots of funny moments sprinkled with boundless energy.;https://en.wikipedia.org/wiki/Twitch (service)
25;en;What game did LyeGaia give coaching lessons on through the eGG-one school ?;« Hearthstone »;« League of Legends »;« PUBG »;« Trackmania »;Expert;Passionate about photography, Elsa Müller will obtain a diploma in photography and image techniques at the CE3P school in Paris.;https://en.wikipedia.org/wiki/Twitch (service)
26;en;What is the name of the winner of the first solo edition of the ZLAN, in 2023 ?;Lockness;Oslo;Artsnif;Nykho;Expert;For four days, no less than 200 players competed in this veritable video game marathon.;https://en.wikipedia.org/wiki/Twitch (service)
27;en;Which Esport club was created by Squeezie, Gotaga and Brawks ?;Gentle Mates;Friendly Flames;Kindred Knights;Serenity Squad;Expert;In view of the gigantic audience of the three founders in France, the structure is already promised immense popularity.;https://en.wikipedia.org/wiki/Twitch (service)
28;en;What talk show is hosted on Twitch by Maxime Biaggi and Grimkujow ?;« Zen »;« Chill »;« Serenity »;« Stillness »;Expert;On March 9, 2023, Grimkujow held his first big event with « Flop Singer », a remix of the show Mask Singer.;https://en.wikipedia.org/wiki/Twitch (service)
29;en;Who regularly organizes a general knowledge tournament called « The Master of Flowers » ?;Ponce;Shaunz;Zankioh;Bob Lennon;Expert;On Twitch, Aurélien Gilles aka Ponce is live on Twitch five to six days a week, often from 10 :30 in the morning.;https://en.wikipedia.org/wiki/Twitch (service)
30;en;Which streamer organizes the football competition known as Five Club ?;Aminematue;Domingo;Rivenzi;Sowdred;Expert;With more than 100,000 viewers on average, Amine has become one of the most popular French streamers on the platform.;https://en.wikipedia.org/wiki/Twitch (service)
1;de;Welche Domain hat Angle Droit auf YouTube bekannt gemacht, bevor er auf Twitch gestreamt wurde ?;Rechtlich;Chemie;Politik;Mathematik;Débutant;Florence wurde am 19. Dezember 1993 in Clermont-Ferrand geboren und verfügt über einen BAC  5 und einen Master in Arbeitsrecht.;https://de.wikipedia.org/wiki/Twitch
2;de;Was ist die größte Leidenschaft von LittleBigWhale auf Twitch ?;Gesang;Schmuck;Motorrad;Modelle;Débutant;Die junge Streamerin hat mehrere Spitznamen wie LittleBigWhale oder Trivia, aber ihr richtiger Name ist Marianne.;https://de.wikipedia.org/wiki/Twitch
3;de;Welches Videospielfestival hat DamDam 2005 mitgestaltet ?;Stunfest;Pariser Spielewoche;JV-Festival;Bordeaux Geek Fest;Débutant;DamDam engagiert sich für Veranstaltungen und Vereine und stammt ursprünglich aus Rennes. Im Jahr 2005 war es Teil der Gründung von Stunfest.;https://de.wikipedia.org/wiki/Twitch
4;de;Wer hat zusammen mit Pierre Lapin eine Show auf dem Twitch-Kanal von Arte moderiert ?;Horty;LittleBigWhale;PV Nova;MisterMV;Débutant;Hortense ist ein Gaming-Streamer auf Twitch, der Multigaming und ein 3D-Universum voller visueller Effekte bietet.;https://de.wikipedia.org/wiki/Twitch
5;de;Was ist LadySundaes größte Leidenschaft auf Twitch ?;Cosplay;Astrologie;Terrarien;Bonsai;Débutant;Dank Maxildan, der sie über Twitter kontaktiert, wird sie am 5. Juli 2020 im Rahmen einer Zusammenfassung ihre erste Sendung auf Web TV Lestream machen.;https://de.wikipedia.org/wiki/Twitch
6;de;Wer hat den Wohltätigkeitsmarathon Zevent ins Leben gerufen ?;Zerator;Zankioh;Zouloux;Zwave;Débutant;Im Jahr 2021 gelang es Adrien Nougarets Le Zevent, mehr als zehn Millionen Euro für den Verein « Action contre la Faim » zu sammeln.;https://de.wikipedia.org/wiki/Twitch
7;de;Wie heißt die wöchentliche Unterhaltungssendung von Domingo ?;« Popcorn »;« Couch und Soda »;« Die Hauptsendezeit »;« Showtime »;Débutant;Ende 2017 hatte Pierre-Alexis Bizot seine eigene kostenlose Antenne auf NRJ, begleitet von den Streamern Zankioh, Doigby und Aayley.;https://de.wikipedia.org/wiki/Twitch
8;de;Wie lautet der Spitzname von Corentin Houssein, bekannt als Gotaga ?;Das französische Monster;Virtueller Attentäter;Phänomen;Da Pixel Prodigy;Débutant;Gotaga erfreute sich mit seinem monströsen Niveau großer Beliebtheit und wurde zum erfolgreichsten französischen Spieler bei « Call of Duty » (Konsole).;https://de.wikipedia.org/wiki/Twitch
9;de;Wie heißt das WebTV, das 2017 von Squeezie und Cyprien erstellt wurde ?;« LeStream »;« LaGamingZone »;« GamerCentralTV »;« StreamGaming »;Débutant;Im Laufe der Zeit hat sich Squeezie mit Unterhaltungs- und Musikvideos diversifiziert und ist vor Cyprien der erste französische YouTuber geworden.;https://de.wikipedia.org/wiki/Twitch
10;de;Wie lautet der Spitzname von Xavier Dang alias MisterMV, dem Dekan des Streams ?;alter Herr;weißer Bart;bröckelt;Opa;Débutant;Für manche ist er nur ein seltsamer Vierziger in der französischen Twitch-Landschaft. Für andere ist es einfach das Beste.;https://de.wikipedia.org/wiki/Twitch
11;de;Wie heißt die von Laure Valée kreierte Show zum Thema Esport ?;PXL Perfekt;PXL-Wunderkinder;PXL-Überlastung;PXL Masters;Confirmé;Laure Valée wird zunächst Literatur studieren und anschließend Kunstgeschichte studieren, mit dem Ziel, Auktionatorin zu werden.;https://de.wikipedia.org/wiki/Twitch
12;de;Mit welchem Fahrzeug startete Trinity im Jahr 2023 auf Twitch eine Weltreise ?;Van;Imperialer Bus;Traktor;Fiat 500;Confirmé;Als Vegetarierin und führende Umweltaktivistin sagt Trinity, dass sie in ihrem Van weniger die Umwelt verschmutzen wird als in ihrer Wohnung.;https://de.wikipedia.org/wiki/Twitch
13;de;Was war Nahomays größtes Streaming-Projekt auf Twitch in den Jahren 2021 und 2022 ?;Wanderung auf dem GR34;Kulinarische Reisen;Wohltätigkeitsmarathon;Urbex-Abende;Confirmé;Früher Krankenschwester und MMO-Fan, wechselte Marion zum Streaming, um von ihrer Leidenschaft, den Videospielen, leben zu können.;https://de.wikipedia.org/wiki/Twitch
14;de;Wie hieß Maghlas Show auf LeStream, die 2019 endete ?;« Angst »;« Albträume »;« Der Nervenkitzel »;« Angst »;Confirmé;Im Jahr 2019 wird Barbara (Maghla) erneut am Zevent zugunsten des Pasteur-Instituts teilnehmen und ihr Publikum explodieren sehen.;https://de.wikipedia.org/wiki/Twitch
15;de;Wie viele Twitch-Abonnements hat CruellaDK in den 8 Tagen des Subathons registriert ?;6.600;660;16.660;26.660;Confirmé;Louise Martinez stammt ursprünglich aus Paris und ist eine wettbewerbsorientierte und erfahrene WoW-Spielerin, die der Method-Gilde angehört.;https://de.wikipedia.org/wiki/Twitch
16;de;Wie heißt die politische Show, die Jean Massiet auf Twitch sendet ?;« Backseat »;« Popcorn »;« Showtime »;« Backlash »;Confirmé;Das Hauptziel dieses politischen Popularisierers besteht darin, junge Menschen mit der Politik zu versöhnen und sie vor allem unterhaltsamer zu gestalten.;https://de.wikipedia.org/wiki/Twitch
17;de;In welcher Kategorie wurde das von Squeezie organisierte « GP Explorer »-Rennen durchgeführt ?;Formel 4;Formel 3;Formel 2;Formel E;Confirmé;Der französische Videofilmer, der sich seit vielen Monaten auf dieses Event vorbereitet, hat die Erwartungen aller seiner Fans erfüllt.;https://de.wikipedia.org/wiki/Twitch
18;de;Wie heißt das von AlphaCast auf Twitch ausgestrahlte Rollenspiel ?;« TableQuest »;« RealmChronicles »;« Adventurer'sGuild »;« DiceMasters »;Confirmé;Nach der Ankündigung von Blizzard im Jahr 2014 für ihr neues Overwatch-Spiel wurde Sébastien Ferez später zum Experten dafür.;https://de.wikipedia.org/wiki/Twitch
19;de;Welche Talkshow über neue Technologien wird von Micode ausgestrahlt ?;« Underscore_ »;« TechTalk »;« Bits »;« Hackerspace »;Confirmé;Die behandelten Themen sind zahlreich : Hacking, Betrug, Internet im Gefängnis, Videospiele, Betrug und natürlich eine kleine Kolumne.;https://de.wikipedia.org/wiki/Twitch
20;de;Wer hat den 3v3-Wettbewerb organisiert, ein Basketballturnier unter anderem mit Tony Parker ?;Domingo;Papst San;pauletta;Krokodil;Confirmé;Im Jahr 2012 entdeckte Domingo « League of Legends », das Spiel, das für seine zukünftige Karriere als Twitch-Streamer wichtig werden sollte.;https://de.wikipedia.org/wiki/Twitch
21;de;Wer hat mit Stream'Her Frauen in der Welt des Streamings hervorgehoben ?;Chloe Live;Ultia;maghla;Nat'ali;Expert;Die Mission des Stream'Her-Kollektivs besteht darin, eine bessere Vertretung weiblicher Streamer zu erreichen und « Vorbilder » zu schaffen.;https://de.wikipedia.org/wiki/Twitch
22;de;Wer hat im Jahr 2023 Super Mario 64 und Super Mario Sunshine gleichzeitig beendet ?;Niniste;Jarm0u;Vicky Spleen;Bloopuh;Expert;Speedrunnerin, Youtuberin, Smasherin und Reisende : Niniste lädt Sie ein, live auf ihrem Kanal eine gute Zeit zu haben.;https://de.wikipedia.org/wiki/Twitch
23;de;Welcher Streamer steckt hinter dem berühmten Meme « Yeah yeah » ?;Baghera Jones;Rivenzi;Ultia;Zerator;Expert;Die ursprünglich aus Neuchâtel in der Schweiz stammende Grafikdesignerin Justine Noguera wurde eine Streamerin, die Multigaming auf Twitch betreibt.;https://de.wikipedia.org/wiki/Twitch
24;de;Welche Veranstaltung wurde von Maghla und Jeel während Zevent 2020 organisiert ?;Scheinehe;Flashmob;Kartrennen;Mini-Fußballturnier;Expert;Maghlas Streams versprühen gute Stimmung, mit vielen lustigen Momenten gespickt mit grenzenloser Energie.;https://de.wikipedia.org/wiki/Twitch
25;de;Zu welchem Spiel hat LyeGaia in der eGG-one-Schule Trainerunterricht gegeben ?;« Hearthstone »;« League of Legends »;« PUBG »;« Trackmania »;Expert;Als leidenschaftliche Fotografin wird Elsa Müller ein Diplom in Fotografie und Bildtechnik an der CE3P-Schule in Paris erwerben.;https://de.wikipedia.org/wiki/Twitch
26;de;Wie heißt der Gewinner der ersten Solo-Ausgabe des ZLAN im Jahr 2023 ?;Lockness;Oslo;Artsnif;Nykho;Expert;Vier Tage lang traten nicht weniger als 200 Spieler bei diesem wahren Videospiel-Marathon an.;https://de.wikipedia.org/wiki/Twitch
27;de;Welcher Esport-Club wurde von Squeezie, Gotaga und Brawks gegründet ?;Sanfte Freunde;Freundliche Flammen;Verwandte Ritter;Serenity Squad;Expert;Angesichts des gigantischen Publikums der drei Gründer in Frankreich verspricht sich das Bauwerk schon jetzt immensen Zuspruch.;https://de.wikipedia.org/wiki/Twitch
28;de;Welche Talkshow wird auf Twitch von Maxime Biaggi und Grimkujow moderiert ?;« Zen »;« Chill »;« Serenity »;« Stillness »;Expert;Am 9. März 2023 veranstaltete Grimkujow seine erste große Veranstaltung mit « Flop Singer », einem Remix der Show Mask Singer.;https://de.wikipedia.org/wiki/Twitch
29;de;Wer organisiert regelmäßig ein Allgemeinwissensturnier mit dem Titel « Der Meister der Blumen » ?;Ponce;Shaunz;Zankioh;Bob Lennon;Expert;Auf Twitch ist Aurélien Gilles alias Ponce fünf bis sechs Tage die Woche live auf Twitch, oft ab 10 :30 Uhr morgens.;https://de.wikipedia.org/wiki/Twitch
30;de;Welcher Streamer organisiert den Fußballwettbewerb Five Club ?;Aminematue;Domingo;Rivenzi;Sowdred;Expert;Mit durchschnittlich mehr als 100.000 Zuschauern hat sich Amine zu einem der beliebtesten französischen Streamer auf der Plattform entwickelt.;https://de.wikipedia.org/wiki/Twitch
1;es;Antes de transmitir en Twitch, ¿qué dominio popularizó Angle Droit en Youtube ?;legales;Química;Política;Matemáticas;Débutant;Nacida el 19 de diciembre de 1993 en Clermont-Ferrand, Florence tiene un BAC +5 con una Maestría en Derecho Laboral.;https://es.wikipedia.org/wiki/Twitch
2;es;¿Cuál es la principal pasión de LittleBigWhale en Twitch ?;Canto;Joyería;Motocicleta;Modelos;Débutant;La joven streamer tiene varios apodos como LittleBigWhale o Trivia, pero su verdadero nombre es Marianne.;https://es.wikipedia.org/wiki/Twitch
3;es;¿Qué festival de videojuegos ayudó a crear DamDam en 2005 ?;Fiesta de aturdimiento;Semana de los Juegos de París;Festival JV;Festival friki de Burdeos;Débutant;Comprometida con eventos y asociaciones, originaria de Rennes, DamDam formó parte de la creación de Stunfest en 2005.;https://es.wikipedia.org/wiki/Twitch
4;es;¿Quién copresentó un programa con Pierre Lapin en el canal Twitch de Arte ?;Horty;LittleBigWhale;PV Nova;MisterMV;Débutant;Hortense es un transmisor de juegos en Twitch que ofrece multijuegos y un universo 3D lleno de muchos efectos visuales.;https://es.wikipedia.org/wiki/Twitch
