1;fr;Quelle est la nationalité du célèbre réalisateur et producteur Steven Spielberg ?;Américaine;Tunisienne;Canadienne;Marocaine;Débutant;Bien qu'il soit né à Cincinnati, dans l'Ohio, Spielberg a des origines juives ashkénazes, ses ancêtres étant venus d'Europe de l'Est.;https://fr.wikipedia.org/wiki/Steven_Spielberg
18;de;Welche Michael Bay-Saga wurde von Steven Spielberg produziert ?;« Transformers »;« Armageddon »;« Die Insel »;« Bad Boys »;Confirmé;Es war Lorenzo Di Bonaventura, der Shia LaBeouf in Michael Bay beriet, nachdem er mit ihm in « Constantine » gearbeitet hatte.;https://de.wikipedia.org/wiki/Transformers_(Film)
19;de;Welche Comicfigur ist der erste 3D-Film von Steven Spielberg ?;Tintin;Max Payne;Jason Todd;Der Waldläufer;Confirmé;Sony und Paramount haben 100 Millionen Euro in die Medienkampagne für den Film « Tim und Struppi » investiert.;https://de.wikipedia.org/wiki/Die_Abenteuer_von_Tim_und_Struppi_–_Das_Geheimnis_der_Einhorn
20;de;Auf welchem Planeten spielen die Science-Fiction-Filme von Steven Spielberg ?;Auf der Erde;Auf dem Mond;Auf dem Mars;Auf Jupiter;Confirmé;Steven Spielberg, mit dem Spitznamen King of Entertainment, hat persönlich drei Oscars erhalten.;https://de.wikipedia.org/wiki/Steven_Spielberg
21;de;Wie viele Oscars hat Steven Spielberg während seiner Karriere erhalten ?;Drei;Zwei;Vier;Fünf;Expert;Steven Spielberg erhielt einen Oscar für das beste Bild (1994) und zwei für den besten Regisseur (1994 und 1999).;https://de.wikipedia.org/wiki/Steven_Spielberg
22;de;Wie lautet der Titel des ersten Spielfilms von Steven Spielberg für das Kino ?;« Sugarland Express »;« Kriegspferd »;« Hook »;« Reich der Sonne »;Expert;Dieser Film ist Steven Spielbergs erster Film für das Kino (« Firelight » ist ein Heimfilm und « Duel » ursprünglich ein Fernsehfilm).;https://de.wikipedia.org/wiki/Sugarland_Express
23;de;Welcher fantastische Film unter der Regie von Tobe Hooper wurde von Steven Spielberg produziert ?;« Poltergeist »;« Dead Zone »;« Die Fliege »;« Beetlejuice »;Expert;Das Poltergeist-Franchise gilt als verflucht, nachdem mehrere Personen, die mit dem Film in Verbindung stehen, vorzeitig gestorben sind.;https://de.wikipedia.org/wiki/Poltergeist_(Film)
24;de;In welchem Jahr leitete Steven Spielberg die Filmfestspiele von Cannes ?;2013;2011;2009;2007;Expert;1977 war Steven Spielberg Präsident der Jury des fünften Avoriaz International Fantastic Film Festival.;https://de.wikipedia.org/wiki/Steven_Spielberg
25;de;Von welcher Produktionsfirma ist Steven Spielberg der Gründer ?;Amblin;Spielton;Blauer Himmel;Pacific Data;Expert;Der Name des Amblin-Studios ist inspiriert von einem der ersten Filme von Steven Spielberg, « Amblin' » aus dem Jahr 1968.;https://de.wikipedia.org/wiki/Amblin_Entertainment
26;de;In welchem Spielberg-Film war Audrey Hepburn zuletzt zu sehen ?;« Always »;« Amistad »;« Hook »;« Duel »;Expert;Als der Film zu Ende war, überreichte Steven Spielberg Richard Dreyfuss, Holly Hunter und John Goodman einen Mazda MX5 Mk1.;https://de.wikipedia.org/wiki/Always_–_Der_Feuerengel_von_Montana
27;de;Welcher 2012 erschienene Spielberg-Film erhielt zwölf Oscar-Nominierungen ?;« Lincoln »;« Das Terminal »;« Reich der Sonne »;« Minority Report »;Expert;Sein Hauptdarsteller, Daniel Day-Lewis, gewann den Oscar für den besten Schauspieler.;https://de.wikipedia.org/wiki/Lincoln_(2012)
28;de;Welcher Filmregisseur wird sehr oft als französischer Spielberg bezeichnet ?;Luc Besson;Bertrand Tavernier;Patrice Leconte;Guillaume Canet;Expert;Luc Besson ist international am bekanntesten für die Filmreihen « Taxi », « Taken » und « Le Transporteur ».;https://de.wikipedia.org/wiki/Luc_Besson
29;de;Welche Folge der Fernsehserie « Columbo » wurde von Steven Spielberg inszeniert ?;« Das Zeugenbuch »;« Falscher Zeuge »;« Eigengewicht »;« Vollbild »;Expert;In dieser Episode von « Columbo » wird der Attentäter dazu gebracht, ein zweites Verbrechen zu begehen, um seinen Rücken zu sichern.;
30;de;Welchen französischen Regisseur Steven Spielberg betrachtet er als sein Vorbild ?;François Truffaut;Jean-Jacques Annaud;Claude Zidi;Michel Deville;Expert;François Truffaut war ein historischer Kritiker der Rezension « les Cahiers du cinéma » und eine wichtige Figur in der Neuen Welle.;
1;es;¿Cuál es la nacionalidad del director y productor Steven Spielberg ?;Americano;Tunecino;Canadiense;Marroquí;Débutant;Steven Spielberg nació en Cincinnati, Ohio, el 18 de diciembre de 1946, de padre informático y madre pianista.;https://es.wikipedia.org/wiki/Steven_Spielberg
