1;fr;Dans quel pays se situe le circuit de course automobile du Mans ?;France;Suisse;Pays-Bas;Belgique;Débutant;Le circuit du Mans est aussi utilisé par les voitures de course anciennes lors du Mans Classic qui a lieu une fois tous les deux ans.;https://fr.wikipedia.org/wiki/Circuit_des_24_Heures
23;fr;Quel constructeur automobile fondé en 1906 a réalisé la Firebird, la GTO et la LeMans ?;Pontiac;AMC;Mercury;Oldsmobile;Expert;Le nom choisi par le constructeur fait référence à Pontiac, un grand chef amérindien de la tribu des Outaouais.;https://fr.wikipedia.org/wiki/Pontiac_(automobile)
24;fr;En France, quelle somme maximale peut vous coûter l'utilisation d'un avertisseur sonore ?;35 euros;55 euros;75 euros;95 euros;Expert;Par abus de langage, un avertisseur sonore est communément dénommé « Klaxon », bien qu'il s'agisse d'une marque.;https://fr.wikipedia.org/wiki/Avertisseur_sonore
25;fr;Dans quelle voiture Tintin est-il conduit au pied de la fusée dans l'album « Objectif Lune » ?;Jeep;Hummer H1;Rover Mini;Ford T;Expert;L'album « Objectif Lune » fut adapté dans la série animée de 1962 (couplé avec sa suite) et dans la série animée de 1992.;https://fr.wikipedia.org/wiki/Objectif_Lune
26;fr;Quel pilote de rallye français est devenu champion du monde des rallyes en 2013 ?;Sébastien Ogier;Sébastien Loeb;Sébastien Bourdais;Sébastien Rousseaux;Expert;Avec 31 victoires au compteur, Sébastien Ogier est le deuxième meilleur pilote français de l'histoire du WRC.;https://fr.wikipedia.org/wiki/Sébastien_Ogier
27;fr;À quel groupe appartient le slogan : « Vous ne viendrez plus chez nous par hasard » ?;Total;Elf;Shell;Esso;Expert;Total SA fut la première entreprise française en matière de chiffre d'affaires en 2014.;https://fr.wikipedia.org/wiki/Total_(entreprise)
28;fr;À quelle couleur de voiture le personnage de bande dessinée Ric Hochet est-il fidèle ?;Le jaune;Le rouge;Le bleu;Le vert;Expert;Le véritable nom de Ric Hochet est Frédéric Hochet, Ric n'étant donc pas le diminutif de Richard, comme bon nombre le pensent.;https://fr.wikipedia.org/wiki/Ric_Hochet
29;fr;Quelle entreprise était réputée pour ses voitures de luxe au V8 d'origine Chrysler ?;Facel-Vega;Delahaye;Matra;Delage;Expert;Ces voitures furent produites entre 1954 et 1964 par les Forges et Ateliers de Constructions d'Eure-et-Loir (Facel).;https://fr.wikipedia.org/wiki/Facel_Vega
30;fr;En 2020, Akio Toyoda était le PDG de quelle grande marque automobile ?;Toyota;Hyundai;Suzuki;Yamaha;Expert;En janvier 2009, Akio Toyoda, petit-fils de Kiichiro Toyoda, fut annoncé comme le successeur du président Katsuaki Watanabe.;https://fr.wikipedia.org/wiki/Akio_Toyoda
1;en;In which country is the Le Mans motor racing circuit located ?;France;Switzerland;Netherlands;Belgium;Débutant;The Le Mans circuit is also used by old racing cars during the Le Mans Classic which takes place once every two years.;https://en.wikipedia.org/wiki/Circuit_de_la_Sarthe
2;en;What model of car does the old yellow jerk that Gaston Lagaffe drive look like ?;Fiat 509;Citroën B10;Rolls-Royce;Jeep;Débutant;Franquin was inspired by the Fiat 509, a car from 1925 therefore already antediluvian in the 1960s.;https://en.wikipedia.org/wiki/Gaston_Lagaffe
3;en;What motorsport consists of accelerating as quickly as possible with your vehicle ?;Dragster;Drift;Trial;Monster truck;Débutant;The Queen category is the top fuel, the fastest passing the 402 meter line in less than 4.5 seconds.;https://en.wikipedia.org/wiki/Drag racing
4;en;What is the vehicle of the Batman comic book character called ?;Batmobile;Batauto;Batdrive;Batcar;Débutant;Over the years, the artists who worked on the series have often changed the look and characteristics of the Batmobile.;https://en.wikipedia.org/wiki/Batmobile
5;en;When did the Duster, a sport utility vehicle sold by the Romanian brand Dacia, date ?;2010;2012;2008;2006;Débutant;Available in 4 × 2 and 4 × 4 versions, the Renault Duster is the brand's most widely produced vehicle in 2014.;https://en.wikipedia.org/wiki/Dacia_Duster
6;en;In France, refusing a priority can cost you how many points on the license ?;4 points;2 points;6 points;8 points;Débutant;In France, the driving license appeared in the highway code of 1922, replacing the certificate of competence.;https://en.wikipedia.org/wiki/Driving_licence_in_France
7;en;Which principality hosts one of the most prestigious Formula 1 Grand Prix ?;Monaco;Liechtenstein;Andorra;Mantua;Débutant;The inaugural Monaco Grand Prix race was won on April 14, 1929 by William Grover-Williams at the wheel of a Bugatti.;https://en.wikipedia.org/wiki/Monaco_Grand_Prix
8;en;Which main body governs stock car racing in the United States ?;NASCAR;GOCAR;LASCAR;GASPAR;Débutant;The origins of Nascar are linked to the smuggling of alcohol into the United States during Prohibition in the 1930s.;https://en.wikipedia.org/wiki/NASCAR
9;en;In the automotive world, which acronym corresponds to Grand Tourisme Injection ?;GTi;Turbo;TT;Sport;Débutant;The term grand touring is the name given to a category of small production cars with a luxurious and sporty tendency.;https://en.wikipedia.org/wiki/Grand_tourer
10;en;Which company belonging to the Belron group repairs and replaces your windshield ?;Carglass;Norauto;Midas;Speedy;Débutant;The French headquarters are located in Courbevoie in the Hauts-de-Seine, north of the business district of La Défense.;https://en.wikipedia.org/wiki/Autoglass
11;en;In common automotive jargon, to have a sock with a hole means to have...;A flat tire;A broken window;An oil change to do;A Leaking Engine;Confirmé;The direct consequence of a puncture is the deflation of the tire and the indirect contact of the rim with the ground.;https://en.wikipedia.org/wiki/Flat tire
12;en;When was the first fixed speed camera in France, among the thousands installed today ?;October 27, 2003;October 27, 2013;October 27, 1983;October 27, 1993;Confirmé;In France, since 2003, a government directive within the framework of road safety has generalized automatic speed cameras.;https://en.wikipedia.org/wiki/Traffic_enforcement_camera
13;en;Which automobile firm, a French subsidiary of FIAT, then joined the Chrysler group ?;Simca;Packard;Hommell;Triumph;Confirmé;This process allowed Fiat to sell its models on French territory without paying import taxes and customs duties.;https://en.wikipedia.org/wiki/Simca
14;en;In what year was the Audi TT Coupe first marketed ?;1998;1988;2008;1978;Confirmé;The name of TT comes from the NSU Prinz TT model (The NSU brand was absorbed by Audi in 1977).;https://en.wikipedia.org/wiki/Audi_TT
15;en;In which country is the Silverstone racing circuit located, on a former air base ?;United Kingdom;United States;Australia;Portugal;Confirmé;Half of the Silverstone circuit is in Northamptonshire, the other half in Buckinghamshire.;https://en.wikipedia.org/wiki/Silverstone_Circuit
16;en;What part of your car is sometimes called a denture ?;Gearbox;Calender;Radiator;Safe;Confirmé;The gearbox makes it possible to adapt the transmission of a movement between a driving shaft and a receiving shaft.;
17;en;Which car manufacturer is the record holder for titles at the 24 Hours of Le Mans ?;Porsche;Audi;Peugeot;BMW;Confirmé;The Porsche company was founded in 1931 by Ferdinand Porsche, then taken over by his son Ferry Porsche.;https://en.wikipedia.org/wiki/Porsche
18;en;Among these four verbs, which one is associated with the expression put the foot in the lighthouse ?;Accelerate;Brake;To rob;Horn;Confirmé;In common parlance, acceleration opposes deceleration and indicates increasing speed.;
19;en;What does the Acronym Z.E mean At the French car manufacturer Renault ?;Zero Emissions;Zero Commitment;Zero Echo;Zero hope;Confirmé;The fight against climate change is a change in behavior with regard to the automobile.;https://en.wikipedia.org/wiki/Renault
20;en;Which automobile brand has the Pleasure of Driving as its advertising slogan ?;BMW;Mercedes-Benz;Kia;Renault;Confirmé;In 2014, the BMW group sold 2,117,965 motor vehicles (BMW, MINI, and Rolls-Royce) and 123,495 two-wheelers (BMW).;
21;en;What yellow car does Tintin drive in « Tintin in Congo », the second album of the series ?;Ford T;Corvette;Jeep;Citroën Traction;Expert;Pirate editions of « Tintin in Congo » were distributed in reaction to its unavailability in bookstores.;https://en.wikipedia.org/wiki/Tintin_in_the_Congo
22;en;Which automobile brand that has disappeared today is best known for its roadsters ?;Triumph;DeLorean;Innocenti;Hotchkiss;Expert;The Triumph house was founded in Coventry as a cycle maker by Moritz Schulte and Siegfried Bettmann in 1890.;https://en.wikipedia.org/wiki/Triumph_Motor_Company
23;en;Which car manufacturer founded in 1906 made the Firebird, GTO and LeMans ?;Pontiac;AMC;Mercury;Oldsmobile;Expert;The name chosen by the builder refers to Pontiac, a great Native American chief of the Outaouais tribe.;https://en.wikipedia.org/wiki/Pontiac_(automobile)
24;en;In France, what maximum amount can you cost to use a horn ?;35 euros;55 euros;75 euros;95 euros;Expert;By abuse of language, a horn is commonly referred to as a Klaxon, although it is a trademark.;https://en.wikipedia.org/wiki/Vehicle_horn
25;en;In which car is Tintin driven at the foot of the rocket in the « Objectif Lune » album ?;Jeep;Hummer H1;Rover Mini;Ford T;Expert;The album « Objectif Lune » was adapted into the 1962 animated series (coupled with its sequel) and the 1992 animated series.;https://en.wikipedia.org/wiki/Destination_Moon_(comics)
26;en;Which French rally driver became world rally champion in 2013 ?;Sébastien Ogier;Sébastien Loeb;Sébastien Bourdais;Sébastien Rousseaux;Expert;With 31 victories on the clock, Sébastien Ogier is the second best French driver in the history of the WRC.;
27;en;Which group belongs to the slogan : « You will not come at home by chance » ?;Total;Elf;Shell;Esso;Expert;Total SA was the first French company in terms of turnover in 2014.;https://en.wikipedia.org/wiki/Total_SE
28;en;What color of car is the cartoon character Ric Hochet faithful to ?;The yellow;The red;The blue;The green;Expert;Ric Hochet's real name is Frédéric Hochet, so Ric is not the diminutive of Richard, as many people think.;https://en.wikipedia.org/wiki/Ric_Hochet
29;en;Which company was famous for its original Chrysler V8 luxury cars ?;Facel-Vega;Delahaye;Matra;Delage;Expert;These cars were produced between 1954 and 1964 by the Forges et Ateliers de Constructions d'Eure-et-Loir (Facel).;https://en.wikipedia.org/wiki/Facel_Vega
30;en;In 2020, Akio Toyoda was the CEO of which major car brand ?;Toyota;Hyundai;Suzuki;Yamaha;Expert;In January 2009, Akio Toyoda was announced as the successor to President Katsuaki Watanabe.;https://en.wikipedia.org/wiki/Akio_Toyoda
1;de;In welchem Land befindet sich die Rennstrecke von Le Mans ?;Frankreich;Schweiz;Niederlande;Belgien;Débutant;Die Le Mans-Strecke wird auch von alten Rennwagen während der Le Mans Classic genutzt, die alle zwei Jahre stattfindet.;https://de.wikipedia.org/wiki/Circuit_des_24_Heures
2;de;Wie sieht ein altes Automodell aus, wie der alte gelbe Ruck, den Gaston Lagaffe fährt ?;Fiat 509;Citroën B10;Rolls-Royce;Jeep;Débutant;Franquin ließ sich vom Fiat 509 inspirieren, einem Auto aus dem Jahr 1925, das bereits in den 1960er Jahren antidiluvianisch war.;
3;de;Welcher Motorsport besteht darin, mit Ihrem Fahrzeug so schnell wie möglich zu beschleunigen ?;Dragster;Drift;Testversion;Monster Truck;Débutant;Die wichtigste Kategorie ist Top Fuel, der in weniger als 4,5 Sekunden am schnellsten die 402-Meter-Linie passiert.;https://de.wikipedia.org/wiki/Beschleunigungsrennen
4;de;Wie heißt das Fahrzeug der Batman-Comicfigur ?;Batmobil;Batauto;Batdrive;Batcar;Débutant;Im Laufe der Jahre haben die Künstler, die an der Serie gearbeitet haben, oft das Aussehen und die Eigenschaften des Batmobils verändert.;https://de.wikipedia.org/wiki/Batmobil
5;de;Wann datierte der Duster, ein Sport Utility Vehicle der rumänischen Marke Dacia ?;2010;2012;2008;2006;Débutant;Der Renault Duster ist in den Versionen 4 × 2 und 4 × 4 erhältlich und das 2014 am häufigsten produzierte Fahrzeug der Marke.;https://de.wikipedia.org/wiki/Dacia_Duster
6;de;In Frankreich kann die Verweigerung einer Priorität wie viele Punkte auf der Lizenz kosten ?;4 Punkte;2 Punkte;6 Punkte;8 Punkte;Débutant;In Frankreich erschien der Führerschein in der Straßenverkehrsordnung von 1922 und ersetzte das Befähigungszeugnis.;
7;de;In welchem Fürstentum findet einer der prestigeträchtigsten Formel-1-Grand-Prix statt ?;Monaco;Liechtenstein;Andorra;Mantua;Débutant;Die Eröffnungsrasse des Monaco Grand Prix wurde am 14. April 1929 von William Grover-Williams gewonnen, der einen Bugatti fährt.;https://de.wikipedia.org/wiki/Großer_Preis_von_Monaco
8;de;Welcher Hauptverband regelt den Stock-Car-Rennsport in den USA ?;NASCAR;GOCAR;LASCAR;GASPAR;Débutant;Die Ursprünge von Nascar hängen mit dem Alkoholschmuggel in die Vereinigten Staaten während der Prohibition in den 1930er Jahren zusammen.;https://de.wikipedia.org/wiki/NASCAR
9;de;Welches Akronym entspricht in der Automobilwelt Grand Tourisme Injection ?;GTi;Turbo;TT;Sport;Débutant;Der Begriff Grand Touring ist der Name einer Kategorie von Kleinwagen mit einer luxuriösen und sportlichen Tendenz.;https://de.wikipedia.org/wiki/Gran_Turismo
10;de;Welches Unternehmen der Belron-Gruppe repariert und ersetzt Ihre Windschutzscheibe ?;Carglass;Norauto;Midas;Schnell;Débutant;Der französische Hauptsitz befindet sich in Courbevoie in Hauts-de-Seine, nördlich des Geschäftsviertels von La Défense.;https://de.wikipedia.org/wiki/Carglass
11;de;Im allgemeinen Fachjargon bedeutet eine Socke mit einem Loch...;Ein platter Reifen;Ein zerbrochenes Fenster;Ein Ölwechsel zu tun;Ein undichter Motor;Confirmé;Die direkte Folge einer Reifenpanne ist die Luftentleerung des Reifens und der indirekte Kontakt der Felge mit dem Boden.;https://de.wikipedia.org/wiki/Radwechsel
12;de;Wann war die erste Kamera mit fester Geschwindigkeit in Frankreich unter den Tausenden, die heute installiert wurden ?;27. Oktober 2003;27. Oktober 2013;27. Oktober 1983;27. Oktober 1993;Confirmé;In Frankreich hat seit 2003 eine Regierungsrichtlinie im Rahmen der Verkehrssicherheit automatische Radarkameras verallgemeinert.;https://de.wikipedia.org/wiki/Geschwindigkeitsüberwachung
13;de;Welches Automobilunternehmen, eine französische Tochtergesellschaft von FIAT, trat dann der Chrysler-Gruppe bei ?;Simca;Packard;Hommell;Triumph;Confirmé;Dieser Prozess ermöglichte es Fiat, seine Modelle auf französischem Gebiet zu verkaufen, ohne Einfuhrsteuern und Zölle zu zahlen.;https://de.wikipedia.org/wiki/Simca
14;de;In welchem Jahr wurde das Audi TT Coupé erstmals vermarktet ?;1998;1988;2008;1978;Confirmé;Der Name TT stammt vom Modell NSU Prinz TT (Die Marke NSU wurde 1977 von Audi übernommen).;https://de.wikipedia.org/wiki/Audi_TT
15;de;In welchem Land befindet sich die Silverstone-Rennstrecke auf einem ehemaligen Luftwaffenstützpunkt ?;Vereinigtes Königreich;Vereinigte Staaten;Australien;Portugal;Confirmé;Die Hälfte der Silverstone-Rennstrecke befindet sich in Northamptonshire, die andere Hälfte in Buckinghamshire.;https://de.wikipedia.org/wiki/Silverstone_Circuit
16;de;Welcher Teil Ihres Autos wird manchmal als Prothese bezeichnet ?;Getriebe;Kalender;Kühler;Sicher;Confirmé;Das Getriebe ermöglicht es, das Getriebe einer Bewegung zwischen einer Antriebswelle und einer Aufnahmewelle anzupassen.;
17;de;Welcher Autohersteller ist der Rekordhalter für Titel bei den 24 Stunden von Le Mans ?;Porsche;Audi;Peugeot;BMW;Confirmé;Das Unternehmen Porsche wurde 1931 von Ferdinand Porsche gegründet und dann von seinem Sohn Ferry Porsche übernommen.;https://de.wikipedia.org/wiki/Porsche
18;de;Unter diesen vier Verben, die mit dem Ausdruck verbunden ist, steckt den Fuß den Fuß in den Leuchtturm ?;Beschleunigen;Bremse;Zu rauben;Horn;Confirmé;Im allgemeinen Sprachgebrauch wirkt die Beschleunigung der Verzögerung entgegen und zeigt eine zunehmende Geschwindigkeit an.;
19;de;Was bedeutet das Akronym Z.E. Am französischen Automobilhersteller Renault ?;Null Emissionen;Keine Verpflichtung;Null Echo;Null Hoffnung;Confirmé;Der Kampf gegen den Klimawandel ist eine Verhaltensänderung in Bezug auf das Automobil.;https://de.wikipedia.org/wiki/Renault
20;de;Welche Automarke hat das Werbeslogan Pleasure of Driving ?;BMW;Mercedes-Benz;Kia;Renault;Confirmé;Im Jahr 2014 verkaufte die BMW-Gruppe 2.117.965 Kraftfahrzeuge (BMW, Mini, Rolls-Royce) und 123 495 Zweiräder (BMW).;
21;de;Welches gelbe Auto fährt Tim und Struppi in « Tim und Struppi im Kongo », dem zweiten Album der Serie ?;Ford T;Korvette;Jeep;Citroën Traktion;Expert;Piratenausgaben von « Tim und Struppi im Kongo » wurden als Reaktion auf die Nichtverfügbarkeit in Buchhandlungen verteilt.;https://de.wikipedia.org/wiki/Tim_im_Kongo
22;de;Welche heute verschwundene Automarke ist am bekanntesten für ihre Roadster ?;Triumph;DeLorean;Innocenti;Hotchkiss;Expert;Das Triumph-Haus wurde 1890 in Coventry als Fahrradhersteller von Moritz Schulte und Siegfried Bettmann gegründet.;https://de.wikipedia.org/wiki/Triumph_(Auto)
23;de;Welcher 1906 gegründete Autohersteller stellte Firebird, GTO und LeMans her ?;Pontiac;AMC;Quecksilber;Oldsmobile;Expert;Der vom Erbauer gewählte Name bezieht sich auf Pontiac, einen großen indianischen Häuptling des Outaouais-Stammes.;https://de.wikipedia.org/wiki/Pontiac_(Automarke)
24;de;Welchen Höchstbetrag können Sie in Frankreich für die Verwendung eines Horns kosten ?;35 euro;55 Euro;75 Euro;95 Euro;Expert;Durch Sprachmissbrauch wird ein Horn allgemein als Klaxon bezeichnet, obwohl es eine Marke ist.;
25;de;In welchem Auto wird Tim und Struppi am Fuße der Rakete im Album « Objectif Lune » gefahren ?;Jeep;Hummer H1;Rover Mini;Ford T;Expert;Das Album « Objectif Lune » wurde in die Zeichentrickserie von 1962 (zusammen mit seiner Fortsetzung) und die Zeichentrickserie von 1992 überführt.;https://de.wikipedia.org/wiki/Reiseziel_Mond
26;de;Welcher französische Rallyefahrer wurde 2013 Rallye-Weltmeister ?;Sébastien Ogier;Sébastien Loeb;Sébastien Bourdais;Sébastien Rousseaux;Expert;Mit 31 Siegen auf der Uhr ist Sébastien Ogier der zweitbeste französische Fahrer in der Geschichte der WRC.;
27;de;Welche Gruppe gehört zum Slogan : « Sie werden nicht zufällig zu Hause kommen » ?;Gesamt;Elf;Shell;Esso;Expert;Total SA war 2014 das erste französische Unternehmen in Bezug auf den Umsatz.;https://de.wikipedia.org/wiki/Total_(Unternehmen)
28;de;Welcher Autofarbe ist die Zeichentrickfigur Ric Hochet treu ?;Das gelbe;Das rote;Das Blau;Das Grün;Expert;Ric Hochets richtiger Name ist Frédéric Hochet, also ist Ric nicht die Verkleinerung von Richard, wie viele Leute denken.;https://de.wikipedia.org/wiki/Rick_Master
29;de;Welches Unternehmen war berühmt für seine originalen Chrysler V8 Luxusautos ?;Facel-Vega;Delahaye;Matra;Löschen;Expert;Diese Autos wurden zwischen 1954 und 1964 von den Forges et Ateliers de Constructions d'Eure-et-Loir (Facel) hergestellt.;https://de.wikipedia.org/wiki/Facel
30;de;Im Jahr 2020 war Akio Toyoda der CEO welcher großen Automarke ?;Toyota;Hyundai;Suzuki;Yamaha;Expert;Im Januar 2009 wurde Akio Toyoda als Nachfolger von Präsident Katsuaki Watanabe bekannt gegeben.;https://de.wikipedia.org/wiki/Akio_Toyoda
1;es;¿En qué país se encuentra el circuito de carreras de Le Mans ?;Francia;Suiza;Holanda;Bélgica;Débutant;El circuito de Le Mans también es utilizado por coches de carreras antiguos durante el Le Mans Classic, que tiene lugar una vez cada dos años.;https://es.wikipedia.org/wiki/Circuito_de_la_Sarthe
2;es;¿A qué modelo de coche se ve el viejo idiota amarillo que conduce Gaston Lagaffe ?;Fiat 509;Citroën B10;Rolls-Royce;Jeep;Débutant;Franquin se inspiró en el Fiat 509, un automóvil de 1925, por lo tanto, ya antediluviano en la década de 1960.;https://es.wikipedia.org/wiki/Tomás_el_Gafe
3;es;¿En qué automovilismo consiste en acelerar lo más rápido posible con tu vehículo ?;Dragster;Deriva;Ensayo;Camión monstruo;Débutant;La categoría Queen es el combustible superior, el más rápido que pasa la línea de 402 metros en menos de 4,5 segundos.;https://es.wikipedia.org/wiki/Carreras de aceleración (automovilismo)
4;es;¿Cómo se llama el vehículo del personaje de cómic de Batman ?;Batimóvil;Batauto;Batdrive;Batcar;Débutant;A lo largo de los años, los artistas que trabajaron en la serie a menudo han cambiado el aspecto y las características del Batimóvil.;https://es.wikipedia.org/wiki/Batmobile
5;es;¿Cuándo salió el Duster, un vehículo deportivo utilitario vendido por la marca rumana Dacia ?;2010;2012;2008;2006;Débutant;Disponible en versiones 4 × 2 y 4 × 4, el Renault Duster es el vehículo de mayor producción de la marca en 2014.;https://es.wikipedia.org/wiki/Dacia_Duster
6;es;En Francia, rechazar una prioridad puede costarle ¿cuántos puntos en la licencia ?;4 puntos;2 puntos;6 puntos;8 puntos;Débutant;En Francia, el permiso de conducir apareció en el código de circulación de 1922, reemplazando el certificado de competencia.;
7;es;¿Qué principado alberga uno de los Grandes Premios de Fórmula 1 más prestigiosos ?;Mónaco;Liechtenstein;Andorra;Mantua;Débutant;La carrera inaugural del Gran Premio de Mónaco fue ganada el 14 de abril de 1929 por William Grover-Williams al volante de un Bugatti.;https://es.wikipedia.org/wiki/Gran_Premio_de_Mónaco
8;es;¿Qué organismo principal gobierna las carreras de autos stock en los Estados Unidos ?;NASCAR;GOCAR;LASCAR;GASPAR;Débutant;Los orígenes de Nascar están relacionados con el contrabando de alcohol a los Estados Unidos durante la Prohibición en la década de 1930.;https://es.wikipedia.org/wiki/NASCAR
9;es;En el mundo de la automoción, ¿qué sigla corresponde a Grand Tourisme Injection ?;GTi;Turbo;TT;Deporte;Débutant;El término gran turismo es el nombre que se le da a una categoría de autos de pequeña producción con una tendencia lujosa y deportiva.;https://es.wikipedia.org/wiki/Gran_turismo_(automóvil)
10;es;¿Qué empresa del grupo Belron repara y reemplaza su parabrisas ?;Carglass;Norauto;Midas;Speedy;Débutant;La sede francesa se encuentra en Courbevoie en Hauts-de-Seine, al norte del distrito comercial de La Défense.;
