1;fr;Par quel film sorti en 1974 Gérard Depardieu a-t-il été révélé ?;« Les Valseuses »;« Le Camion »;« Le Sucre »;« Buffet froid »;Débutant;Ce film fut un succès doublé d'un scandale en raison des dialogues crus et de la sexualité étalée des personnages.;https://fr.wikipedia.org/wiki/Les_Valseuses
14;de;In welchem Film übernimmt Gérard Depardieu die Titelrolle des berühmten Jakobiners ?;« Danton »;« Uranus »;« Keimzelle »;« Falsch »;Confirmé;Die Arbeit baut auf dem Gegensatz zwischen Danton und Robespierre auf, die zwei verschiedene Visionen der Revolution verkörpern.;https://de.wikipedia.org/wiki/Danton_(1983)
15;de;Wer hat den Film « 1492: Christophe Colomb » mit Gérard Depardieu gedreht ?;Ridley Scott;Steven Spielberg;John Badham;Ron Howard;Confirmé;Der Film kam am 14. Oktober 1992 heraus, um den 500. Jahrestag der europäischen Entdeckung Christopher Columbus zu feiern.;https://de.wikipedia.org/wiki/1492_–_Die_Eroberung_des_Paradieses
16;de;In welchem Film spielt er einen Steward und Butler des Grand Condé ?;« Vatel »;« Danton »;« 1900 »;« Keimzelle »;Confirmé;Der Film erinnert an die letzten Tage des Kochs François Vatel, Butler von Prinz Louis II.;https://de.wikipedia.org/wiki/Vatel_(Film)
17;de;Welche Rolle übernahm Michel Simon Gérard Depardieu 2005 ?;Boudu;Julius;Augustinus;Cézanne;Confirmé;« Boudu » ist eine neue Version, anstatt eine Erholung, aus dem Film von Jean Renoir « Gespeicherte Gewässer gerettet » von 1932.;https://de.wikipedia.org/wiki/Boudu
18;de;In welcher Stadt hat ihm Wladimir Putin seinen neuen russischen Pass gegeben ?;Sotschi;Moskau;Omsk;Irkutsk;Confirmé;Der Präsident von Mordwinien, Wladimir Wolkow, wird ihm einen Platz anbieten, um ein Haus mitten im Wald zu bauen.;
19;de;Für welche Saucen hat Gérard Depardieu eine Werbekampagne durchgeführt ?;Barilla;Harrys;Maggi;Kwatta;Confirmé;Seitdem wirbt der Schauspieler für andere Unternehmen wie Crédit Agricole, die Marke Cystos oder sogar Armavia.;
20;de;Welchen Beruf verkörpert Gérard Depardieu in Gad Elmalehs Film « Coco » ?;Arzt;Rechtsanwalt;Kochen;Gendarm;Confirmé;Dies ist die erste Produktion von Gad Elmaleh, angepasst an eine Skizze aus der Show « La Vie Normale ».;
21;de;Welchen Umweltschützer-Vizebürgermeister von Bègles Depardieu hat er heftig kritisiert ?;Noël Mamère;José Bové;Antoine Waechter;Brice Lalonde;Expert;Noël Mamère, Kandidat für die französische Präsidentschaftswahl 2002, erreichte mit 5,25% die beste Punktzahl eines grünen Kandidaten.;
22;de;Welche französische Schauspielerin und Texterin ist die Mutter von Guillaume und Julie Depardieu ?;Élisabeth Guignot;Bruna Giraldi;Manuela Gourary;Evelyne Grandjean;Expert;1992 getrennt, Gérard Depardieu und Élisabeth Guignot ließen sich 2006 nach 14 Jahren Verfahren scheiden.;
23;de;Wo hat Gérard Depardieu gebabysittet, um Geld zu verdienen ?;Jacques Demy;François Truffaut;Jean-Luc Godard;Alain Resnais;Expert;Jacques Demy ist als Regisseur, aber auch als Drehbuchautor, Dialogautor, Texter, Produzent und Schauspieler bekannt.;https://de.wikipedia.org/wiki/Guillaume_Depardieu
24;de;Wer hat 1982 den historischen Film « Le Retour de Martin Guerre » gedreht ?;Daniel Vigne;Martin Provost;Hervé Guibert;Michel Leclerc;Expert;Es wird gesagt, dass es dieser Film im Kostüm war, der ihm zweifellos eine gewisse Vorliebe für diese Art von Rolle gegeben hat.;https://de.wikipedia.org/wiki/Die_Wiederkehr_des_Martin_Guerre
25;de;Welche Komödie ist sein erster internationaler Kinoerfolg ?;« Grüne Karte »;« Glenn »;« Die Unbesiegbaren »;« Das Ende »;Expert;Seine Leistung in « Green Card » an der Seite von Andie MacDowell brachte ihm den Golden Globe als bester Comedy-Darsteller ein.;https://de.wikipedia.org/wiki/Green_Card_–_Schein-Ehe_mit_Hindernissen
26;de;Für welchen christlichen Theologen bewundert Gérard Depardieu ?;Augustinus;Heiliger André;Bernhardiner;Heiliger Franziskus;Expert;IL NNCCCRERÉ Jean-Paul II. Der Jubilé de Mar 2000, Moment schon die Sprache Gegeah fut billig.;https://de.wikipedia.org/wiki/Augustinus_von_Hippo
27;de;Welcher Präsident verlieh Gérard Depardieu die Ehrenlegion ?;François Mitterrand;Jacques Chirac;François Hollande;Nicolas Sarkozy;Expert;Depardieu engagierte sich in der Individuellen, irritierenden und unabhängigen Bewegung zur Wiederwahl von François Mitterrand.;
28;de;Von wem hat er 2010 erklärt: Es sind fünfzig Jahre politische Intelligenz ?;Fidel Castro;Maurice Bishop;Pol Topf;Marien Ngouabi;Expert;1996 investierte er auf Anraten seines gemeinsamen Freundes Gérard Bourgoin in eine Ölgesellschaft in Kuba.;https://de.wikipedia.org/wiki/Fidel_Castro
29;de;In welchem belgischen Dorf hat Gérard Depardieu Ende 2012 eine Immobilie erworben ?;Néchin;Antoing;Basècles;Blaton;Expert;Jean-Marc AyRault, der die Steuerpolitik der Regierung verteidigt, erklärt, dass diese Abreise ziemlich schäbig ist.;
30;de;Welche Firma hat er mit dem Geschäftsmann Bernard Magrez gegründet ?;Der Schlüssel zum Terroir;La Part des Anges;Weingenuss;Frankreich von hier aus;Expert;Es hat auch in tolle Restaurants, ein Hotel, eine Brasserie, ein Keller-Restaurant und einen Fischhändler investiert.;
1;es;¿Por qué película estrenada en 1974 se reveló Gérard Depardieu ?;« Les Valseuses »;« El camión »;« Azúcar »;« Buffet frío »;Débutant;Esta película fue un éxito junto con un escándalo por los diálogos crudos y la sexualidad difundida de los personajes.;https://es.wikipedia.org/wiki/Les_valseuses
2;es;¿Qué segunda nacionalidad adquirió Gérard Depardieu en 2013 ?;Ruso;Español;Suiza;Americano;Débutant;La ciudadanía de la Federación de Rusia está regulada por el artículo 6 de la Constitución, que se refiere a la legislación federal.;
3;es;Además de actor y productor, ¿qué otra profesión tiene ?;Viticultor;Abogado ","Avocat;Carpintero;Climatólogo;Débutant;Ha sido propietario de viñedos en el área de denominación de vino Coteaux-du-layon AOC en el Château de Tigné en Anjou desde 1989.;
4;es;¿De qué actor es Gérard Depardieu el padre de hoy ?;Guillaume Depardieu;Mathieu Amalric;Bruno Putzulu;Manuel White;Débutant;A la edad de 17 años, en 1988, fue condenado a tres años de prisión por consumir, importar y traficar heroína.;https://es.wikipedia.org/wiki/Guillaume_Depardieu
5;es;¿Con quién ha formado un tándem ganador en tres exitosas comedias ?;Pierre Richard;Richard Anconina;Pierre Brasseur;Richard Berry;Débutant;Las tres comedias de éxito son « La Chèvre » en 1981, « Les Compères » en 1983 y « Les Fugitifs » en 1986.;https://es.wikipedia.org/wiki/Pierre_Richard
6;es;¿Qué papel juega Gérard Depardieu en la saga « Asterix y Obelix » ?;Obelix;Asterix;Panoramix;Dogmatix;Débutant;« Asterix y Obelix : Mission Cléopâtre », dirigida por Alain Chabat y estrenada en 2002, totalizó 14.;
7;es;¿Con qué actriz tuvo una relación entre 1996 y 2005 ?;Ramo Carole;Catherine Deneuve;Mireille Darc;Miou-Miou;Débutant;Desde 2005, Gérard Depardieu vive con Clémentine Igou, una ex estudiante de literatura de Harvard.;https://es.wikipedia.org/wiki/Carole_Bouquet
8;es;¿Aproximadamente en cuántas películas ha aparecido Gérard Depardieu ?;200;150;100;250;Débutant;Ha realizado giras con prestigiosos cineastas franceses, incluidos François Truffaut, Jean-Luc Godard y Alain Resnais.;
9;es;¿Qué película le valió un premio de interpretación en el Festival de Cine de Venecia de 1985 ?;« Policía »;« Danton »;« Dos »;« Loulou »;Débutant;A pesar de los importantes recursos a los que Pialat no está acostumbrado, el tiroteo de la « Policía » fue accidentado por decir lo menos.;
