1;fr;L'Andalousie est une région située dans le Sud de quel pays ?;Espagne;Grèce;Italie;Portugal;Débutant;Elle est située dans le Sud de la péninsule Ibérique, faisant face au Maroc (région du Rif), et au nord-ouest de l'Algérie (Oranie).;https://fr.wikipedia.org/wiki/Andalousie
12;fr;Quelle barrière naturelle s'étend depuis le golfe de Cadix jusqu'à Alicante ?;Système Bétique;Piémont pyrénéen;Sierra Elvira;Monts de Tolède;Confirmé;Les points de passage principaux du système Bétique sont le col du Soupir du Maure et la ville d'Antequera.;https://fr.wikipedia.org/wiki/Cordillères_Bétiques
13;fr;Quelle fête populaire est de grande envergure pour les gaditans ?;Carnaval de Cadix;Feria de Abril;Fêtes des patios;Tomatina;Confirmé;Ce carnaval jouit d'une très importante fréquentation extérieure à la suite des efforts pour sa promotion touristique.;https://fr.wikipedia.org/wiki/Carnaval_de_Cadix
14;fr;Quelle bataille eut lieu près de Cadix en 1805 durant l'époque contemporaine ?;Trafalgar;Marbella;Gibraltar;Sorondo;Confirmé;Nelson y trouvera la mort, mais la tactique qu'il a mise en oeuvre vaudra aux Britanniques une victoire totale.;https://fr.wikipedia.org/wiki/Bataille_de_Trafalgar
15;fr;Combien de millions de touristes l'Andalousie accueille-t-elle chaque année ?;7 millions;5 millions;3 millions;9 millions;Confirmé;Même après un spectaculaire développement économique, l'Andalousie reste la seconde région la moins riche d'Espagne.;https://fr.wikipedia.org/wiki/Andalousie
16;fr;Quel pourcentage des andalous vivent dans la pauvreté ou la précarité ?;31 %;21 %;11 %;41 %;Confirmé;Avec la crise économique de 2008, l'Andalousie, région pauvre d'Espagne, a marqué en septembre 2013 près de 37 % de chômage.;https://fr.wikipedia.org/wiki/Andalousie
17;fr;Quelle chorégraphe est connue pour ses interprétations du tango flamenco ?;La Argentinita;Clara Alonso;Olga Ferri;Luisana Lopilato;Confirmé;La Argentinita a commencé à danser à l'âge de quatre ans, alors que son père Felix Lopez l'accompagne à la guitare.;https://fr.wikipedia.org/wiki/La_Argentinita
18;fr;Dans quelle ville andalouse un temple devint église, mosquée puis cathédrale ?;Cordoue;Séville;Grenade;Cadix;Confirmé;La mosquée-cathédrale de Cordoue est le monument le plus accompli de l'art des Omeyyades de Cordoue.;https://fr.wikipedia.org/wiki/Mosquée-cathédrale_de_Cordoue
19;fr;Quelle fête religieuse est particulièrement fastueuse à Séville et à Malaga ?;Semaine sainte;Jeudi saint;Vendredi saint;Samedi saint;Confirmé;Pour les chrétiens, cette semaine précédant la fête de Pâques est destinée à commémorer la Passion du Christ.;https://fr.wikipedia.org/wiki/Semaine_sainte
20;fr;En quelle année entra en vigueur le premier statut d'autonomie de l'Andalousie ?;1981;1971;1961;1951;Confirmé;Le premier statut est adopté par référendum le 20 octobre 1981 et promulgué par le roi Juan Carlos Ier le 30 décembre suivant.;https://fr.wikipedia.org/wiki/Statut_d'autonomie_de_l'Andalousie
21;fr;Dans quel palais est installée la présidence du gouvernement andalou ?;San Telmo;Calatrava;Coria;San Félix;Expert;Il porte le nom de Saint Elme, patron des marins, et est considéré comme l'un des exemples les plus achevés du baroque sévillan.;https://fr.wikipedia.org/wiki/Palais_de_San_Telmo
22;fr;Quelle ville d'Andalousie est réputée pour sa production de fraises ?;Huelva;Campillos;Cordoue;Malaga;Expert;C'est depuis un village très proche, Palos de la Frontera, que Christophe Colomb s'embarqua lors de son premier voyage.;https://fr.wikipedia.org/wiki/Huelva
23;fr;Quelle brasserie fut fondée en 1904 par Roberto et Tomas Osborne à Séville ?;Cruzcampo;Estrella Damm;Moritz;San Miguel;Expert;Même si elle est particulièrement bue en Andalousie (la plus bue de Séville), la Cruzcampo est vendue dans tout le pays.;https://fr.wikipedia.org/wiki/Cruzcampo
24;fr;Quelle guitare utilisée pour le flamenco diffère de la guitare classique ?;Flamenca;Bordonua;Charango;Jarana;Expert;Les chants qui constituent le répertoire du flamenco content souvent les malheurs, les persécutions et l'espoir d'un monde meilleur.;https://fr.wikipedia.org/wiki/Guitare_flamenca
25;fr;Grâce à quel poète le Café de Chinitas à Malaga est-il devenu connu ?;Garcia Lorca;Emilio Prados;Gabriel Celaya;Pedro Salinas;Expert;Sur la rive du fleuve Uruguay, un mur porte le poème d'Antonio Machado qui regrette la mort de Garcia Lorca à Grenade.;https://fr.wikipedia.org/wiki/Federico_García_Lorca
26;fr;Quel palais aristocratique est le prototype même du palais sévillan ?;Casa de Pilatos;Casa del Cordon;Casa de Conchas;Llotja de Palma;Expert;Bâtie aux XVe et XVIe siècles, elle marie autour de plusieurs patios et jardins les styles mudéjar, gothique et renaissance.;https://fr.wikipedia.org/wiki/Casa_de_Pilatos
27;fr;Quelle ville d'Andalousie est réputée pour l'industrie du cuir ?;Campillos;Malaga;Huelva;Cordoue;Expert;La première trace de la ville de Campillos remonte à 1492, lorsqu'elle fut créée sous l'autorité des Rois Catholiques.;https://fr.wikipedia.org/wiki/Campillos
28;fr;Quel hôpital fut édifié à Séville afin d'héberger une institution de charité ?;Cinq-Plaies;Incarnation;Charles Quint;San Telmo;Expert;Ce gigantesque bâtiment, typique de l'architecture hospitalière de l'époque, fut classé Bien d'intérêt culturel en 1931.;https://fr.wikipedia.org/wiki/Hôpital_de_las_Cinco_Llagas
29;fr;Comment se prénomme le père de la sculptrice Luisa Roldan, artiste de renom ?;Pedro;Paulo;Rodrigo;Octavio;Expert;Pedro Roldán est un sculpteur baroque espagnol qui intégra en 1638 l'atelier de Alonso de Mena à Grenade.;https://fr.wikipedia.org/wiki/Pedro_Roldán
30;fr;Quelle ville andalouse possède un musée consacré à l'artiste Pablo Picasso ?;Malaga;Cordoue;Séville;Grenade;Expert;Ouvert en 2003 et rénové par la suite, le musée Picasso occupe le Palais de Buenavista à Malaga en Espagne.;https://fr.wikipedia.org/wiki/Musée_Picasso_(Malaga)
1;en;Andalusia is a region located in the south of which country ?;Spain;Greece;Italy;Portugal;Débutant;It is located in the south of the Iberian Peninsula, facing Morocco (Rif region), and north-west of Algeria (Oranie).;https://en.wikipedia.org/wiki/Andalusia
2;en;How many provincial capitals is Andalusia divided into ?;Eight;Six;Four;Ten;Débutant;The eight provinces are the following : Almeria, Cadiz, Crdoue, Granada, Huelva, Jaen, Malaga and Seville.;https://en.wikipedia.org/wiki/Andalusia
3;en;Which city in southern Spain is the capital of Andalusia ?;Seville;Granada;Malaga;Cordoba;Débutant;Located in the center of a rich agricultural region, the city is the economic, political and cultural heart of Andalusia.;https://en.wikipedia.org/wiki/Seville (disambiguation)
4;en;Who was elected president of the Andalusian government six times ?;Manuel Chaves;Joaquin Almunia;Jesus Caldera;Eduardo Zaplana;Débutant;Sometimes nicknamed Manolo, born July 7, 1945 in Ceuta, Manuel Chaves belonged to the Spanish Socialist Workers Party (PSOE).;https://en.wikipedia.org/wiki/Manuel_Chaves_(politician)
5;en;What form of music and dance is Andalusia known for ?;Flamenco;Jerk;Waltz;Rumba;Débutant;An Arab influence, more present than in the rest of Spanish music, seems to be common to Andalusian music.;https://en.wikipedia.org/wiki/Music_of_Andalusia
6;en;Which palace complex constitutes one of the major monuments of Granada ?;Alhambra;Escurial;Altamira;Bustillo;Débutant;It is with the Great Mosque of Cordoba the most prestigious witness of the Muslim presence in Spain.;https://en.wikipedia.org/wiki/Alhambra
7;en;Which Sevillian is one of the main representatives of Spanish painting ?;Diego Vélasquez;Diego Polo;Alonso Cano;Francisco Barrera;Débutant;During the last ten years of his life, his style became more schematic, reaching a notable domination of the light.;
8;en;For what activity is Andalusia a high place through its arenas ?;Bullfighting;Falconry;Cock stripping;Fox throw;Débutant;The bullring of the Real Maestranza in Seville and the Bullring of the Caliphs in Cordoba are two first-class seats.;https://en.wikipedia.org/wiki/Bullfighting
9;en;What bullfighting festival in Spain is characterized by a series of bullfights ?;Feria;Atanda;Borroka;Maloya;Débutant;Depending on the region or country, bulls are released in the streets like in Pamplona.;https://en.wikipedia.org/wiki/Feria (festival)
10;en;Which soup made from mixed raw vegetables served cold is very popular in Andalusia ?;Gazpacho;Clamato;Salmorejo;Bruschetta;Débutant;Since it is made from raw vegetables, gazpacho contains more vitamins than a soup of cooked vegetables.;https://en.wikipedia.org/wiki/Gazpacho
11;en;What great river flows between the Sierra Morena and the Betic system ?;Guadalquivir;Valdavia;Douro;Zadorra;Confirmé;With its 657 km long, it is the fifth river in the Iberian Peninsula, draining a basin of nearly 58,000 km².;https://en.wikipedia.org/wiki/Guadalquivir
12;en;What natural barrier stretches from the Gulf of Cadiz to Alicante ?;Betic System;Pyrenean Piedmont;Sierra Elvira;Toledo Mountains;Confirmé;The main crossing points of the Betic system are the Pass of the Moor's Sigh and the town of Antequera.;
13;en;Which popular festival is big for the gaditans ?;Cadiz Carnival;Abril Feria;Patios parties;Tomatina;Confirmé;This carnival enjoys a very important exterior attendance following efforts to promote tourism.;https://en.wikipedia.org/wiki/Carnival_of_Cádiz
14;en;What battle took place near Cadiz in 1805 during modern times ?;Trafalgar;Marbella;Gibraltar;Sorondo;Confirmé;Nelson will be killed there, but the tactics he implemented will earn the British a total victory.;https://en.wikipedia.org/wiki/Battle_of_Trafalgar
15;en;How many millions of tourists does Andalusia welcome each year ?;7 million;5 million;3 million;9 million;Confirmé;Even after spectacular economic development, Andalusia remains the second least wealthy region in Spain.;https://en.wikipedia.org/wiki/Andalusia
16;en;What percentage of Andalusians live in poverty or precariousness ?;31%;21%;11%;41%;Confirmé;With the economic crisis of 2008, Andalusia, a poor region of Spain, recorded in September 2013 nearly 37% unemployment.;https://en.wikipedia.org/wiki/Andalusia
17;en;Which choreographer is known for her interpretations of flamenco tango ?;La Argentinita;Clara Alonso;Olga Ferri;Luisana Lopilato;Confirmé;La Argentinita started dancing at the age of four, with her father Felix Lopez accompanying her on the guitar.;https://en.wikipedia.org/wiki/La_Argentinita
18;en;In which Andalusian city a temple became a church, a mosque and then a cathedral ?;Cordoba;Seville;Granada;Cadiz;Confirmé;The Mosque-Cathedral of Cordoba is the most accomplished monument of Umayyad art in Cordoba.;
19;en;Which religious festival is particularly lavish in Seville and Malaga ?;Holy week;Maundy Thursday;Good Friday;Holy Saturday;Confirmé;For Christians, this week before Easter is meant to commemorate the Passion of Christ.;https://en.wikipedia.org/wiki/Holy_Week
20;en;In which year did Andalusia's first statute of autonomy come into force ?;1981;1971;1961;1951;Confirmé;The first statute was adopted by referendum on October 20, 1981 and promulgated by King Juan Carlos I on December 30 following.;https://en.wikipedia.org/wiki/Statute_of_Autonomy_of_Andalusia
21;en;In which palace is the presidency of the Andalusian government installed ?;San Telmo;Calatrava;Coria;San Félix;Expert;It bears the name of Saint Elmo, patron saint of sailors, and is considered one of the most complete examples of Sevillian Baroque.;https://en.wikipedia.org/wiki/Palacio_de_San_Telmo
22;en;Which city in Andalusia is famous for its strawberry production ?;Huelva;Campillos;Cordoba;Malaga;Expert;It was from a very nearby village, Palos de la Frontera, that Christopher Columbus embarked on his first voyage.;https://en.wikipedia.org/wiki/Huelva
23;en;Which brewery was founded in 1904 by Roberto and Tomas Osborne in Seville ?;Cruzcampo;Estrella Damm;Moritz;San Miguel;Expert;Although it is particularly drunk in Andalusia (the most drunk in Seville), Cruzcampo is sold throughout the country.;
24;en;Which guitar used for flamenco differs from classical guitar ?;Flamenca;Bordonua;Charango;Jarana;Expert;The songs that constitute the flamenco repertoire often content the misfortunes, the persecutions and the hope for a better world.;https://en.wikipedia.org/wiki/Flamenco_guitar
25;en;Thanks to which poet did Café de Chinitas in Malaga become known ?;Garcia Lorca;Emilio Prados;Gabriel Celaya;Pedro Salinas;Expert;On the bank of the Uruguay River, a wall bears the poem by Antonio Machado which regrets the death of Garcia Lorca in Granada.;
26;en;Which aristocratic palace is the very prototype of the Sevillian palace ?;Casa de Pilatos;Casa del Cordon;Casa de las Conchas;Llotja de Palma;Expert;Built in the 15th and 16th centuries, it combines Mudejar, Gothic and Renaissance styles around several patios and gardens.;https://en.wikipedia.org/wiki/Casa_de_Pilatos
27;en;Which city in Andalusia is famous for the leather industry ?;Campillos;Malaga;Huelva;Cordoba;Expert;The first trace of the town of Campillos dates back to 1492, when it was created under the authority of the Catholic Monarchs.;https://en.wikipedia.org/wiki/Campillos
28;en;What hospital was built in Seville to house a charitable institution ?;Five Wounds;Incarnation;Charles V;San Telmo;Expert;This gigantic building, typical of the hospital architecture of the time, was classified as an Asset of Cultural Interest in 1931.;
29;en;What is the name of the father of the sculptor Luisa Roldan, renowned artist ?;Pedro;Paulo;Rodrigo;Octavio;Expert;Pedro Roldán is a Spanish Baroque sculptor who in 1638 joined Alonso de Mena's studio in Granada.;
30;en;Which Andalusian city has a museum dedicated to the artist Pablo Picasso ?;Malaga;Cordoba;Seville;Granada;Expert;Opened in 2003 and subsequently renovated, the Picasso Museum occupies the Palacio de Buenavista in Malaga, Spain.;
1;de;Andalusien ist eine Region im Süden welchen Landes ?;Spanien;Griechenland;Italien;Portugal;Débutant;Es liegt im Süden der Iberischen Halbinsel, gegenüber Marokko (Rif-Region) und nordwestlich von Algerien (Oranie).;https://de.wikipedia.org/wiki/Andalusien
2;de;In wie viele Provinzhauptstädte ist Andalusien unterteilt ?;Acht;Sechs;Vier;Zehn;Débutant;Die acht Provinzen sind die folgenden : Almeria, Cadiz, Crdoue, Granada, Huelva, Jaen, Malaga und Sevilla.;https://de.wikipedia.org/wiki/Andalusien
3;de;Welche Stadt in Südspanien ist die Hauptstadt von Andalusien ?;Sevilla;Granada;Málaga;Cordoba;Débutant;Im Zentrum einer reichen landwirtschaftlichen Region gelegen, ist die Stadt das wirtschaftliche, politische und kulturelle Herz Andalusiens.;https://de.wikipedia.org/wiki/Seville
4;de;Wer wurde sechsmal zum Präsidenten der andalusischen Regierung gewählt ?;Manuel Chaves;Joaquin Almunia;Jesus Caldera;Eduardo Zaplana;Débutant;Manchmal gehörte Nicknamed Manolo, geboren am 7. Juli 1945 in Ceuta, Manuel Chaves an der spanischen Arbeiter Sozialistischen Partei (PSOE).;https://de.wikipedia.org/wiki/Manuel_Chaves
5;de;Für welche Musik- und Tanzform ist Andalusien bekannt ?;Flamenco;Ruck;Walzer;Rumba;Débutant;Ein arabischer Einfluss, präsenter als in der übrigen spanischen Musik, scheint der andalusischen Musik gemeinsam zu sein.;
6;de;Welcher Palastkomplex gehört zu den bedeutendsten Denkmälern Granadas ?;Alhambra;Escurial;Altamira;Bustillo;Débutant;Sie ist mit der Großen Moschee von Cordoba das prestigeträchtigste Zeugnis der muslimischen Präsenz in Spanien.;https://de.wikipedia.org/wiki/Alhambra
7;de;Welcher Sevillaner ist einer der Hauptvertreter der spanischen Malerei ?;Diego Velasquez;Diego Polo;Alonso Cano;Francisco Barrera;Débutant;In den letzten zehn Jahren seines Lebens wurde sein Stil schematischer und erreichte eine bemerkenswerte Dominanz des Lichts.;
8;de;Für welche Aktivität ist Andalusien durch seine Arenen ein hoher Ort ?;Stierkampf;Falknerei;Schwanz Strippen;Fuchswurf;Débutant;Die Stierkampfarena der Real Maestranza in Sevilla und die Stierkampfarena der Kalifen in Cordoba sind zwei Sitze erster Klasse.;https://de.wikipedia.org/wiki/Stierkampf
9;de;Welches Stierkampffestival in Spanien zeichnet sich durch eine Reihe von Stierkämpfen aus ?;Feria;Atanda;Borroka;Maloya;Débutant;Je nach Region oder Land werden Bullen wie in Pamplona auf den Straßen ausgesetzt.;
10;de;Welche Suppe aus gemischtem Rohgemüse kalt serviert ist in Andalusien sehr beliebt ?;Gazpacho;Clamato;Salmorejo;Bruschetta;Débutant;Da Gazpacho aus rohem Gemüse hergestellt wird, enthält sie mehr Vitamine als eine Suppe aus gekochtem Gemüse.;https://de.wikipedia.org/wiki/Gazpacho
11;de;Welcher große Fluss fließt zwischen der Sierra Morena und dem Betic-System ?;Guadalquivir;Valdavia;Douro;Zadorra;Confirmé;Mit seinen 657 km langen, ist es der fünfte Fluss der iberischen Halbinsel, der einen Pool von fast 58.000 km² verliert.;https://de.wikipedia.org/wiki/Guadalquivir
12;de;Welche natürliche Barriere erstreckt sich vom Golf von Cadiz bis Alicante ?;Betic-System;Pyrenäen Piemont;Sierra Elvira;Toledo-Gebirge;Confirmé;Die wichtigsten Kreuzungspunkte des Betic-Systems sind der Pass des Mohrenseufzers und die Stadt Antequera.;
13;de;Welches Volksfest ist für die Gaditaner groß ?;Karneval von Cadiz;Abril Feria;Terrassenpartys;Tomaten;Confirmé;Dieser Karneval erfreut sich aufgrund der Bemühungen zur Förderung des Tourismus einer sehr wichtigen Außenbesucher.;
14;de;Welche Schlacht fand 1805 in der Nähe von Cadiz in der Neuzeit statt ?;Trafalgar;Marbella;Gibraltar;Sorondo;Confirmé;Nelson wird dort getötet, aber seine Taktik wird den Briten einen totalen Sieg einbringen.;https://de.wikipedia.org/wiki/Schlacht_von_Trafalgar
15;de;Wie viele Millionen Touristen empfängt Andalusien jedes Jahr ?;7 Millionen;5 Millionen;3 Millionen;9 Millionen;Confirmé;Auch nach einer spektakulären wirtschaftlichen Entwicklung bleibt Andalusien die am wenigsten wohlhabende Region Spaniens.;https://de.wikipedia.org/wiki/Andalusien
16;de;Wie viel Prozent der Andalusier leben in Armut oder prekären Verhältnissen ?;31%;21%;11%;41%;Confirmé;Mit der Wirtschaftskrise von 2008 verzeichnete Andalusien, eine arme Region Spaniens, im September 2013 fast 37 % Arbeitslosigkeit.;https://de.wikipedia.org/wiki/Andalusien
17;de;Welche Choreografin ist für ihre Interpretationen des Flamenco-Tangos bekannt ?;La Argentinita;Clara Alonso;Olga Ferri;Luisana Lopilato;Confirmé;La Argentinita begann im Alter von vier Jahren mit dem Tanzen, wobei ihr Vater Felix Lopez sie an der Gitarre begleitete.;https://de.wikipedia.org/wiki/La_Argentinita
18;de;In welcher andalusischen Stadt wurde aus einem Tempel eine Kirche, eine Moschee und dann eine Kathedrale ?;Cordoba;Sevilla;Granada;Cadiz;Confirmé;Die Moschee-Kathedrale von Cordoba ist das vollendetste Denkmal der Umayyaden-Kunst in Cordoba.;
19;de;Welches religiöse Fest ist in Sevilla und Malaga besonders üppig ?;Karwoche;Gründonnerstag;Karfreitag;Karsamstag;Confirmé;Für Christen soll diese Woche vor Ostern der Passion Christi gedenken.;https://de.wikipedia.org/wiki/Karwoche
20;de;In welchem Jahr trat Andalusiens erstes Autonomiestatut in Kraft ?;1981;1971;1961;1951;Confirmé;Das erste Statut wird vom Referendum am 20. Oktober 1981 übernommen und von King Juan Carlos I am 30. Dezember nach dem Anschluss angesteuert.;
21;de;In welchem Palast ist die Präsidentschaft der andalusischen Regierung installiert ?;San Telmo;Calatrava;Coria;San Félix;Expert;Es trägt den Namen von Saint Elmo, dem Schutzpatron der Seefahrer, und gilt als eines der vollständigsten Beispiele des sevillanischen Barocks.;https://de.wikipedia.org/wiki/Palacio_de_San_Telmo
22;de;Welche Stadt in Andalusien ist berühmt für ihre Erdbeerproduktion ?;Huelva;Campillos;Cordoba;Málaga;Expert;Von einem sehr nahe gelegenen Dorf, Palos de la Frontera, aus unternahm Christoph Kolumbus seine erste Reise.;https://de.wikipedia.org/wiki/Huelva
23;de;Welche Brauerei wurde 1904 von Roberto und Tomas Osborne in Sevilla gegründet ?;Cruzcampo;Estrella Damm;Moritz;San Miguel;Expert;Obwohl es in Andalusien besonders getrunken wird (das meistgetrunkene in Sevilla), wird Cruzcampo im ganzen Land verkauft.;https://de.wikipedia.org/wiki/Cruzcampo
24;de;Welche Flamenco-Gitarre unterscheidet sich von der klassischen Gitarre ?;Flamenca;Bordonua;Charango;Jarana;Expert;Die Lieder, die das Flamenco-Repertoire ausmachen, befriedigen oft das Unglück, die Verfolgungen und die Hoffnung auf eine bessere Welt.;https://de.wikipedia.org/wiki/Flamenco-Gitarre
25;de;Dank welchem Dichter wurde das Café de Chinitas in Malaga bekannt ?;Garcia Lorca;Emilio Prados;Gabriel Celaya;Pedro Salinas;Expert;Am Ufer des Uruguay-Flusses trägt eine Mauer das Gedicht von Antonio Machado, das den Tod von Garcia Lorca in Granada bedauert.;
26;de;Welcher Adelspalast ist der Prototyp des sevillanischen Palastes ?;Casa de Pilatos;Casa del Cordon;Casa de las Conchas;Llotja de Palma;Expert;Sie erbaut im fünfzehnten und sechzehnten Jahrhundert, heiratet sie um mehrere Terrassen und Gärten Mudejar, Gothic- und Renaissance-Stilen.;https://de.wikipedia.org/wiki/Casa_de_Pilatos
27;de;Welche Stadt in Andalusien ist berühmt für die Lederindustrie ?;Campillos;Málaga;Huelva;Cordoba;Expert;Die ersten Spuren der Stadt Campillos stammen aus dem Jahr 1492, als sie unter der Autorität der Katholischen Könige gegründet wurde.;https://de.wikipedia.org/wiki/Campillos
28;de;Welches Krankenhaus wurde in Sevilla gebaut, um eine wohltätige Einrichtung zu beherbergen ?;Fünf Wunden;Inkarnation;Karl V.;San Telmo;Expert;Dieses gigantische Gebäude, typisch für die damalige Krankenhausarchitektur, wurde 1931 als Kulturgut eingestuft.;
29;de;Wie heißt der Vater der Bildhauerin Luisa Roldan, einer renommierten Künstlerin ?;Pedro;Paulo;Rodrigo;Octavio;Expert;Pedro Roldán ist ein spanischer Barockbildhauer, der 1638 in das Atelier von Alonso de Mena in Granada eintrat.;
30;de;Welche andalusische Stadt hat ein Museum, das dem Künstler Pablo Picasso gewidmet ist ?;Málaga;Cordoba;Sevilla;Granada;Expert;Das 2003 eröffnete und anschließend renovierte Picasso-Museum befindet sich im Palacio de Buenavista in Malaga, Spanien.;
1;es;Andalucía es una región ubicada en el sur de qué país ?;España;Grecia;Italia ","Italie;Portugal;Débutant;Se encuentra en el sur de la Península Ibérica, frente a Marruecos (región del Rif) y al noroeste de Argelia (Oranie).;https://es.wikipedia.org/wiki/Andalucía
2;es;¿En cuántas capitales de provincia se divide Andalucía ?;Ocho;Seis;Cuatro;Diez;Débutant;Las ocho provincias son las siguientes : Almería, Cádiz, Crdoue, Granada, Huelva, Jaén, Málaga y Sevilla.;https://es.wikipedia.org/wiki/Andalucía
3;es;¿Qué ciudad del sur de España es la capital de Andalucía ?;Sevilla;Granada;Málaga;Córdoba;Débutant;Situada en el centro de una rica región agrícola, la ciudad es el corazón económico, político y cultural de Andalucía.;
4;es;¿Quién fue elegido presidente de la Junta de Andalucía seis veces ?;Manuel Chaves;Joaquin Almunia;Jesus Caldera;Eduardo Zaplana;Débutant;A veces apodado Manolo, nacido el 7 de julio de 1945 en Ceuta, Manuel Chaves pertenecía al Partido Socialista Obrero Español (PSOE).;https://es.wikipedia.org/wiki/Manuel_Chaves
5;es;¿Por qué forma de música y danza se conoce a Andalucía ?;Flamenco;Jerk;Vals;Rumba;Débutant;Una influencia árabe, más presente que en el resto de la música española, parece ser común a la música andaluza.;https://es.wikipedia.org/wiki/Música_en_Andalucía
6;es;¿Qué conjunto palaciego constituye uno de los principales monumentos de Granada ?;Alhambra;Escurial;Altamira;Bustillo;Débutant;Es con la Gran Mezquita de Córdoba el testigo más prestigioso de la presencia musulmana en España.;https://es.wikipedia.org/wiki/Alhambra
7;es;¿Qué sevillano es uno de los principales representantes de la pintura española ?;Diego Vélasquez;Diego Polo;Alonso Cano;Francisco Barrera;Débutant;Durante los últimos diez años de su vida, su estilo se volvió más esquemático, alcanzando un notable dominio de la luz.;
8;es;¿Para qué actividad es Andalucía un lugar destacado a través de sus arenas ?;Tauromaquia;Cetrería;Pelar la polla;Tiro de zorro;Débutant;La plaza de toros de la Real Maestranza de Sevilla y la Plaza de Toros de los Califas de Córdoba son dos plazas de primera.;https://es.wikipedia.org/wiki/Tauromaquia
9;es;¿Qué fiesta taurina en España se caracteriza por una serie de corridas de toros ?;Feria;Atanda;Borroka;Maloya;Débutant;Según la región o el país, los toros se sueltan en las calles como en Pamplona.;https://es.wikipedia.org/wiki/Feria taurina
10;es;¿Qué sopa de verduras crudas mixtas servida fría es muy popular en Andalucía ?;Gazpacho;Clamato;Salmorejo;Bruschetta;Débutant;Dado que está hecho de verduras crudas, el gazpacho contiene más vitaminas que una sopa de verduras cocidas.;https://es.wikipedia.org/wiki/Gazpacho
11;es;¿Qué gran río fluye entre Sierra Morena y el sistema Bético ?;Guadalquivir;Valdavia;Douro;Zadorra;Confirmé;Con sus 657 km de largo, es el quinto río de la Península Ibérica, drenando una piscina de casi 58,000 km².;https://es.wikipedia.org/wiki/Guadalquivir
12;es;¿Qué barrera natural se extiende desde el golfo de Cádiz hasta Alicante ?;Sistema Bético;Piamonte pirenaico;Sierra Elvira;Montañas de Toledo;Confirmé;Los principales puntos de paso del sistema Bético son el Puerto del Suspiro del Moro y la localidad de Antequera.;
