1;fr;À quel historien et pédagogue français doit-on les Jeux olympiques modernes ?;Pierre de Coubertin;Napoléon Bonaparte;Duc de Windsor;Pie XI;Débutant;La médaille Pierre-de-Coubertin, attribuée par le CIO, démontre aux Jeux olympiques un véritable esprit sportif.;https://fr.wikipedia.org/wiki/Pierre_de_Coubertin
12;fr;Quelle discipline olympique associe le saut à ski au ski de fond ?;Combiné nordique;Curling;Biathlon;Snowboard;Confirmé;Créé en Norvège à la fin du XIXe siècle, le combiné nordique est au programme olympique depuis sa première édition.;https://fr.wikipedia.org/wiki/Combiné_nordique
13;fr;En 2012, quel type de passeport est apparu aux Jeux olympiques de Londres ?;Biologique;Thermique;Automatique;Télépathique;Confirmé;Il permet de déceler des violations de la réglementation antidopage en détectant des variations anormales de marqueurs biologiques.;https://fr.wikipedia.org/wiki/Passeport_biologique_de_l'athlète
14;fr;Laquelle de ces sportives françaises a participé à sept éditions des Jeux olympiques ?;Jeannie Longo;Sabrina Jonnier;Marion Rousse;Sophie Creux;Confirmé;Au total, Jeannie Longo a remporté neuf titres de championne du monde sur route ainsi qu'un titre olympique.;https://fr.wikipedia.org/wiki/Jeannie_Longo
15;fr;Quel objet les femmes ne peuvent-elles jeter aux Jeux olympiques que depuis 1995 ?;Marteau;Poids;Javelot;Disque;Confirmé;Le lancer du marteau pour femmes a été homologué pour la première fois aux Jeux olympiques d'été de 2000 à Sydney.;https://fr.wikipedia.org/wiki/Lancer_du_marteau
16;fr;Quel équipement très utilisé en athlétisme doit peser au moins 50 grammes ?;Témoin;Sifflet;Javelot;Disque;Confirmé;Le but du relais est de parcourir la distance le plus rapidement possible tout en assurant la transmission d'un témoin.;https://fr.wikipedia.org/wiki/Athlétisme
17;fr;Dans quelle épreuve olympique peut-on regarder des sportifs couchés par terre ?;Tir;Croquet;Softball;Curling;Confirmé;Le tir inclus deux types principaux de compétition : le tir sur cible avec des pistolets ou des carabines et le tir sur plateau.;https://fr.wikipedia.org/wiki/Tir_aux_Jeux_olympiques
18;fr;Quel sportif, né le 30 juin 1985 à Towson, est à ce jour le plus titré des Jeux olympiques ?;Michael Phelps;Mark Spitz;Ian Thorpe;Andriy Serdinov;Confirmé;En grand bassin, l'Américain Michael Phelps est le nageur le plus médaillé de l'histoire avec 22 médailles dont 18 d'or.;https://fr.wikipedia.org/wiki/Michael_Phelps
19;fr;Comment appelle-t-on la période de quatre ans qui se situe entre deux Jeux olympiques ?;Olympiade;Quinquennat;Lustre;Tierce;Confirmé;L'olympiade est la base de la chronologie du monde grec à partir d'Alexandre le Grand.;https://fr.wikipedia.org/wiki/Olympiade
20;fr;Quel athlète a été champion olympique du saut en longueur à Atlanta en 1996 ?;Carl Lewis;Linford Christie;Dwight Phillips;Michael Johnson;Confirmé;Sa carrière, plusieurs fois interrompue, a duré de 1979 à 1996, année durant laquelle il a conquis son dernier titre olympique.;https://fr.wikipedia.org/wiki/Carl_Lewis
21;fr;En quelle année les Jeux olympiques se sont-ils déroulés à Paris pour la première fois ?;1900;1908;1920;1928;Expert;Aucune cérémonie d'ouverture ou de fermeture n'a été prévue au programme, mis à part un défilé des gymnastes à Vincennes.;https://fr.wikipedia.org/wiki/Jeux_olympiques_d'été_de_1900
22;fr;Lequel de ces sports ne figure pas parmi les épreuves disputées en pentathlon moderne ?;Cyclisme;Natation;Tir au pistolet;Course à pied;Expert;Les épreuves du pentathlon moderne sont l'escrime, la natation, l'équitation, le tir au pistolet et la course à pied.;https://fr.wikipedia.org/wiki/Pentathlon_moderne
23;fr;Quel chirurgien orthopédiste a été élu en 2001 président du Comité international olympique ?;Jacques Rogge;Jean-Claude Killy;Marc Hodler;René Fasel;Expert;Après une carrière sportive comme skipper puis au rugby à XV, Jacques Rogge s'est orienté vers l'administration sportive.;https://fr.wikipedia.org/wiki/Jacques_Rogge
24;fr;Quelle est la première ville à avoir accueilli trois fois les Jeux olympiques ?;Londres;Lausanne;Los Angeles;Liverpool;Expert;Les JO sont un événement international majeur, regroupant les sports d'été et d'hiver, auxquels des milliers d'athlètes participent.;https://fr.wikipedia.org/wiki/Jeux_olympiques
25;fr;Dans quelle discipline olympique le parcours est-il toujours triangulaire ?;Voile;Canoë-kayak;Aviron;Triathlon;Expert;Le plus grand catamaran à voile jamais construit est le Douce France, proposant pas moins de 42 mètres de grand luxe et de teck.;https://fr.wikipedia.org/wiki/Nautisme_(voile)
26;fr;En 1980, lequel de ces pays a totalement boycotté les Jeux olympiques de Moscou ?;Norvège;Suède;Grande-Bretagne;France;Expert;Une cinquantaine de nations ont boycotté ces Jeux à la suite de l'invasion de l'Afghanistan par l'Union Soviétique en 1979.;https://fr.wikipedia.org/wiki/Jeux_olympiques_d'été_de_1980
27;fr;Quel nageur olympique de Guinée équatoriale a connu une célébrité éphémère ?;Éric Moussambani;Bill Kirby;Jens Kruppa;Ian Thorpe;Expert;Son courage à Sydney en 2000 sera perçu comme un symbole de l'esprit olympique, après un 100 mètres nage libre en 1m 52s.;https://fr.wikipedia.org/wiki/Éric_Moussambani
28;fr;Quel animal a représenté la mascotte des Jeux olympiques de Moscou en 1980 ?;Un ours;Un renne;Un élan;Un loup;Expert;La mascotte officielle, l'ours Misha, a été imaginée par Victor Tchijikov, auteur de nombreux livres pour enfants.;https://fr.wikipedia.org/wiki/Jeux_olympiques_d'été_de_1980
29;fr;Combien de médailles olympiques ont été distribuées aux Jeux de 2012 ?;4 700;3 500;2 900;5 600;Expert;Londres est la première ville à accueillir les Jeux olympiques modernes pour la troisième fois.;https://fr.wikipedia.org/wiki/Jeux_olympiques_d'été_de_2012
30;fr;En quelle année les Jeux olympiques ont-ils été télévisés pour la première fois ?;1936;1947;1952;1963;Expert;Pour la première fois en 1936, la flamme olympique sera introduite dans une cérémonie d'ouverture de Jeux olympiques.;https://fr.wikipedia.org/wiki/Jeux_olympiques_d'été_de_1936
1;en;To what French historian and educator do we owe the modern Olympic Games ?;Pierre de Coubertin;Napoleon Bonaparte;Duke of Windsor;Pius XI;Débutant;The Pierre-de-Coubertin medal, awarded by the IOC, demonstrates a real sporting spirit at the Olympic Games.;https://en.wikipedia.org/wiki/Pierre_de_Coubertin
2;en;How many lanes are there in an Olympic swimming pool ?;10;14;6;12;Débutant;Only approved freshwater swimming pools are suitable for competitions organized in these large pools.;https://en.wikipedia.org/wiki/Olympic-size_swimming_pool
3;en;Who was elected by the French public's most chauvinistic journalist of the 2012 Olympics ?;Nelson Monfort;Michel Denisot;Christian Jeanpierre;Georges Cazeneuve;Débutant;Nelson Monfort comments on figure skating but above all interviews athletes in many disciplines.;https://en.wikipedia.org/wiki/Nelson_Monfort
4;en;Despite his insecurity, in which city were the 2016 Olympics held ?;Rio de Janeiro;London;Tokyo;Beijing;Débutant;These Olympic Games will be the first to take place in South America and the first to take place in a Portuguese-speaking country.;
5;en;Which Olympic event begins outside the stadium and ends inside its walls ?;Marathon;Cross-country;Trail;10,000 m;Débutant;The marathon is a sports running event that is usually contested over a distance of 42 kilometers.;https://en.wikipedia.org/wiki/Marathon
6;en;Which of the rings on the Olympic flag is found closest to the pole ?;Blue;Yellow;Green;Red;Débutant;The five interlocking rings represent the five continents united by Olympism, the six colors representing all nations.;https://en.wikipedia.org/wiki/Olympic_flag
7;en;Which Belgian table tennis player took part in his seventh Olympic Games at the age of 42 ?;Jean-Michel Saive;Martin Bratanov;Grégory Obert;Yannick Vostes;Débutant;Jean-Michel Saive also carried the flag of the Belgian delegation during the Olympic Games of 1996 and 2004.;https://en.wikipedia.org/wiki/Jean-Michel_Saive
8;en;Who is the first gymnast to achieve a historic 10 at the Olympics ?;Nadia Comaneci;Diana Mocanu;Tatiana Gutsu;Doina Ignat;Débutant;Nadia Comaneci, who now has dual nationality, has given an unparalleled popular and media dimension to this sport.;
9;en;What is the background color of the Olympic flag, recognizable among all with its five rings ?;White;Blue;Yellow;Green;Débutant;At the 2008 Games, the « Reporters Without Borders » association hijacked the Olympic flag by replacing the white background with a black one.;https://en.wikipedia.org/wiki/Olympic_flag
10;en;Who was the British Prime Minister at the London Olympics in 2012 ?;David Cameron;Gordon Brown;Tony Blair;James Callaghan;Débutant;A graduate of Brasenose College, Oxford University, he was political advisor to Margaret Thatcher and then to John Major.;https://en.wikipedia.org/wiki/David_Cameron
11;en;Which Jamaican athlete literally marked the 2008 Olympics ?;Usain Bolt;Dexter Lee;Ray Stewart;Lerone Clarke;Confirmé;A specialist in sprint events, Usain Bolt is also the most decorated athlete at the world athletics championships.;https://en.wikipedia.org/wiki/Usain_Bolt
12;en;Which Olympic discipline combines ski jumping with cross-country skiing ?;Nordic Combined;Curling;Biathlon;Snowboard;Confirmé;Created in Norway at the end of the 19th century, the Nordic combined has been on the Olympic program since its first edition.;
13;en;In 2012, what kind of passport appeared at the London Olympics ?;Organic;Thermal;Automatic;Telepathic;Confirmé;It helps detect anti-doping regulatory violations by detecting abnormal variations in biological markers.;
14;en;Which of these French sportswomen took part in seven editions of the Olympic Games ?;Jeannie Longo;Sabrina Jonnier;Marion Rousse;Sophie Creux;Confirmé;In total, Jeannie Longo has won nine world road championship titles as well as an Olympic title.;https://en.wikipedia.org/wiki/Jeannie_Longo
15;en;What item can women only throw at the Olympics since 1995 ?;Hammer;Weight;Javelin throw;Disc;Confirmé;The women's hammer throw was first sanctioned at the 2000 Summer Olympics in Sydney.;https://en.wikipedia.org/wiki/Hammer_throw
16;en;What equipment widely used in athletics should weigh at least 50 grams ?;Witness;Whistle;Javelin throw;Disc;Confirmé;The purpose of the relay is to cover the distance as quickly as possible while ensuring the transmission of a witness.;
17;en;In which Olympic event can we watch athletes lying on the ground ?;Shooting;Croquet;Softball;Curling;Confirmé;Shooting includes two main types of competition : target shooting with pistols or rifles and target shooting.;https://en.wikipedia.org/wiki/Shooting_at_the_Summer_Olympics
18;en;Which athlete, born June 30, 1985 in Towson, is the most successful Olympic Games to date ?;Michael Phelps;Mark Spitz;Ian Thorpe;Andriy Serdinov;Confirmé;In the long course, the American Michael Phelps is the most medalist swimmer in history with 22 medals including 18 gold.;https://en.wikipedia.org/wiki/Michael_Phelps
19;en;What do you call the period of four between two Olympic Games ?;Olympiad;Five-year term;Chandelier;Third party;Confirmé;The Olympiad is the basis of the chronology of the Greek world starting from Alexander the Great.;https://en.wikipedia.org/wiki/Olympiad
20;en;Which athlete was Olympic long jump champion in Atlanta in 1996 ?;Carl Lewis;Linford Christie;Dwight Phillips;Michael Johnson;Confirmé;His career, which was interrupted several times, lasted from 1979 to 1996, the year in which he won his last Olympic title.;https://en.wikipedia.org/wiki/Carl_Lewis
21;en;In which year did the Olympic Games take place in Paris for the first time ?;1900;1908;1920;1928;Expert;No opening or closing ceremony was scheduled in the program, apart from a parade of gymnasts in Vincennes.;
22;en;Which of these sports is not among the events contested in modern pentathlon ?;Cycling;Swimming;Pistol shooting;Running;Expert;The events of the modern pentathlon are fencing, swimming, horseback riding, pistol shooting and running.;https://en.wikipedia.org/wiki/Modern_pentathlon
23;en;Which orthopedic surgeon was elected president of the International Olympic Committee in 2001 ?;Jacques Rogge;Jean-Claude Killy;Marc Hodler;René Fasel;Expert;After a busy sporting career, in sailing as a skipper then in rugby union, Jacques Rogge turned to sports administration.;https://en.wikipedia.org/wiki/Jacques_Rogge
24;en;What is the first city to have hosted the Olympic Games three times ?;London;Athens;Los Angeles;Paris;Expert;The Olympic Games are a major international event, bringing together summer and winter sports, in which thousands of athletes participate.;https://en.wikipedia.org/wiki/Olympic_Games
25;en;In which Olympic discipline is the course always triangular ?;Sailing;Canoeing;Rowing;Triathlon;Expert;The largest sailing catamaran ever built is the Douce France, offering no less than 42 meters of luxury and teak.;https://en.wikipedia.org/wiki/Sailing
26;en;In 1980, which of these countries totally boycotted the Moscow Olympics ?;Norway;Sweden;Great Britain;France;Expert;About fifty nations boycotted the Games following the Soviet Union's invasion of Afghanistan in 1979.;
27;en;Which Olympic swimmer from Equatorial Guinea experienced fleeting fame ?;Éric Moussambani;Bill Kirby;Jens Kruppa;Ian Thorpe;Expert;His courage in Sydney in 2000 will be seen as a symbol of the Olympic spirit, after a 100-meter freestyle in 1m 52s.;
28;en;Which animal represented the mascot of the Moscow Olympics in 1980 ?;A bear;A reindeer;A momentum;A wolf;Expert;The official mascot, the bear Misha, was designed by Victor Tchijikov, author of many children's books.;
29;en;How many Olympic medals were distributed at the 2012 Games ?;4,700;3,500;2,900;5,600;Expert;London is the first city to host the modern Olympics for the third time.;
30;en;In what year were the Olympics first televised ?;1936;1947;1952;1963;Expert;For the first time in 1936, the Olympic flame will be introduced in an opening ceremony of the Olympic Games.;
1;de;Welchem französischen Historiker und Pädagogen verdanken wir die modernen Olympischen Spiele ?;Pierre de Coubertin;Napoleon Bonaparte;Herzog von Windsor;Pius XI.;Débutant;Die vom IOC verliehene Pierre-de-Coubertin-Medaille zeigt einen echten Sportgeist bei den Olympischen Spielen.;https://de.wikipedia.org/wiki/Pierre_de_Coubertin
2;de;Wie viele Bahnen gibt es in einem olympischen Schwimmbad ?;10;14;6;12;Débutant;Nur zugelassene Süßwasserpools sind für Wettbewerbe geeignet, die in diesen großen Pools organisiert werden.;https://de.wikipedia.org/wiki/Schwimmbecken#Schwimmbecken_bei_den_Olympischen_Spielen
3;de;Wer wurde vom chauvinistischsten Journalisten der französischen Öffentlichkeit bei den Olympischen Spielen 2012 gewählt ?;Nelson Monfort;Michel Denisot;Christian Jeanpierre;Georges Cazeneuve;Débutant;Nelson Monfort kommentiert Eiskunstlauf, interviewt aber vor allem Athleten in vielen Disziplinen.;
4;de;In welcher Stadt fanden trotz seiner Unsicherheit die Olympischen Spiele 2016 statt ?;Rio de Janeiro;London;Tokio;Peking;Débutant;Diese Olympischen Spiele werden die ersten in Südamerika und die ersten in einem portugiesischsprachigen Land sein.;
5;de;Welches olympische Ereignis beginnt außerhalb des Stadions und endet innerhalb seiner Mauern ?;Marathon;Langlauf;Spur;10.000 m;Débutant;Der Marathon ist eine Sportlaufveranstaltung, die normalerweise über eine Distanz von 42 Kilometern ausgetragen wird.;https://de.wikipedia.org/wiki/Marathonlauf
6;de;Welcher der Ringe auf der olympischen Flagge befindet sich am nächsten an der Stange ?;Blau;Gelb;Grün;Rot;Débutant;Die fünf ineinandergreifenden Ringe repräsentieren die fünf vom Olympismus vereinten Kontinente, die sechs Farben repräsentieren alle Nationen.;
7;de;Welcher belgische Tischtennisspieler nahm im Alter von 42 Jahren an seinen siebten Olympischen Spielen teil ?;Jean-Michel Saive;Martin Bratanov;Grégory Obert;Yannick Vostes;Débutant;Jean-Michel Saive trug während der Olympischen Spiele 1996 und 2004 auch die Flagge der belgischen Delegation.;https://de.wikipedia.org/wiki/Jean-Michel_Saive
8;de;Wer ist der erste Turner, der bei den Olympischen Spielen eine historische 10 erreicht hat ?;Nadia Comaneci;Diana Mocanu;Tatiana Gutsu;Doina Ignat;Débutant;Nadia Comaneci, die jetzt die doppelte Staatsangehörigkeit besitzt, hat diesem Sport eine beispiellose populäre und mediale Dimension verliehen.;
9;de;Welche Hintergrundfarbe hat die olympische Flagge, die unter allen mit ihren fünf Ringen erkennbar ist ?;Weiß;Blau;Gelb;Grün;Débutant;Bei den Spielen 2008 entführte der Verband « Reporter ohne Grenzen » die olympische Flagge, indem er den weißen Hintergrund durch einen schwarzen ersetzte.;
10;de;Wer war der britische Premierminister bei den Olympischen Spielen 2012 in London ?;David Cameron;Gordon Brown;Tony Blair;James Callaghan;Débutant;Als Absolvent des Brasenose College der Universität Oxford war er politischer Berater von Margaret Thatcher und dann von John Major.;https://de.wikipedia.org/wiki/David_Cameron
11;de;Welcher jamaikanische Athlet hat die Olympischen Spiele 2008 buchstäblich markiert ?;Usain Bolt;Dexter Lee;Ray Stewart;Lerone Clarke;Confirmé;Usain Bolt ist ein Spezialist für Sprint-Events und der am besten ausgestattete Athlet bei den Leichtathletik-Weltmeisterschaften.;https://de.wikipedia.org/wiki/Usain_Bolt
12;de;Welche olympische Disziplin kombiniert Skispringen mit Langlaufen ?;Nordische Kombination;Eisstockschießen;Biathlon;Snowboard;Confirmé;Das Ende des 19. Jahrhunderts in Norwegen gegründete Nordic Combined steht seit seiner ersten Ausgabe auf dem olympischen Programm.;
13;de;Welche Art von Reisepass erschien 2012 bei den Olympischen Spielen in London ?;Bio;Thermal;Automatisch;Telepathisch;Confirmé;Es hilft bei der Erkennung von Verstößen gegen Anti-Doping-Vorschriften, indem abnormale Variationen der biologischen Marker erkannt werden.;
14;de;Welche dieser französischen Sportlerinnen hat an sieben Ausgaben der Olympischen Spiele teilgenommen ?;Jeannie Longo;Sabrina Jonnier;Marion Rousse;Sophie Creux;Confirmé;Insgesamt hat Jeannie Longo neun Weltmeistertitel sowie einen olympischen Titel gewonnen.;https://de.wikipedia.org/wiki/Jeannie_Longo-Ciprelli
15;de;Welchen Gegenstand können Frauen erst seit 1995 bei den Olympischen Spielen werfen ?;Hammer;Gewicht;Speerwurf;Disc;Confirmé;Der Hammerwurf der Frauen wurde erstmals bei den Olympischen Sommerspielen 2000 in Sydney genehmigt.;https://de.wikipedia.org/wiki/Hammerwurf
16;de;Welche in der Leichtathletik weit verbreitete Ausrüstung sollte mindestens 50 Gramm wiegen ?;Zeuge;Pfeife;Speerwurf;Disc;Confirmé;Der Zweck des Relais besteht darin, die Entfernung so schnell wie möglich zurückzulegen und gleichzeitig die Übermittlung eines Zeugen sicherzustellen.;
17;de;Bei welchem olympischen Ereignis können wir Athleten beobachten, die am Boden liegen ?;Schießen;Krocket;Softball;Eisstockschießen;Confirmé;Das Schießen umfasst zwei Haupttypen von Wettkämpfen : Zielschießen mit Pistolen oder Gewehren und Zielschießen.;https://de.wikipedia.org/wiki/Schießsport_bei_den_Olympischen_Spielen
18;de;Welcher Athlet, geboren am 30. Juni 1985 in Towson, ist die bisher erfolgreichste Olympiade ?;Michael Phelps;Mark Spitz;Ian Thorpe;Andriy Serdinov;Confirmé;Auf lange Sicht ist der Amerikaner Michael Phelps mit 22 Medaillen, darunter 18 Goldmedaillen, der Medaillengewinner der Geschichte.;https://de.wikipedia.org/wiki/Michael_Phelps
19;de;Wie nennt man den Zeitraum von vier zwischen zwei Olympischen Spielen ?;Olympiade;Fünf Jahre Amtszeit;Kronleuchter;Dritte;Confirmé;Die Olympiade ist die Grundlage der Chronologie der griechischen Welt ausgehend von Alexander dem Großen.;https://de.wikipedia.org/wiki/Olympiade
20;de;Welcher Athlet war 1996 Olympiasieger im Weitsprung in Atlanta ?;Carl Lewis;Linford Christie;Dwight Phillips;Michael Johnson;Confirmé;Seine Karriere, die mehrmals unterbrochen wurde, dauerte von 1979 bis 1996, dem Jahr, in dem er seinen letzten olympischen Titel gewann.;https://de.wikipedia.org/wiki/Carl_Lewis
21;de;In welchem Jahr fanden die Olympischen Spiele zum ersten Mal in Paris statt ?;1900;1908;1920;1928;Expert;Abgesehen von einer Parade von Turnern in Vincennes war keine Eröffnungs- oder Abschlussfeier geplant.;
22;de;Welche dieser Sportarten gehört nicht zu den Veranstaltungen des modernen Pentathlons ?;Radfahren;Schwimmen;Pistolenschießen;Laufen;Expert;Die Ereignisse des modernen Pentathlons sind Fechten, Schwimmen, Reiten, Pistolenschießen und Laufen.;https://de.wikipedia.org/wiki/Moderner_Fünfkampf
23;de;Welcher Orthopäde wurde 2001 zum Präsidenten des Internationalen Olympischen Komitees gewählt ?;Jacques Rogge;Jean-Claude Killy;Marc Hodler;René Fasel;Expert;Nach einer arbeitsreichen Sportkarriere, als Segler als Skipper und dann als Rugby Union, wandte sich Jacques Rogge an die Sportverwaltung.;https://de.wikipedia.org/wiki/Jacques_Rogge
24;de;Was ist die erste Stadt, in der die Olympischen Spiele dreimal stattfanden ?;London;Athen;Los Angeles;Paris;Expert;Die Olympischen Spiele sind ein internationales Großereignis, das Sommer- und Wintersport zusammenbringt und an dem Tausende von Sportlern teilnehmen.;https://de.wikipedia.org/wiki/Olympische_Spiele
25;de;In welcher olympischen Disziplin ist der Kurs immer dreieckig ?;Segeln;Kanufahren;Rudern;Triathlon;Expert;Der größte jemals gebaute Segelkatamaran ist der Douce France, der nicht weniger als 42 Meter Luxus und Teak bietet.;https://de.wikipedia.org/wiki/Segeln
26;de;Welches dieser Länder hat 1980 die Olympischen Spiele in Moskau vollständig boykottiert ?;Norwegen;Schweden;Großbritannien;Frankreich;Expert;Ungefähr 50 Nationen boykottierten die Spiele nach dem Einmarsch der Sowjetunion in Afghanistan 1979.;
27;de;Welcher olympische Schwimmer aus Äquatorialguinea wurde flüchtig berühmt ?;Éric Moussambani;Bill Kirby;Jens Kruppa;Ian Thorpe;Expert;Sein Mut in Sydney im Jahr 2000 wird nach einem 100-Meter-Freistil in 1 : 52s als Symbol des olympischen Geistes gesehen.;
28;de;Welches Tier war 1980 das Maskottchen der Olympischen Spiele in Moskau ?;Ein Bär;Ein Rentier;Ein Schwung;Ein Wolf;Expert;Das offizielle Maskottchen, der Bär Mischa, wurde von Victor Tchijikov entworfen, Autor vieler Kinderbücher.;
29;de;Wie viele olympische Medaillen wurden bei den Spielen 2012 verteilt ?;4.700;3.500;2.900;5.600;Expert;London ist die erste Stadt, in der zum dritten Mal die modernen Olympischen Spiele stattfinden.;
30;de;In welchem Jahr wurden die Olympischen Spiele erstmals im Fernsehen übertragen ?;1936;1947;1952;1963;Expert;Zum ersten Mal im Jahr 1936 wird die olympische Flamme in einer Eröffnungsfeier der Olympischen Spiele eingeführt.;
1;es;¿A qué historiador y educador francés le debemos los Juegos Olímpicos modernos ?;Pierre de Coubertin;Napoleón Bonaparte;Duque de Windsor;Pío XI;Débutant;La medalla Pierre-de-Coubertin, otorgada por el COI, demuestra un verdadero espíritu deportivo en los Juegos Olímpicos.;https://es.wikipedia.org/wiki/Pierre_de_Coubertin
2;es;¿Cuántos carriles hay en una piscina olímpica ?;10;14;6;12;Débutant;Solo las piscinas de agua dulce aprobadas son adecuadas para las competiciones organizadas en estas grandes piscinas.;https://es.wikipedia.org/wiki/Piscina_olímpica
3;es;¿Quién fue elegido por el periodista más chovinista del público francés de los Juegos Olímpicos de 2012 ?;Nelson Monfort;Michel Denisot;Christian Jeanpierre;Georges Cazeneuve;Débutant;Nelson Monfort comenta sobre patinaje artístico pero sobre todo entrevista a deportistas de muchas disciplinas.;
4;es;A pesar de su inseguridad, ¿en qué ciudad se celebraron los Juegos Olímpicos de 2016 ?;Rio de Janeiro;Londres;Tokio;Beijing;Débutant;Estos Juegos Olímpicos serán los primeros en tener lugar en América del Sur y los primeros en tener lugar en un país de habla portuguesa.;
5;es;¿Qué evento olímpico comienza fuera del estadio y termina dentro de sus muros ?;Maratón;A campo traviesa;Trail;10.000 m;Débutant;El maratón es un evento de carrera deportiva que generalmente se disputa en una distancia de 42 kilómetros.;https://es.wikipedia.org/wiki/Maratón
6;es;¿Cuál de los anillos de la bandera olímpica se encuentra más cerca del asta ?;Azul;Amarillo;Verde;Rojo;Débutant;Los cinco anillos entrelazados representan los cinco continentes unidos por el Olimpismo, los seis colores representan a todas las naciones.;
7;es;¿Qué jugador de tenis de mesa belga participó en sus séptimos Juegos Olímpicos a la edad de 42 años ?;Jean-Michel Saive;Martin Bratanov;Grégory Obert;Yannick Vostes;Débutant;Jean-Michel Saive también llevó la bandera de la delegación belga durante los Juegos Olímpicos de 1996 y 2004.;https://es.wikipedia.org/wiki/Jean-Michel_Saive
8;es;¿Quién es la primera gimnasta en lograr un histórico 10 en los Juegos Olímpicos ?;Nadia Comaneci;Diana Mocanu;Tatiana Gutsu;Doina Ignat;Débutant;Nadia Comaneci, quien ahora tiene doble nacionalidad, le ha dado una dimensión popular y mediática sin igual a este deporte.;
9;es;¿Cuál es el color de fondo de la bandera olímpica, reconocible entre todos con sus cinco anillos ?;Blanco;Azul;Amarillo;Verde;Débutant;En los Juegos de 2008, la asociación « Reporteros sin Fronteras » secuestró la bandera olímpica reemplazando el fondo blanco por uno negro.;
10;es;¿Quién fue el primer ministro británico en los Juegos Olímpicos de Londres en 2012 ?;David Cameron;Gordon Brown;Tony Blair;James Callaghan;Débutant;Graduado de Brasenose College, Universidad de Oxford, fue asesor político de Margaret Thatcher y luego de John Major.;https://es.wikipedia.org/wiki/David_Cameron
