1;fr;Quelle saison de la « Star Academy » France Nolwenn Leroy a-t-elle remporté en 2002 ?;Deuxième;Première;Troisième;Quatrième;Débutant;La directrice de cette promotion était Alexia Laroche-Joubert et les élèves de la Star Academy 1 en étaient les parrains.;https://fr.wikipedia.org/wiki/Saison_2_de_Star_Academy
12;fr;Quel rôle devait-elle jouer dans la comédie musicale « Autant en emporte le vent » ?;Scarlett O'Hara;Belle Watling;Mélanie Hamilton;Ashley Wilkes;Confirmé;Elle choisit finalement la « Star Academy » qu'elle remportera en 2002 face à Houcine, devant plus de 11,5 millions de téléspectateurs.;https://fr.wikipedia.org/wiki/Autant_en_emporte_le_vent_(comédie_musicale)
13;fr;Lequel de ces singles est sorti lors de la ré-édition de l'album « Bretonne » ?;« Moonlight shadow »;« Tri Martolod »;« La Marseillaise »;« Papillon de nuit »;Confirmé;Une tournée de plus de 100 dates démarre en juin 2011, passant notamment par la Bretagne et les grands festivals d'été.;https://fr.wikipedia.org/wiki/Bretonne_(album)
14;fr;« Ô filles de l'eau », aux couleurs « pop-folk celtisante », est son quantième album ?;Cinquième;Quatrième;Troisième;Sixième;Confirmé;L'album s'inspire de l'art préraphaélite, la littérature et les légendes celtiques, et est porté par le single « Juste pour me souvenir ».;https://fr.wikipedia.org/wiki/Nolwenn_Leroy
15;fr;Avec qui a-t-elle chanté en duo « La complainte du phoque en Alaska » ?;Eddy Mitchell;Jacques Dutronc;Johnny Hallyday;Étienne Daho;Confirmé;En 2014 et 2017, Eddy Mitchell a formé avec Johnny Hallyday et Jacques Dutronc le trio Les Vieilles Canailles.;https://fr.wikipedia.org/wiki/Nolwenn_Leroy
16;fr;Quel album studio Nolwenn Leroy a-t-elle sorti le 2 novembre 2018 ?;« Folk »;« Gemme »;« Bretonne »;« Nolwenn »;Confirmé;Nolwenn Leroy y revisite des chansons qui ont marqué ce genre musical en essayant d'y apporter sa sensibilité.;https://fr.wikipedia.org/wiki/Nolwenn_Leroy
17;fr;Combien de concerts Nolwenn Leroy a-t-elle donné pour le « Bretonne Tour » ?;100;80;60;120;Confirmé;Malgré une thématique et un répertoire centrés sur la Bretagne, les instruments spécifiquement bretons sont absents de cet album.;https://fr.wikipedia.org/wiki/Nolwenn_Leroy
18;fr;Pour quel shampoing Nolwenn Leroy a-t-elle fait de la publicité dans la presse ?;Pantène Pro-V;Fructis;Ultra Doux;DOP;Confirmé;Pantene est une marque de shampooings de Procter et Gamble (P et G) ayant choisit Gisele Bündchen comme égérie en 2014.;https://fr.wikipedia.org/wiki/Pantene
19;fr;En quelle année Nolwenn Leroy a-t-elle inauguré sa statue de cire au musée Grévin ?;2012;2010;2016;2014;Confirmé;Le musée Grévin est un musée de cire privé inauguré le 5 juin 1882, situé dans le 9e arrondissement de Paris, en France.;https://fr.wikipedia.org/wiki/Musée_Grévin
20;fr;Quel est le véritable non de famille de la chanteuse Nolwenn Leroy ?;Le Magueresse;Boulay;Le Bon;Castells;Confirmé;Nolwenn est la fille de l'ancien footballeur professionnel Jean-Luc Le Magueresse, et de Muriel Leroy, nièce du réalisateur Serge Leroy.;https://fr.wikipedia.org/wiki/Nolwenn_Leroy
21;fr;Quel hypermarché organisa le concours « Les écoles du désert » qu'elle remporta à 13 ans ?;Cora;Champion;Aldi;Carrefour;Expert;Cora est une enseigne d'hypermarchés belge appartenant au groupe Louis Delhaize et comprenant 60 hypermarchés en France.;https://fr.wikipedia.org/wiki/Cora_(grande_distribution)
22;fr;Où est-elle partie grâce au programme d'échanges internationaux du Rotary Club ?;Hamilton;Sidney;Ottawa;Lancaster;Expert;Siège du comté de Butler, Hamilton est une ville de l'État de l'Ohio peuplée lors du recensement de 2000 de 60 690 habitants.;https://fr.wikipedia.org/wiki/Hamilton_(Ohio)
23;fr;Avec qui a-t-elle supervisé la réalisation de l'album « Le Cheshire Cat et moi » ?;Teitur Lassen;Stanley Samuelsen;Heri Joensen;Uni Arge;Expert;Annoncé par le single « Faut-il, faut-il pas  ? », l'album, plus personnel et intimiste, est disque d'or avec plus de 50 000 ventes.;https://fr.wikipedia.org/wiki/Le_Cheshire_Cat_et_moi
24;fr;En hommage à qui a-t-elle chanté en 2013 aux Francofolies de New York ?;Édith Piaf;Sarah Vaughan;Patricia Carli;Aretha Franklin;Expert;Nolwenn Leroy a participé à la célébration du cinquantenaire de la mort d'Édith Piaf aux Francofolies de New York.;https://fr.wikipedia.org/wiki/Édith_Piaf
25;fr;À quelle université fut-elle invitée le 11 juin 2015 pour parler de sa carrière ?;Oxford;Lancaster;Brighton;Cambridge;Expert;L'université d'Oxford, située à 90 km au nord-ouest de Londres, est l'une des plus prestigieuses universités sur le plan mondial.;https://fr.wikipedia.org/wiki/Université_d'Oxford
26;fr;Qui a produit son sixième album studio, intitulé « Gemme » ?;Jamie Ellis;Pharrell Williams;David Guetta;Elton John;Expert;Nolwenn a écrit et co-composé la plupart des chansons de cet album pop mêlant titres en français et en anglais.;https://fr.wikipedia.org/wiki/Nolwenn_Leroy
27;fr;De quel spectacle nocturne au parc du Futuroscope est-elle la conteuse ?;« Lady Ô »;« Cyber Avenue »;« La Pyramide »;« Dynamique »;Expert;Le Futuroscope ou Parc du Futuroscope est un parc de loisirs français à thème technologique, scientifique, d'anticipation et ludique.;https://fr.wikipedia.org/wiki/Futuroscope
28;fr;Quel créateur breton a réalisé certaines tenues de scène du « Bretonne Tour » ?;Pascal Jaouen;Romain Kremer;Olivier Rousteing;Michel Goma;Expert;Pascal Jaouen a ouvert plusieurs écoles de broderie, écrit quelques livres et réalisé des collections de prêt-à-porter.;https://fr.wikipedia.org/wiki/Pascal_Jaouen
29;fr;Avec qui a-t-elle tourné en juin 2011 une publicité pour Nintendo 3DS ?;Nagui;José Garcia;Olivier Minne;Jérôme Bonaldi;Expert;En 2000, Nagui rencontre l'actrice australo-britannique Mélanie Page avec laquelle il se marie le 5 juin 2010.;https://fr.wikipedia.org/wiki/Nagui
30;fr;Sur quel moteur fut-elle la chanteuse française la plus recherchée en 2017 ?;Yahoo!;Google;Alta Vista;Bing;Expert;Yahoo! propose de nombreux services gratuits, dont un moteur de recherche, des boîtes à courrier électronique et de la messagerie.;https://fr.wikipedia.org/wiki/Yahoo!
1;en;Which season of the « Star Academy » France did Nolwenn Leroy win in 2002 ?;Second;First;Third;Fourth;Débutant;The director of this promotion was Alexia Laroche-Joubert and the students of Star Academy 1 were its sponsors.;
2;en;Which company has Nolwenn Leroy been a member of since 2006 ?;The Enfoirés;Band Aid;Act React;Together;Débutant;Les Enfoirés is a group of artists created in 1985 to sing for the benefit of the Restos du Coeur de Coluche association.;
3;en;What region of France is Nolwenn Leroy from ?;Brittany;Provence;Alsace;Pas-de-Calais;Débutant;She lived her first years between Brittany, Kersaint-Plabennec and Guingamp, Île-de-France and Nord-Pas-de-Calais.;https://en.wikipedia.org/wiki/Nolwenn_Leroy
4;en;By which « Star Academy » singing teacher was Nolwenn Leroy fascinated ?;Armande Altaï;Isabelle Charles;Anne Ducros;Raphaëlle Ricci;Débutant;Armande Kumpal Kabartay Altaï-Magini was born in Aleppo, Syria on May 20, 1944, into a family of five children.;
5;en;What is the title of Nolwenn Leroy's first studio album, released in 2003 ?;« Nolwenn »;« Breton »;« Natural stories »;« Gem »;Débutant;In this album participate, among others, Pascal Obispo, Lara Fabian, Laurent Voulzy, Lionel Florence and Daniel Lavoie.;https://en.wikipedia.org/wiki/Nolwenn_(album)
6;en;Who co-produced the album « Natural Histories » released in stores at the end of 2005 ?;Laurent Voulzy;Serge Gainsbourg;Pascal Obispo;Marc Lavoine;Débutant;The first single, « Nolwenn Ohwo! », will be co-signed by Alain Souchon, Laurent Voulzy and Nolwenn herself.;https://en.wikipedia.org/wiki/Histoires_Naturelles_(album)
7;en;Which album is sung in Breton, French, English and Irish Gaelic ?;« Breton »;« Nolwenn »;« Gem »;« Folk »;Débutant;The album knows a huge success in France (second best sale of the year 2011, no 1 of the top albums for seven weeks).;https://en.wikipedia.org/wiki/Bretonne_(album)
8;en;Who has Nolwenn Leroy been in a relationship with since January 2008 ?;Arnaud Clément;Sébastien Lareau;Pierre Gillou;Max Decugis;Débutant;Arnaud Clément, born December 17, 1977 in Aix-en-Provence, is a French tennis player, professional between 1996 and 2012.;
9;en;Which first single from Nolwenn Leroy has sold 400,000 copies ?;« Broken »;« Inevitably »;« Stay still »;« Brest »;Débutant;2003 tube written by Lionel Florence and composed by Francis Maggiulli, she will interpret it in many TV shows.;
10;en;Approximately how many albums has Nolwenn Leroy already sold at the end of 2018 ?;3 million;2 million;4 million;5 million;Débutant;Besides Belgium and Switzerland, it has also exported and ranked in Germany, USA and South Korea.;https://en.wikipedia.org/wiki/Nolwenn_Leroy
11;en;Which foundation is Nolwenn Leroy the godmother ?;Abbot-Pierre;Anne-de-Gaulle;SOS families;Gabriel-Péri;Confirmé;Recognized as being in the public interest, the foundation's mission is to provide any poor person with access to decent housing.;
12;en;What role was she due in the musical « Gone with the Wind » ?;Scarlett O'Hara;Belle Watling;Mélanie Hamilton;Ashley Wilkes;Confirmé;She finally chose the « Star Academy » which she won in 2002 against Houcine, in front of more than 11.;
13;en;Which of these singles was released during the re-release of the « Bretonne » album ?;« Moonlight shadow »;« Tri Martolod »;« La Marseillaise »;« Night butterfly »;Confirmé;A tour of more than 100 dates begins in June 2011, passing notably through Brittany and the major summer festivals.;https://en.wikipedia.org/wiki/Bretonne_(album)
14;en;« Ô girls of the water », in Celtic pop-folk colors, is his date album ?;Fifth;Fourth;Third;Sixth;Confirmé;The album draws inspiration from Pre-Raphaelite art, Celtic literature and legends, and is carried by the single « Just to Remember ».;https://en.wikipedia.org/wiki/Nolwenn_Leroy
15;en;With whom did she sing « The Seal Lament in Alaska » as a duet ?;Eddy Mitchell;Jacques Dutronc;Johnny Hallyday;Etienne Daho;Confirmé;In 2014 and 2017, Eddy Mitchell formed with Johnny Hallyday and Jacques Dutronc the trio Les Vieilles Canailles.;https://en.wikipedia.org/wiki/Nolwenn_Leroy
16;en;Which studio album did Nolwenn Leroy release on November 2, 2018 ?;« Folk »;« Gem »;« Breton »;« Nolwenn »;Confirmé;Nolwenn Leroy revisits there songs that have marked this musical genre by trying to bring his sensitivity.;https://en.wikipedia.org/wiki/Nolwenn_Leroy
17;en;How many concerts has Nolwenn Leroy given for the « Bretonne Tour » ?;100;80;60;120;Confirmé;Despite a theme and a repertoire centered on Brittany, specifically Breton instruments are absent from this album.;https://en.wikipedia.org/wiki/Nolwenn_Leroy
18;en;For which shampoo is Nolwenn Leroy advertised in the press ?;Pantene Pro-V;Fructis;Ultra Soft;DOP;Confirmé;Pantene is a shampoo brand of Procter and Gamble (P and G) which chose Gisele Bündchen as its muse in 2014.;https://en.wikipedia.org/wiki/Pantene
19;en;In what year did Nolwenn Leroy inaugurate her wax statue at the Musée Grévin ?;2012;2010;2016;2014;Confirmé;The Grevin Museum is a private wax museum inaugurated on June 5, 1882, located in the 9th arrondissement of Paris, France.;
20;en;What is singer Nolwenn Leroy's real family name ?;The Magueresse;Boulay;The Good;Castells;Confirmé;Nolwenn is the daughter of former professional footballer Jean-Luc Le Magueresse, and of Muriel Leroy, niece of director Serge Leroy.;https://en.wikipedia.org/wiki/Nolwenn_Leroy
21;en;Which hypermarket organized the Desert Schools contest that she won at 13 ?;Cora;Champion;Aldi;Carrefour;Expert;Cora is a Belgian hypermarket brand belonging to the Louis Delhaize group and comprising 60 hypermarkets in France.;https://en.wikipedia.org/wiki/Cora_(hypermarket)
22;en;Where did she go thanks to the Rotary Club's international exchange program ?;Hamilton;Sidney;Ottawa;Lancaster;Expert;The seat of Butler County, Hamilton is a city in the state of Ohio populated in the 2000 census of 60,690 people.;https://en.wikipedia.org/wiki/Hamilton,_Ohio
23;en;With whom did she supervise the making of the album « The Cheshire Cat and Me » ?;Teitur Lassen;Stanley Samuelsen;Heri Joensen;Uni Arge;Expert;Announced by the single « Should we, should we not ? », the album, more personal and intimate, is gold record with more than 50,000 sales.;https://en.wikipedia.org/wiki/Le_Cheshire_Cat_et_moi
24;en;In homage to whom did she sing in 2013 at the Francofolies in New York ?;Edith Piaf;Sarah Vaughan;Patricia Carli;Aretha Franklin;Expert;Nolwenn Leroy participated in the celebration of the fiftieth anniversary of the death of Edith Piaf at the Francofolies in New York.;
25;en;Which university was she invited to on June 11, 2015 to talk about her career ?;Oxford;Lancaster;Brighton;Cambridge;Expert;The University of Oxford, located 90 km northwest of London, is one of the most prestigious universities in the world.;
26;en;Who produced their sixth studio album, titled « Gemme » ?;Jamie Ellis;Pharrell Williams;David Guetta;Elton John;Expert;Nolwenn wrote and co-composed most of the songs on this pop album combining French and English titles.;https://en.wikipedia.org/wiki/Nolwenn_Leroy
27;en;What night show at Futuroscope park is she the storyteller of ?;« Lady Ô »;« Cyber Avenue »;« The Pyramid »;« Dynamic »;Expert;The Futuroscope or Parc du Futuroscope is a French leisure park with a technological, scientific, anticipatory and fun theme.;https://en.wikipedia.org/wiki/Futuroscope
28;en;Which Breton designer has made some of the « Bretonne Tour » stage outfits ?;Pascal Jaouen;Romain Kremer;Olivier Rousteing;Michel Goma;Expert;Pascal Jaouen opened several embroidery schools, wrote a few books and produced ready-to-wear collections.;
29;en;With whom did she shoot an advertisement for Nintendo 3DS in June 2011 ?;Nagui;José Garcia;Olivier Minne;Jérôme Bonaldi;Expert;In 2000, Nagui met Australian-British actress Mélanie Page, whom he married on June 5, 2010.;https://en.wikipedia.org/wiki/Nagui
30;en;On which search engine was she the most searched French singer in 2017 ?;Yahoo!;Google;Alta Vista;Bing;Expert;Yahoo! offers many free services, including a search engine, mailboxes and messaging.;https://en.wikipedia.org/wiki/Yahoo!
1;de;Welche Saison der « Star Academy » Frankreich gewann Nolwenn Leroy 2002 ?;Zweite;Zuerst;Dritte;Vierte;Débutant;Die Direktorin dieser Promotion war Alexia Laroche-Joubert und die Studenten der Star Academy 1 waren ihre Sponsoren.;
2;de;In welchem Unternehmen ist Nolwenn Leroy seit 2006 Mitglied ?;Die Enfoires;Pflaster;Handeln Reagieren;Zusammen;Débutant;Les Enfoirés ist eine Gruppe von Künstlern, die 1985 gegründet wurde, um zugunsten des Vereins Restos du Coeur de Coluche zu singen.;
3;de;Aus welcher Region Frankreichs stammt Nolwenn Leroy ?;Bretagne;Provence;Elsass;Pas-de-Calais;Débutant;Ihre ersten Lebensjahre verbrachte sie zwischen der Bretagne, Kersaint-Plabennec und Guingamp, der le-de-France und Nord-Pas-de-Calais.;https://de.wikipedia.org/wiki/Nolwenn_Leroy
4;de;Von welchem Gesangslehrer der « Star Academy » war Nolwenn Leroy fasziniert ?;Armande Altaï;Isabelle Charles;Anne Ducros;Raphaëlle Ricci;Débutant;Armande Kumpal Kabartay Altaï-Magini wurde am 20. Mai 1944 in Aleppo in Syrien geboren, in einer Familie von fünf Kindern.;
5;de;Wie lautet der Titel von Nolwenn Leroys erstem Studioalbum, das 2003 veröffentlicht wurde ?;« Nolwenn »;« Bretonisch »;« Naturgeschichten »;« Juwel »;Débutant;An diesem Album wirken unter anderem Pascal Obispo, Lara Fabian, Laurent Voulzy, Lionel Florence und Daniel Lavoie mit.;
6;de;Wer hat das Ende 2005 in den Läden erschienene Album « Natural Histories » mitproduziert ?;Laurent Voulzy;Serge Gainsbourg;Pascal Obispo;Marc Lavoine;Débutant;Die erste Single, « Nolwenn Ohwo! », wird von Alain Souchon, Laurent Voulzy und Nolwenn selbst signiert.;
7;de;Welches Album wird auf Bretonisch, Französisch, Englisch und Irisch-Gälisch gesungen ?;« Bretonisch »;« Nolwenn »;« Juwel »;« Volk »;Débutant;Das Album kennt einen riesigen Erfolg in Frankreich (zweiter Bester Verkauf des Jahres 2011, Nr. 16 Wochen, Nr. Sieben Wochen).;https://de.wikipedia.org/wiki/Bretonne
8;de;Mit wem ist Nolwenn Leroy seit Januar 2008 liiert ?;Arnaud Clément;Sébastien Lareau;Pierre Gillou;Max Decugis;Débutant;Arnaud Clément, geboren 17. Dezember 1977 in Aix-en-Provence, ist ein französischer Tennisspieler, professionell zwischen 1996 und 2012.;
9;de;Welche erste Single von Nolwenn Leroy hat sich 400.000 Mal verkauft ?;« Kaputt »;« Zwangsläufig »;« Bleib still »;« Brest »;Débutant;2003 tube geschrieben von Lionel Florence und komponiert von Francis Maggiulli, sie wird es in vielen TV-Shows interpretieren.;
10;de;Wie viele Alben hat Nolwenn Leroy Ende 2018 ungefähr verkauft ?;3 Millionen;2 Millionen;4 Millionen;5 Millionen;Débutant;Neben Belgien und der Schweiz hat es auch in Deutschland, USA und Südkorea exportiert und rangiert.;https://de.wikipedia.org/wiki/Nolwenn_Leroy
11;de;Welche Stiftung ist Nolwenn Leroy die Patin ?;Abt-Pierre;Anne-de-Gaulle;SOS-Familien;Gabriel-Péri;Confirmé;Anerkannt im öffentlichen Interesse ist es die Mission der Stiftung, allen armen Menschen Zugang zu menschenwürdigem Wohnraum zu verschaffen.;
12;de;Welche Rolle spielte sie im Musical « Vom Winde verweht » ?;Scarlett O'Hara;Belle Watling;Melanie Hamilton;Ashley Wilkes;Confirmé;Sie entschied sich schließlich für die « Star Academy », die sie 2002 vor mehr als 11,5 Millionen Zuschauern gegen Houcine gewann.;
13;de;Welche dieser Singles wurde während der Wiederveröffentlichung des Albums « Bretonne » veröffentlicht ?;« Mondlichtschatten »;« Tri Martolod »;« La Marseillaise »;« Nachtschmetterling »;Confirmé;Im Juni 2011 beginnt eine Tour mit mehr als 100 Terminen, die insbesondere durch die Bretagne und die wichtigsten Sommerfestivals führt.;https://de.wikipedia.org/wiki/Bretonne
14;de;« Ô Mädchen des Wassers », in keltischen Pop-Folk-Farben, ist sein Date-Album ?;Fünfter;Vierte;Dritte;Sechster;Confirmé;Das Album ist von präraffaelitischer Kunst, keltischer Literatur und Legenden inspiriert und wird von der Single « Just to Remember » getragen.;https://de.wikipedia.org/wiki/Nolwenn_Leroy
15;de;Mit wem sang sie « The Seal Lament in Alaska » im Duett ?;Eddy Mitchell;Jacques Dutronc;Johnny Hallyday;Etienne Daho;Confirmé;2014 und 2017 gründete Eddy Mitchell mit Johnny Hallyday und Jacques Dutronc das Trio Les Vieilles Canailles.;https://de.wikipedia.org/wiki/Nolwenn_Leroy
16;de;Welches Studioalbum hat Nolwenn Leroy am 2. November 2018 veröffentlicht ?;« Volk »;« Juwel »;« Bretonisch »;« Nolwenn »;Confirmé;Nolwenn Leroy greift dort Songs auf, die dieses Musikgenre geprägt haben, indem er versucht, seine Sensibilität einzubringen.;https://de.wikipedia.org/wiki/Nolwenn_Leroy
17;de;Wie viele Konzerte hat Nolwenn Leroy für die « Bretonne Tour » gegeben ?;100;80;60;120;Confirmé;Trotz eines auf die Bretagne zentrierten Themas und Repertoires fehlen spezifisch bretonische Instrumente auf diesem Album.;https://de.wikipedia.org/wiki/Nolwenn_Leroy
18;de;Für welches Shampoo wird Nolwenn Leroy in der Presse beworben ?;Pantene Pro-V;Fructis;Ultraweich;DOP;Confirmé;Pantene ist eine Shampoo-Marke von Procter und Gamble (P und G), die 2014 Gisele Bündchen als Muse gewählt hat.;
19;de;In welchem Jahr hat Nolwenn Leroy ihre Wachsfigur im Musée Grévin eingeweiht ?;2012;2010;2016;2014;Confirmé;Das Grévin Museum ist ein Museum für Privatwachs, das am 5. Juni 1882 in der 9. Arrondissement von Paris, Frankreich, gelegen ist.;
20;de;Wie lautet der richtige Familienname von Sängerin Nolwenn Leroy ?;Die Maguresse;Boulay;Das Gute;Castells;Confirmé;Nolwenn ist die Tochter des ehemaligen Fußballprofis Jean-Luc Le Magueresse und von Muriel Leroy, der Nichte des Regisseurs Serge Leroy.;https://de.wikipedia.org/wiki/Nolwenn_Leroy
21;de;Welcher Hypermarkt hat den Desert Schools-Wettbewerb organisiert, den sie mit 13 gewonnen hat ?;Cora;Champion;Aldi;Carrefour;Expert;Cora ist eine belgische Hypermarktmarke, die zur Louis Delhaize-Gruppe gehört und 60 SB-Warenhäuser in Frankreich umfasst.;https://de.wikipedia.org/wiki/Cora_(Unternehmen)
22;de;Wohin ging sie dank des internationalen Austauschprogramms des Rotary Clubs ?;Hamilton;Sydney;Ottawa;Lancaster;Expert;Hauptsitz von Butler County, Hamilton, ist eine Stadt im Staat Ohio, die während der Volkszählung von 2000 von 60.690 Einwohnern bevölkert ist.;https://de.wikipedia.org/wiki/Hamilton_(Ohio)
23;de;Mit wem hat sie die Produktion des Albums « The Cheshire Cat and Me » betreut ?;Teitur Lassen;Stanley Samuelsen;Heri Joensen;Uni Arge;Expert;Angekündigt von der Single « Sollten wir nicht ? », das Album, persönlicher und intimer, ist Goldscheibe mit mehr als 50.000 Verkäufen.;
24;de;Als Hommage an wen sang sie 2013 bei den Francofolies in New York ?;Edith Piaf;Sarah Vaughan;Patricia Carli;Aretha Franklin;Expert;Nolwenn Leroy nahm an der Feier des fünfzigsten Jubiläums des Todes von Edith Piaf in den Franktionen von New York teil.;
25;de;An welche Universität wurde sie am 11. Juni 2015 eingeladen, um über ihren Werdegang zu sprechen ?;Oxford;Lancaster;Brighton;Cambridge;Expert;Die University of Oxford, 90 km nordwestlich von London gelegen, ist eine der renommiertesten Universitäten der Welt.;
26;de;Wer produzierte ihr sechstes Studioalbum mit dem Titel « Gemme » ?;Jamie Ellis;Pharrell Williams;David Guetta;Elton John;Expert;Nolwenn schrieb und komponierte die meisten Songs auf diesem Pop-Album, das französische und englische Titel kombiniert.;https://de.wikipedia.org/wiki/Nolwenn_Leroy
27;de;Von welcher Nachtshow im Futuroscope Park ist sie die Geschichtenerzählerin ?;« Dame Ô »;« Cyber Avenue »;« Die Pyramide »;« Dynamisch »;Expert;Der Futuroscope oder Parc du Futuroscope ist ein französischer Freizeitpark mit einem technologischen, wissenschaftlichen, vorausschauenden und unterhaltsamen Thema.;https://de.wikipedia.org/wiki/Futuroscope
28;de;Welcher bretonische Designer hat einige der Bühnenoutfits der « Bretonne Tour » entworfen ?;Pascal Jaouen;Romain Kremer;Olivier Rousteing;Michel Goma;Expert;Pascal Jaouen eröffnete mehrere Stickereischulen, schrieb einige Bücher und produzierte Konfektionskollektionen.;
29;de;Mit wem hat sie im Juni 2011 eine Werbung für Nintendo 3DS gedreht ?;Nagui;José Garcia;Olivier Minne;Jérôme Bonaldi;Expert;Im Jahr 2000 erfüllt Nagui die australische-britische Schauspielerin Mélanie-Seite, mit der er den 5. Juni 2010 heiratete.;
30;de;Auf welcher Suchmaschine war sie 2017 die meistgesuchte französische Sängerin ?;Yahoo!;Google;Alta Vista;Bing;Expert;Yahoo! Bietet viele kostenlose Services, darunter eine Suchmaschine, Postfächer und Messaging.;https://de.wikipedia.org/wiki/Altaba
1;es;¿Qué temporada de la « Star Academy » Francia ganó Nolwenn Leroy en 2002 ?;Segundo;Primero;Tercero;Cuarto;Débutant;La directora de esta promoción fue Alexia Laroche-Joubert y los alumnos de Star Academy 1 fueron sus patrocinadores.;
2;es;¿A qué empresa pertenece Nolwenn Leroy desde 2006 ?;Los Enfoirés;Band Aid;Actuar Reaccionar;Juntos;Débutant;Les Enfoirés es un grupo de artistas creado en 1985 para cantar en beneficio de la asociación Restos du Coeur de Coluche.;
3;es;¿De qué región de Francia es Nolwenn Leroy ?;Bretaña;Provenza;Alsacia;Paso de Calais;Débutant;Vivió sus primeros años entre Bretaña, Kersaint-Plabennec y Guingamp, Île-de-France y Nord-Pas-de-Calais.;https://es.wikipedia.org/wiki/Nolwenn_Leroy
4;es;¿Por qué profesor de canto de « Star Academy » estaba fascinado Nolwenn Leroy ?;Armande Altaï;Isabelle Charles;Anne Ducros;Raphaëlle Ricci;Débutant;Armande Kumpal Kabartay Altaï-Magini nació en Alepo, Siria, el 20 de mayo de 1944, en una familia de cinco hijos.;
5;es;¿Cuál es el título del primer álbum de estudio de Nolwenn Leroy, lanzado en 2003 ?;« Nolwenn »;« Bretón »;« Historias naturales »;« Gema »;Débutant;En este disco participan, entre otros, Pascal Obispo, Lara Fabian, Laurent Voulzy, Lionel Florence y Daniel Lavoie.;
