1;fr;Quel surnom était donné à Victoria Beckham au sein du groupe des Spice Girls ?;Posh;Push;Pesh;Pish;Débutant;La carrière solo de Victoria Posh Beckham (assez vite arrêtée) est celle qui est la plus désastreuse des Spice Girls.;https://fr.wikipedia.org/wiki/Victoria_Beckham
15;fr;Dans le monde magique des Pokémon, qui sont les ennemis jurés de Sacha et ses amis ?;Team Rocket;Team Alpha;Team Miaouss;Team Draco;Confirmé;La Team Rocket est une organisation criminelle fictive, sous la propriété de Giovanni, de la série animée « Pokémon ».;https://fr.wikipedia.org/wiki/Team_Rocket
16;fr;« Les Noces de Figaro » est un opéra-bouffe de quel grand compositeur ?;Mozart;Mahler;Mendelssohn;Moussorgski;Confirmé;Après une première représentation donnée à Vienne en mai 1786, huit autres représentations furent ensuite proposées.;https://fr.wikipedia.org/wiki/Les_Noces_de_Figaro
17;fr;Quel signe du Zodiaque vient directement se placer après le signe du Lion ?;Vierge;Balance;Scorpion;Bélier;Confirmé;Les douze signes du Zodiaque portent le nom des constellations qui en étaient les plus proches à l'époque.;https://fr.wikipedia.org/wiki/Signe_du_Zodiaque
18;fr;Quelle effeuilleuse sexy fut la compagne de Marilyn Manson durant plusieurs années ?;Dita Von Teese;Ursula Martinez;Carol Doda;Tori Welles;Confirmé;La signature de Dita, danseuse burlesque, est née de sa rencontre avec Catherine D'Lish, sa meilleure amie.;https://fr.wikipedia.org/wiki/Dita_von_Teese
19;fr;Quel acteur a fait rencontrer son agent à Johnny Depp, alors inconnu du grand public ?;Nicolas Cage;Bruce Willis;Morgan Freeman;Clint Eastwood;Confirmé;Johnny Depp est devenu célèbre grâce à la série télévisée « 21 Jump Street » et surtout grâce à son rôle de Jack Sparrow.;https://fr.wikipedia.org/wiki/Johnny_Depp
20;fr;Quelle est la durée fixée pour le mandat des députés européens ?;Cinq ans;Quatre ans;Trois ans;Six ans;Confirmé;Un tiers des eurodéputés sont des femmes, pourcentage plus élevé que dans la plupart des parlements nationaux.;https://fr.wikipedia.org/wiki/Député_européen
21;fr;Quel est le titre du cinquième opus du groupe de rap français IAM sorti en 2007 ?;« Saison 5 »;« Pour rien au monde »;« Décoffrage »;« Prière et dévotion »;Expert;À l'occasion des vingt ans du groupe, IAM s'est réunit pour un concert au pied des Pyramides de Gizeh le 14 mars 2008.;https://fr.wikipedia.org/wiki/IAM
22;fr;Qui a créé les désormais célèbres personnages des « Têtes à claques » sur internet ?;Michel Beaudet;Michel Beaudry;Michel Beaulieu;Michel Beaupré;Expert;Le site créé par l'ex-publicitaire Michel Beaudet connaît, depuis sa création le 16 août 2006, un très grand succès.;https://fr.wikipedia.org/wiki/Têtes_à_claques
23;fr;Quel est le nouveau nom du logiciel gratuit de messagerie instantanée « Gaim » ?;« Pidgin »;« Connect »;« iShare »;« Komunity »;Expert;« Gaim » a été renommé en « Pidgin » en 2007 en raison de plaintes de la société AOL et de sa marque AIM.;https://fr.wikipedia.org/wiki/Pidgin_(logiciel)
24;fr;Quelle carte est la plus rare et la plus chère du jeu à collectionner « Magic the Gathering » ?;« Lotus noir »;« Mox de diamant »;« Ange de Serra »;« Oiseau de paradis »;Expert;Il existe plus de 20 000 cartes différentes avec lesquelles chaque joueur doit construire son jeu en suivant des règles précises.;https://fr.wikipedia.org/wiki/Magic_the_Gathering
25;fr;Dans quelle ville furent tués les célèbres pacifistes du Bloody Sunday de 1972 ?;Derry;Dublin;Belfast;Limerick;Expert;Tous les ans, le dernier dimanche de janvier, une marche commémorative a lieu dans le quartier républicain du Bogside.;https://fr.wikipedia.org/wiki/Bloody_Sunday_(1972)
26;fr;Quelle corbeille en osier permet de lancer la balle à la pelote basque ?;Chistera;Bertsu;Makhila;Talo;Expert;Jeu universel, legs d'autres civilisations, la pelote basque regroupe plusieurs jeux traditionnels issus du jeu de paume.;https://fr.wikipedia.org/wiki/Pelote_basque
27;fr;Dans quelle ville fut fondée la marque de vêtements Oxbow en 1985 ?;Pont-Audemer;Bordeaux;Biarritz;Chambord;Expert;La marque de vêtements Oxbow, aujourd'hui Maison de surf française, se veut pionnière d'un positionnement sport-mode.;https://fr.wikipedia.org/wiki/Oxbow_(marque)
28;fr;Combien pesait le fameux ENIAC, ordinateur devenu entièrement électronique ?;30 tonnes;500 kilos;1 tonne;125 kilos;Expert;L'ENIAC pouvait, en principe, résoudre tous les problèmes calculatoires au prix d'une forte consommation énergétique.;https://fr.wikipedia.org/wiki/ENIAC
29;fr;Quel pays africain est également connu sous le nom de Pays des Braves ?;Djibouti;Somalie;Soudan;Tunisie;Expert;Djibouti, situé sur la côte ouest du débouché méridional de la mer Rouge, désigne à la fois le pays et sa capitale.;https://fr.wikipedia.org/wiki/Djibouti
30;fr;Qui a incarné avec talent et panache le commissaire Valence à la télévision ?;Bernard Tapie;Frédéric Diefenthal;Jean Reno;Richard Berry;Expert;Bernard Tapie a surtout fait parler de lui dans une série d'opérations financières, avec entre autres le Crédit lyonnais.;https://fr.wikipedia.org/wiki/Bernard_Tapie
1;en;What nickname was given to Victoria Beckham among the Spice Girls ?;« Posh »;« Push »;« Pesh »;« Pish »;Débutant;The solo career of Victoria Posh Beckham (pretty quickly stopped) is the most disastrous of the Spice Girls.;https://en.wikipedia.org/wiki/Victoria_Beckham
2;en;Which boy band was Justin Timberlake before progressing in a solo career ?;NSYNC;Take That;G-Squad;Backstreet Boys;Débutant;The members of the NSYNC group were Lance Bass, Chasez, Joey Fatone, Chris Kirkpatrick and Justin Timberlake.;https://en.wikipedia.org/wiki/NSYNC
3;en;What is the nickname given to French singer Christophe Willem ?;The turtle;The Siamese;Gorilla;The panther;Débutant;Christophe Durier was revealed by the season 4 of the « Nouvelle Star » broadcast in 2006, which he emerged victorious.;https://en.wikipedia.org/wiki/Christophe_Willem
4;en;In the X-Men, what substance is the skeleton of Wolverine ?;Adamantium;Vibranium;Cavorite;Neutronium;Débutant;Adamantium, the most resistant imaginary metal alloy of all known imaginary metals, does not oxidize or rust.;https://en.wikipedia.org/wiki/Adamantium
5;en;In which country could you pick tulips in clogs near the windmills ?;Netherlands;Switzerland;Germany;Luxembourg;Débutant;The Netherlands is one of the countries with the lowest average altitude in the world (partly below sea level).;
6;en;In what year did the first version of the movie « E.T. » come out ?;1982;1984;1986;1980;Débutant;For eleven years in a row, the American blockbuster « E.T. the extra-terrestrial » will remain at the top of the global box office.;
7;en;What is the color of the triangle on a PlayStation 2 gamepad ?;Green;Blue;Red;Mauve;Débutant;The PS2 is a sixth-generation video game console marketed by Sony Computer Entertainment.;https://en.wikipedia.org/wiki/PlayStation_2
8;en;Who became the first artist produced by Internet users in France ?;Grégoire;Matthieu;Antoine;Simon;Débutant;Grégoire's first album, released in 2008 and turned into a diamond disc, was produced by 347 Internet users.;https://en.wikipedia.org/wiki/Grégoire_(musician)
9;en;Which actor plays Spider-Man in the series of films made by Sam Raimi ?;Tobey Maguire;Val Kilmer;Ben Foster;Jason Statham;Débutant;Tobey Maguire will no longer be chosen to interpret Peter Parker's character in « Spiderman 4 ».;https://en.wikipedia.org/wiki/Tobey_Maguire
10;en;Fruit of the lemon tree, lemon is a citrus rich in what vitamin ?;Vitamin C;Vitamin A;Vitamin B;Vitamin D;Débutant;Lemon can sometimes cause burns in the mucous membranes if its juice is absorbed too much.;https://en.wikipedia.org/wiki/Lemon
11;en;In what year did the first prototype of the 205 come out of the Peugeot workshops ?;1981;1977;1969;1992;Confirmé;The builder's flagship model, the 205 will save it from a delicate financial situation after the purchase of Chrysler Europe.;https://en.wikipedia.org/wiki/Peugeot_205
12;en;Which audiovisual production company belongs to Christophe Dechavanne ?;Coyote;Réservoir Prod;Case Productions;Visu Tele;Confirmé;The Coyote Group is one of the largest independent producers in the French audiovisual landscape.;
13;en;With which movie did Clint Eastwood make a biography of Charlie Parker ?;« Bird »;« Parker »;« Dizzy »;« Charlie »;Confirmé;The film of high quality is one of the very few devoted to jazz and music of a director himself a musician.;https://en.wikipedia.org/wiki/Bird_(film)
14;en;Jon Voight, interpreter of the movie « Macadam Cowboy », has a famous girl called ...;Angelina Jolie;Kate Moss;Katie Holmes;Jennifer Aniston;Confirmé;Originally from Germany and Slovakia, Jon Voight attended stage design classes at the Catholic University of New York.;https://en.wikipedia.org/wiki/Jon_Voight
15;en;In the magical world of Pokémon, who are the sworn enemies of Sacha and her friends ?;Team Rocket;Team Alpha;Team Miaouss;Team Draco;Confirmé;The Team Rocket is a fictional criminal organization, under the ownership of Giovanni, of the animated series « Pokémon ».;https://en.wikipedia.org/wiki/Team_Rocket
16;en;« The Marriage of Figaro » is an ope-food of which great composer ?;Mozart;Puccini;Verdi;Toscanini;Confirmé;After the first representation given in Vienna in May 1786, eight other representations were proposed.;https://en.wikipedia.org/wiki/The_Marriage_of_Figaro
17;en;What sign of the Zodiac comes directly after the sign of Leo ?;Virgo;Balance;Scorpion;Beier;Confirmé;The twelve signs of the Zodiac bear the name of the constellations that were closest to them at the time.;https://en.wikipedia.org/wiki/Astrological_sign
18;en;What sexy stripper was Marilyn Manson's companion for several years ?;Dita Von Teese;Ursula Martinez;Carol Doda;Tori Welles;Confirmé;The signature of Dita, a burlesque dancer, arose from her meeting with Catherine D'Lish, her best friend.;https://en.wikipedia.org/wiki/Dita_von_Teese
19;en;Which actor had his agent meet Johnny Depp, then unknown to the general public ?;Nicolas Cage;Bruce Willis;Morgan Freeman;Clint Eastwood;Confirmé;Johnny Depp has become famous thanks to the television series « 21 Jump Street » and his role as Jack Sparrow.;https://en.wikipedia.org/wiki/Johnny_Depp
20;en;What is the duration fixed for the mandate of the European delegates ?;Five years;Four years;Three years;Six years;Confirmé;One-third of the Euro-respondents are women, a higher percentage than in most national parliaments.;https://en.wikipedia.org/wiki/Member_of_the_European_Parliament
21;en;What is the title of the fifth album of the French rap band IAM released in 2007 ?;« Saison 5 »;« Pour rien au monde »;« Décoffrage »;« Prière et dévotion »;Expert;On the occasion of the group's 20th anniversary, IAM met for a concert at the foot of the Pyramids of Giza on 14th March 2008.;https://en.wikipedia.org/wiki/IAM_(Band)
22;en;Who created the characters of « Heads slaps » on the internet ?;Michel Beaudet;Michel Beaudry;Michel Beaulieu;Michel Beaupré;Expert;The site created by the ex-advertising Michel Beaudet knows, since its creation on August 16, 2006, a very big success.;https://en.wikipedia.org/wiki/Têtes_à_claques
23;en;What is the new name of the free instant messaging software « Gaim » ?;« Pidgin »;« Connect »;« iShare »;« Komunnity »;Expert;« Gaim » was renamed « Pidgin » in 2007 because of complaints from AOL and its AIM brand.;https://en.wikipedia.org/wiki/Pidgin_(software)
24;en;What is the rarest and most expensive card in « Magic the Gathering » ?;« Black Lotus »;« Diamond Mox »;« Angel of Serra »;« Bird of Paradise »;Expert;There are more than 20 000 different cards with which each player must build his game by following specific rules.;https://en.wikipedia.org/wiki/Magic_the_Gathering
25;en;In which city were the sadly famous pacifists of the 1972 Bloody Sunday killed ?;Derry;Dublin;Belfast;Limerick;Expert;Every year, on the last Sunday of January, a memorial march takes place in the Bogside District.;https://en.wikipedia.org/wiki/Bloody_Sunday_(1972)
26;en;What wicker basket can throw the ball to the Basque pelota ?;Chistera;Bertsu;Makhila;Talo;Expert;Universal game, legacy of other civilizations, the Basque pelota gathers several traditional games from the game of palm.;https://en.wikipedia.org/wiki/Basque_pelota
27;en;In which city was founded the Oxbow clothing brand in 1985 ?;Pont-Audemer;Bordeaux;Biarritz;Chambord;Expert;The brand of clothing Oxbow, now « French Surf House », wants to pioneer a sport-fashion positioning.;https://en.wikipedia.org/wiki/Oxbow_(surfwear)
28;en;How much was the famous ENIAC, a fully electronic computer ?;30 tons;500 kilos;1 ton;125 kilos;Expert;ENIAC could, in principle, solve all computational problems at the cost of high energy consumption.;https://en.wikipedia.org/wiki/ENIAC
29;en;Which African country is known as « Pays des Braves » ?;Djibouti;Somalia;Sudan;Tunisia;Expert;Djibouti, located on the western coast of the southern Red Sea, is the name of both the country and its capital.;https://en.wikipedia.org/wiki/Djibouti
30;en;Who impressively embodied Commissioner Valencia on TV ?;Bernard Tapie;Frédéric Diefenthal;Jean Reno;Richard Berry;Expert;Bernard Tapie has mostly been talked about in a series of financial operations, with among others the Credit Lyonnais.;https://en.wikipedia.org/wiki/Bernard_Tapie
1;de;Welchen Spitznamen erhielt Victoria Beckham unter den Spice Girls ?;« Posh »;« Push »;« Pesh »;« Pish »;Débutant;Die Solokarriere von Victoria Posh Beckham (ziemlich schnell gestoppt) ist die verhängnisvollste der Spice Girls.;https://de.wikipedia.org/wiki/Victoria_Beckham
2;de;Welche Boygroup war Justin Timberlake, bevor er seine Solokarriere fortsetzte ?;NSYNC;Take That;G-Squad;Backstreet Boys;Débutant;Die Mitglieder der NSYNC-Gruppe waren Lance Bass, Chasez, Joey Fatone, Chris Kirkpatrick und Justin Timberlake.;https://de.wikipedia.org/wiki/*NSYNC
3;de;Wie heißt der französische Sänger Christophe Willem ?;Die Schildkröte;Die Siamesen;Gorilla;Der Panther;Débutant;Christophe Durier wurde 2006 in der vierten Staffel der Show « Nouvelle Star » enthüllt, die er als Sieger hervorbrachte.;https://de.wikipedia.org/wiki/Christophe_Willem
4;de;Was ist bei den X-Men das Skelett von Wolverine ?;Adamantium;Vibranium;Cavorite;Neutronium;Débutant;Adamantium, die widerstandsfähigste imaginäre Metalllegierung aller bekannten imaginären Metalle, oxidiert nicht oder rostet nicht.;https://de.wikipedia.org/wiki/Adamantium
5;de;In welchem Land könnten Sie Tulpen in Hufen in der Nähe der Windmühlen pflücken ?;Niederlande;Schweiz;Deutschland;Luxemburg;Débutant;Die Niederlande gehören zu den Ländern mit der niedrigsten durchschnittlichen Höhe der Welt (teilweise unter dem Meeresspiegel).;
6;de;In welchem Jahr erschien die erste Version des Films « E.T. » ?;1982;1984;1986;1980;Débutant;Seit elf Jahren in Folge ist der amerikanische Blockbuster « E.T. das Außerirdische » bleibt an der Spitze der weltweiten Kinokassen.;
7;de;Welche Farbe hat das Dreieck auf einem PlayStation 2 Gamepad ?;Grün;Blau;Rot;Malve;Débutant;Die PS2 ist eine Videospielkonsole der sechsten Generation, die von Sony Computer Entertainment vermarktet wird.;https://de.wikipedia.org/wiki/PlayStation_2
8;de;Wer wurde der erste von Internetnutzern in Frankreich produzierte Künstler ?;Grégoire;Matthieu;Antoine;Simon;Débutant;Grégoires erstes Album, das 2008 veröffentlicht wurde und in eine Diamantscheibe umgewandelt wurde, wurde von 347 Internetnutzern produziert.;https://de.wikipedia.org/wiki/Grégoire_(Sänger)
9;de;Welcher Schauspieler spielt Spider-Man in der Filmreihe von Sam Raimi ?;Tobey Maguire;Val Kilmer;Ben Foster;Jason Statham;Débutant;Tobey Maguire wird nicht mehr ausgewählt, Peter Parkers Figur in « Spiderman 4 » zu interpretieren.;https://de.wikipedia.org/wiki/Tobey_Maguire
10;de;Frucht des Zitronenbaums, Zitrone ist ein Zitrus reich an was für Vitamin ?;Vitamin C;Vitamin A;Vitamin B;Vitamin D;Débutant;Zitrone kann manchmal Verbrennungen in den Schleimhäuten verursachen, wenn ihr Saft zu viel absorbiert wird.;https://de.wikipedia.org/wiki/Zitrone
11;de;In welchem Jahr kam der erste Prototyp des 205 aus den Peugeot-Werkstätten ?;1981;1977;1969;1992;Confirmé;Das Flaggschiff des Bauherrn, der 205, wird es vor einer schwierigen finanziellen Situation nach dem Kauf von Chrysler Europe bewahren.;https://de.wikipedia.org/wiki/Peugeot_205
12;de;Welcher audiovisuelle Produktionsbetrieb gehört Christophe Dechavanne ?;Coyote;Réservoir Prod;Case Productions;Visu Tele;Confirmé;Die Coyote Group ist einer der größten unabhängigen Produzenten in der französischen audiovisuellen Landschaft.;
13;de;Mit welchem Film hat Clint Eastwood eine Biographie von Charlie Parker gemacht ?;« Bird »;« Parker »;« Dizzy »;« Charlie »;Confirmé;Der Film von hoher Qualität ist einer der wenigen, die sich dem Jazz und der Musik eines Regisseurs selbst widmen.;https://de.wikipedia.org/wiki/Bird_(film)
14;de;Jon Voight, Übersetzer des Films « Macadam Cowboy », hat ein berühmtes Mädchen namens ...;Angelina Jolie;Kate Moss;Katie Holmes;Jennifer Aniston;Confirmé;Der aus Deutschland und der Slowakei stammende Jon Voight besuchte Bühnenunterricht an der Katholischen Universität von New York.;https://de.wikipedia.org/wiki/Jon_Voight
15;de;In der magischen Welt von Pokémon, wer sind die Erzfeinde von Sacha und seinen Freunden ?;Team Rocket;Team Alpha;Team Miauss;Team Draco;Confirmé;Team Rocket ist eine fiktive kriminelle Organisation im Besitz von Giovanni aus der Zeichentrickserie « Pokémon ».;
16;de;« Die Hochzeit des Figaro » ist ein ope-food von welchem großen Komponisten ?;Mozart;Puccini;Verdi;Toscanini;Confirmé;Nach der ersten Vertretung in Wien im Mai 1786 wurden acht weitere Darstellungen vorgeschlagen.;https://de.wikipedia.org/wiki/Le_nozze_di_Figaro
17;de;Welches Sternzeichen kommt direkt nach dem Zeichen von Leo ?;Jungfrau;Guthaben;Skorpion;Beier;Confirmé;Die zwölf Tierkreiszeichen tragen den Namen der Konstellationen, die ihnen damals am nächsten standen.;https://de.wikipedia.org/wiki/Tierkreiszeichen
18;de;Welche sexy Stripperin war Marilyn Mansons Begleiterin seit einigen Jahren ?;Dita Von Teese;Ursula Martinez;Carol Doda;Tori Welles;Confirmé;Die Unterschrift der burlesken Tänzerin Dita entstand aus ihrem Treffen mit Catherine D'Lish, ihrer besten Freundin.;https://de.wikipedia.org/wiki/Dita_von_Teese
19;de;Welcher Schauspieler hatte seinen Agenten Johnny Depp kennengelernt, der damals der Öffentlichkeit unbekannt war ?;Nicolas Cage;Bruce Willis;Morgan Freeman;Clint Eastwood;Confirmé;Johnny Depp wurde berühmt mit der Fernsehserie « 21 Jump Street » und seiner Rolle als Jack Sparrow.;https://de.wikipedia.org/wiki/Johnny_Depp
20;de;Wie lange wird das Mandat der europäischen Delegierten festgelegt ?;Fünf Jahre;Vier Jahre;Drei Jahre;Sechs Jahre;Confirmé;Ein Drittel der Euro-Befragten sind Frauen, ein höherer Prozentsatz als in den meisten nationalen Parlamenten.;https://de.wikipedia.org/wiki/Mitglied_des_Europäischen_Parlaments
21;de;Wie lautet der Titel des fünften Albums der französischen Rap-Band IAM, die 2007 veröffentlicht wurde ?;« Saison 5 »;« Pour rien au monde »;« Décoffrage »;« Prière et dévotion »;Expert;Zum 20-jährigen Jubiläum der Gruppe versammelte sich IAM am 14. März 2008 zu einem Konzert am Fuße der Pyramiden von Gizeh.;https://de.wikipedia.org/wiki/IAM_(Band)
22;de;Wer hat die Charaktere von « Heads Slaps » im Internet erstellt ?;Michel Beaudet;Michel Beaudry;Michel Beaulieu;Michel Beaupré;Expert;Seit ihrer Erstellung am 16. August 2006 war die vom Ex-Werbetreibenden Michel Beaudet erstellte Website sehr erfolgreich.;
23;de;Wie lautet der neue Name der kostenlosen Instant-Messaging-Software « Gaim » ?;« Pidgin »;« Connect »;« iShare »;« Komunnity »;Expert;« Gaim » wurde 2007 aufgrund von Beschwerden von AOL und seiner Marke AIM in « Pidgin » umbenannt.;https://de.wikipedia.org/wiki/Pidgin_(Instant_Messenger)
24;de;Was ist die seltenste und teuerste Karte in « Magic the Gathering » ?;« Schwarzer Lotus »;« Diamond Mox »;« Engel der Serra »;« Paradiesvogel »;Expert;Es gibt mehr als 20 000 verschiedene Karten, mit denen jeder sein Spiel nach bestimmten Regeln bauen muss.;https://de.wikipedia.org/wiki/Magic:_The_Gathering
25;de;In welcher Stadt wurden die traurigen Pazifisten des Bloody Sunday 1972 getötet ?;Derry;Dublin;Belfast;Limerick;Expert;Jedes Jahr, am letzten Sonntag im Januar, findet im Bogside District ein Gedenkmarsch statt.;https://de.wikipedia.org/wiki/Blutsonntag_(Nordirland_1972)
26;de;Welcher Weidenkorb kann den Ball ins baskische Pelota werfen ?;Chestera;Bertsu;Makhila;Talo;Expert;Universelles Spiel, Erbe anderer Zivilisationen, das baskische Pelota sammelt mehrere traditionelle Spiele aus dem Spiel der Palme.;https://de.wikipedia.org/wiki/Pelota
27;de;In welcher Stadt wurde 1985 die Bekleidungsmarke Oxbow gegründet ?;Pont-Audemer;Bordeaux;Biarritz;Chambord;Expert;Die Bekleidungsmarke Oxbow, heute « French Surf House », will eine Sportmode-Positionierung vorantreiben.;
28;de;Wie viel kostet der berühmte ENIAC, ein vollelektronischer Computer ?;30 Tonnen;500 Kilo;1 Tonne;125 Kilo;Expert;ENIAC könnte im Prinzip alle Rechenprobleme auf Kosten eines hohen Energieverbrauchs lösen.;https://de.wikipedia.org/wiki/ENIAC
29;de;Welches afrikanische Land ist bekannt als « Pays des Braves » ?;Dschibuti;Somalia;Sudan;Tunesien;Expert;Djibouti, an der Westküste des südlichen Roten Meeres gelegen, ist der Name des Landes und seiner Hauptstadt.;https://de.wikipedia.org/wiki/Dschibuti
30;de;Wer verkörperte Kommissar Valencia eindrucksvoll im Fernsehen ?;Bernard Tapie;Frédéric Diefenthal;Jean Reno;Richard Berry;Expert;Bernard Tapie wurde hauptsächlich in einer Reihe von Finanzoperationen erwähnt, unter anderem mit dem Credit Lyonnais.;https://de.wikipedia.org/wiki/Bernard_Tapie
1;es;¿Qué apodo le fue dado a Victoria Beckham entre las Spice Girls ?;« Posh »;« Push »;« Pesh »;« Pish »;Débutant;La carrera en solitario de Victoria Posh Beckham (bastante rápidamente detenida) es la más desastrosa de las Spice Girls.;https://es.wikipedia.org/wiki/Victoria_Beckham
2;es;¿Qué banda de chicos era Justin Timberlake antes de progresar en una carrera en solitario ?;NSYNC;Take That;G-Squad;Backstreet Boys;Débutant;Los miembros del grupo NSYNC fueron Lance Bass, Chasez, Joey Fatone, Chris Kirkpatrick y Justin Timberlake.;https://es.wikipedia.org/wiki/NSYNC
3;es;¿Cuál es el apodo dado al cantante francés Christophe Willem ?;La tortuga;Los siameses;Gorila;La pantera;Débutant;Christophe Durier fue revelado por la temporada 4 de la emisión de « Nouvelle Star » en 2006, en la que salió victorioso.;https://es.wikipedia.org/wiki/Christophe_Willem
4;es;En los X-Men, ¿de qué sustancia es el esqueleto de Wolverine ?;Adamantium;Vibranio;Cavorite;Neutronio;Débutant;Adamantium, la aleación de metal imaginaria más resistente de todos los metales imaginarios conocidos, no se oxida ni se oxida.;https://es.wikipedia.org/wiki/Adamantium
5;es;¿En qué país podrías recoger tulipanes en zuecos cerca de los molinos de viento ?;Países Bajos;Suiza;Alemania;Luxemburgo;Débutant;Holanda es uno de los países con la altitud media más baja del mundo (en parte por debajo del nivel del mar).;
6;es;¿En qué año salió la primera versión de la película « E.T. » ?;1982;1984;1986;1980;Débutant;Durante once años seguidos, el éxito de taquilla estadounidense « E.T. El extraterrestre » permanecerá en la parte superior de la taquilla mundial.;
7;es;¿Cuál es el color del triángulo en un gamepad de PlayStation 2 ?;Verde;Azul;Rojo;Malva;Débutant;La PS2 es una consola de videojuegos de sexta generación comercializada por Sony Computer Entertainment.;https://es.wikipedia.org/wiki/PlayStation_2
8;es;¿Quién se convirtió en el primer artista producido por usuarios de Internet en Francia ?;Grégoire;Matthieu;Antoine;Simon;Débutant;El primer álbum de Grégoire, lanzado en 2008 y convertido en un disco de diamante, fue producido por 347 usuarios de Internet.;https://es.wikipedia.org/wiki/Grégoire
9;es;¿Qué actor interpreta a Spider-Man en la serie de películas hechas por Sam Raimi ?;Tobey Maguire;Val Kilmer;Ben Foster;Jason Statham;Débutant;Tobey Maguire ya no será elegido para interpretar el personaje de Peter Parker en « Spiderman 4 ».;https://es.wikipedia.org/wiki/Tobey_Maguire
10;es;Fruto del limonero, ¿el limón es un cítrico rico en qué vitamina ?;Vitamina C;Vitamina A;Vitamina B;Vitamina D;Débutant;El limón a veces puede causar quemaduras en las membranas mucosas si su jugo se absorbe demasiado.;https://es.wikipedia.org/wiki/Citrus_×_limon
