1;fr;Quelle est la couleur du maillot des sauveteurs de la série « Alerte à Malibu » ?;Rouge;Verte;Bleue;Jaune;Débutant;En 1990, « Alerte à Malibu » est entrée dans le Guinness Book des records comme la série télévisée la plus regardée au monde.;https://fr.wikipedia.org/wiki/Alerte_à_Malibu
20;fr;Dans quelle ville se déroulent les aventures des « Desperate Housewives » ?;Fairview;Wisteria;Los Angeles;Chicago;Confirmé;L'idée est née d'une conversation entre le créateur Marc Cherry et sa mère, sur les difficultés de la maternité et des femmes au foyer.;https://fr.wikipedia.org/wiki/Desperate_Housewives
21;fr;Quelle est la race du chien de Columbo, inspecteur perspicace de la télé ?;Basset;Beagle;Bichon;Bull-terrier;Expert;Interrompue en 1978, la série télévisée « Columbo » a été ressuscitée en 1989, et toujours avec Peter Falk dans le rôle principal.;https://fr.wikipedia.org/wiki/Columbo
22;fr;Qui joue le rôle du Président Bartlet dans la série télévisée « À la Maison Blanche » ?;Martin Sheen;Rob Lowe;John Spencer;Gary Cole;Expert;La série d'Aaron Sorkin a marqué l'histoire de la télévision en offrant un aperçu immersif et idéalisé du travail gouvernemental.;https://fr.wikipedia.org/wiki/À_la_Maison_Blanche
23;fr;Qui incarne Isabel Evans dans la série télévisée américaine « Roswell » ?;Katherine Heigl;Shiri Appleby;Majandra Delfino;Poppy Montgomery;Expert;Dans cette série de Jason Katims, trois adolescents extraterrestres tentent de vivre discrètement sur Terre après leur naufrage spatial.;https://fr.wikipedia.org/wiki/Roswell_(série_télévisée)
24;fr;Dans la série « X-Files », quel est le prénom de la soeur de Fox Mulder ?;Samantha;Sarah;Ann;Catherine;Expert;C'est à la suite d'une hypnose régressive que Fox Mulder se souviendra de ce qui s'est réellement passé concernant sa soeur.;https://fr.wikipedia.org/wiki/Fox_Mulder
25;fr;Pour quelle civilisation a-t-on créé une langue artificielle dans le monde de « Star Trek » ?;Klingons;Romuliens;Vulcains;Sylvidres;Expert;Introduits dès la série originale en 1967, les Klingons sont dans « Star Trek » une espèce extraterrestre originaire de la planète Kronos.;https://fr.wikipedia.org/wiki/Klingon
26;fr;Quel objet voit-on sur la première image du générique de la série « MacGyver » ?;Passeport;Briquet;Couteau suisse;Gant de cuir;Expert;La capacité la plus étonnante de MacGyver est l'application des sciences combinée à l'utilisation des objets classiques du quotidien.;https://fr.wikipedia.org/wiki/MacGyver
27;fr;Qui est le créateur de la série télévisée américaine à succès « Alias » ?;J.J. Abrams;J.J. Lionel;J.J. Morgan;J.J. Williams;Expert;J.J. Abrams est un scénariste, réalisateur, producteur et acteur connu pour son travail dans les genres de l'action et de la science-fiction.;https://fr.wikipedia.org/wiki/Alias_(série_télévisée)
28;fr;Qui interprète le rôle de Ling dans la série télévisée américaine « Ally McBeal » ?;Lucy Liu;Linda Fiorentino;Debra Messing;Calista Flockhart;Expert;Avec son charisme et son style distinctif, Lucy Liu a incarné une avocate féminine forte, ce qui était relativement rare à l'époque.;https://fr.wikipedia.org/wiki/Ally_McBeal
29;fr;Quel sport est pratiqué par Lukas dans la série télé « Les Frères Scott » ?;Le basket-ball;Le baseball;Le hockey;Le football;Expert;À la base, la série devait s'appeler « Ravens », du nom de l'équipe de basket-ball du lycée de Tree Hill, mais il était trop lié au sport.;https://fr.wikipedia.org/wiki/Les_Frères_Scott
30;fr;Quel est le nom de la famille de Buffy dans la série « Buffy contre les vampires » ?;Summers;Rogers;Sanders;Bouwers;Expert;Buffy Summers, la Slayer, est une tueuse de vampires issue d'une longue lignée d'Élues luttant contre les forces du mal.;https://fr.wikipedia.org/wiki/Buffy_contre_les_vampires
1;en;What is the color of the « Baywatch » series lifeguards jersey ?;Red;Green;Blue;Yellow;Débutant;« Baywatch » remains to this day one of the most watched television series in the world.;
2;en;In which city can we find Lieutenant Horatio Caine on the screens ?;Miami;New York;Las Vegas;Los Angeles;Débutant;In the television series, his mother would have given him his first name in homage to the writer Horatio Alger.;https://en.wikipedia.org/wiki/Horatio_Caine
3;en;For whom do the « Drôles de dames » work, which aired between 1976 and 1981 on ABC ?;Charlie;Bosley;Michael;Tatoo;Débutant;Charlie Townsend will hardly ever appear onscreen except when he's kidnapped.;
4;en;Who is the strongest of the televised heroes of the famous « All Risks Agency » ?;Barracuda;Hannibal;Smart;Looping;Débutant;The « All Risks Agency » series came to an abrupt end because it was becoming more and more expensive to produce.;
5;en;Who has the lead role in the American television series « Dr House » ?;Hugh Laurie;Thomas Sarbacher;Matthew Fox;Kiefer Sutherland;Débutant;Grégory House, hero of the series, often refers to groups, films and television series.;https://en.wikipedia.org/wiki/House_(TV_series)
6;en;Which heroine of the television series « My beloved witch » is married to Jean-Pierre ?;Samantha;Endora;Tabatha;Esmeralda;Débutant;This model American couple also has two children named Tabatha and Adam.;
7;en;In which television series does Wentworth Miller play Michael Scofield ?;« Prison Break »;« Dr House »;« Lost »;« Friends »;Débutant;In the series, Michael Scofield hatches a staggeringly complex escape plan for his brother.;https://en.wikipedia.org/wiki/Wentworth_Miller
8;en;Which doctor does Georges Clooney play in the « ER » television series ?;Douglas Ross;Mark Green;John Carter;Dylan Creed;Débutant;The pilot of the series was filmed in an old abandoned hospital for lack of time.;
9;en;What village does the Ingalls family live in « La Petite Maison dans la prairie » ?;Walnut Grove;Dakota Springs;Ingalls Valley;Sailor Fields;Débutant;The most important locations in the « Little House on the Prairie » series are Walnut-Grove, Sleepy Eye and Winoka.;https://en.wikipedia.org/wiki/Little_House_on_the_Prairie_(TV_series)
10;en;Which of these characters is not from the « Friends » band of friends ?;Matt;Chandler;Joey;Ross;Débutant;The series « Friends » tells the story of ten years in the life of six friends living together in New York.;https://en.wikipedia.org/wiki/Friends
11;en;What is the name of the famous car that David Hasselhoff drove in « K2000 » ?;Kitt;Kate;Kytie;Katy;Confirmé;This car is able to think and speak like a human being.;
12;en;Who played the role of Donna Martin in the television series « Beverly Hills 90210 » ?;Tori Spelling;Jenny Garth;Hillary Swank;Carol Potter;Confirmé;« Beverly Hills 90210 » is an American television soap opera that has 294 44-minute episodes.;https://en.wikipedia.org/wiki/Beverly_Hills,_90210
13;en;In which series does Aaron Hotchner pierce the thoughts of serial killers ?;« Criminal minds »;« Person of Interest »;« Mentalist »;« The Walking Dead »;Confirmé;Aaron Hotchner is interpreted by Thomas Gibson and voiced by Julien Kramer in French version.;https://en.wikipedia.org/wiki/Aaron_Hotchner
14;en;Who is the older sister of the heroines of the American television series « Charmed » ?;Prue;Piper;Buffy;Paige;Confirmé;The « Charmed » series tells the story of 3 sisters who are the most powerful witches in the world.;https://en.wikipedia.org/wiki/Charmed
15;en;In which of these television series do we find a superhero ?;« Smallville »;« Le Caméléon »;« Profiler »;« Stargate »;Confirmé;This American science fiction television series in 218 42-minute episodes tells the story of the youth of the future Superman.;
16;en;What is the color of Miranda's hair in « Sex and the City » ?;Redhead;Brunette;Blonde;Black;Confirmé;Miranda is a lawyer and her career holds the most important place in her life.;https://en.wikipedia.org/wiki/Miranda_Hobbes
17;en;How many seasons does the television series « Lost, the disappeared » created by J.J. Abrams have ?;Six;Eight;Four;Two;Confirmé;Although hesitant at first, J.;https://en.wikipedia.org/wiki/Lost_(TV_series)
18;en;Who is Dawson's best friend in the TV series of the same name ?;Pacey;Joey;Jack;Dan;Confirmé;The « Dawson » series was created by Kevin Williamson, the author of the « Scream » trilogy.;
19;en;In which television series does Angela Lansbury play the role of Jessica Fletcher ?;« Arabesque »;« Friends »;« Medicopter »;« ER »;Confirmé;The role of Jessica Fletcher was created with reference to the universe of Agatha Christie.;
20;en;In which city do the adventures of the « Desperate Housewives » take place ?;Fairview;Wisteria;Los Angeles;Chicago;Confirmé;Rumors have long circulated about the arrival in the series of Courteney Cox and Kim Cattrall.;https://en.wikipedia.org/wiki/Desperate_Housewives
21;en;What is the breed of Columbo's dog, the very obstinate and perceptive inspector of television ?;Basset;Beagle;Bichon;Barbet;Expert;Interrupted in 1978, the television series « Columbo » was revived in 1989, still with Peter Falk in the main role.;https://en.wikipedia.org/wiki/Columbo
22;en;Who is playing the role of President Bartlet in the television series « At the White House » ?;Martin Sheen;Rob Lowe;John Spencer;Gary Cole;Expert;The series « At the White House » features the daily life of a Democratic President of the United States.;
23;en;Who plays Isabel Evans in the American television series « Roswell » ?;Katherine Heigl;Shiri Appleby;Majandra Delfino;Poppy Montgomery;Expert;The romance and mystery of the first season of « Roswell » ensured the success of this series.;
24;en;In the « X-Files » series, what is the first name of Fox Mulder's sister ?;Samantha;Sarah;Ann;Catherine;Expert;It is after regressive hypnosis that Fox Mulder will remember what really happened.;https://en.wikipedia.org/wiki/Fox_Mulder
25;en;For which civilization was an artificial language created in the world of « Star Trek » ?;The Klingons;The Romulans;The Vulcans;Les Sylvidres;Expert;Klingons are generally larger and stronger humanoids than humans.;https://en.wikipedia.org/wiki/Klingon
26;en;The first image of the credits of the « MacGyver » series shows a hand with which object ?;A passport;A lighter;A Swiss Army Knife;A leather glove;Expert;The eco-DIY quickly became the model for a whole generation of television viewers.;https://en.wikipedia.org/wiki/MacGyver (1985 TV series)
27;en;Who is the creator of the hit American television series « Alias » ?;J.J. Abrams;J.J. Lionel;J.J. Morgan;J.J. Williams;Expert;J.J. Abrams is an internationally renowned film actor, screenwriter, director and producer.;
28;en;Who plays the role of Ling in the American television series « Ally McBeal » ?;Lucy Liu;Linda Fiorentino;Debra Messing;Calista Flockhart;Expert;In the series, Ling Woo, Nelle's best friend, will become a client, lawyer and then judge.;https://en.wikipedia.org/wiki/Ally_McBeal
29;en;What sport does Lukas play in the « The Scottish Brothers » TV series ?;Basketball;Baseball;Hockey;Football;Expert;Originally, the series was to be called « Ravens », named after the Tree Hill High School basketball team.;
30;en;What is the name of Buffy's family in the « Buffy the Vampire Slayer » series ?;Summers;Rogers;Sanders;Bouwers;Expert;Buffy Summers is a vampire slayer from a long line of Chosen Fighting against the forces of evil.;https://en.wikipedia.org/wiki/Buffy_the_Vampire_Slayer
1;de;Welche Farbe hat das Rettungsschwimmertrikot der « Baywatch » Serie ?;Rot;Grün;Blau;Gelb;Débutant;« Baywatch » ist bis heute eine der meistgesehenen Fernsehserien der Welt.;
2;de;In welcher Stadt können wir Leutnant Horatio Caine auf den Bildschirmen finden ?;Miami;New York;Las Vegas;Los Angeles;Débutant;In der Fernsehserie hätte ihm seine Mutter als Hommage an den Schriftsteller Horatio Alger seinen Vornamen gegeben.;
3;de;Für wen arbeiten die « Drôles de dames », die zwischen 1976 und 1981 auf ABC ausgestrahlt wurden ?;Charlie;Bosley;Michael;Tatoo;Débutant;Charlie Townsend wird kaum auf dem Bildschirm erscheinen, außer wenn er entführt wird.;
4;de;Wer ist der stärkste der im Fernsehen übertragenen Helden der berühmten « All Risks Agency » ?;Barrakuda;Hannibal;Smart;Schleifen;Débutant;Die Serie « All Risks Agency » endete abrupt, weil ihre Herstellung immer teurer wurde.;
5;de;Wer hat die Hauptrolle in der amerikanischen Fernsehserie « Dr. House » ?;Hugh Laurie;Thomas Sarbacher;Matthew Fox;Kiefer Sutherland;Débutant;Grégory House, Held der Serie, bezieht sich oft auf Gruppen, Filme und Fernsehserien.;https://de.wikipedia.org/wiki/Dr._House
6;de;Welche Heldin der Fernsehserie « Meine geliebte Hexe » ist mit Jean-Pierre verheiratet ?;Samantha;Endora;Tabatha;Esmeralda;Débutant;Dieses vorbildliche amerikanische Paar hat auch zwei Kinder namens Tabatha und Adam.;
7;de;In welcher Fernsehserie spielt Wentworth Miller Michael Scofield ?;« Prison Break »;« Dr House »;« Lost »;« Friends »;Débutant;In der Serie schlüpft Michael Scofield in einen erstaunlich komplexen Fluchtplan für seinen Bruder.;https://de.wikipedia.org/wiki/Wentworth_Miller
8;de;Welchen Arzt spielt Georges Clooney in der Fernsehserie « ER » ?;Douglas Ross;Mark Green;John Carter;Dylan Creed;Débutant;Der Pilot der Serie wurde aus Zeitmangel in einem alten verlassenen Krankenhaus gefilmt.;
9;de;In welchem \u200b\u200bDorf lebt die Familie Ingalls in « La Petite Maison dans la Prairie » ?;Walnusshain;Dakota Springs;Ingalls Valley;Seemannsfelder;Débutant;Die wichtigsten Standorte in der Serie « Little House on the Prairie » sind Walnut-Grove, Sleepy Eye und Winoka.;https://de.wikipedia.org/wiki/Unsere_kleine_Farm
10;de;Welcher dieser Charaktere gehört nicht zur Gruppe der « Freunde » Freunde ?;Matt;Chandler;Joey;Ross;Débutant;Die Serie « Friends » erzählt die Geschichte von zehn Jahren im Leben von sechs Freunden, die zusammen in New York leben.;https://de.wikipedia.org/wiki/Friends
11;de;Wie heißt das berühmte Auto, das David Hasselhoff in « K2000 » gefahren ist ?;Kitt;Kate;Kytie;Katy;Confirmé;Dieses Auto kann wie ein Mensch denken und sprechen.;
12;de;Wer spielte die Rolle von Donna Martin in der Fernsehserie « Beverly Hills 90210 » ?;Tori Spelling;Jenny Garth;Hillary Swank;Carol Potter;Confirmé;« Beverly Hills 90210 » ist eine amerikanische Fernsehseifenoper mit 294 44-minütigen Folgen.;https://de.wikipedia.org/wiki/Beverly_Hills,_90210
13;de;In welcher Serie durchdringt Aaron Hotchner die Gedanken von Serienmördern ?;« Kriminelle Köpfe »;« Person von Interesse »;« Mentalist »;« The Walking Dead »;Confirmé;Aaron Hotchner wird von Thomas Gibson interpretiert und von Julien Kramer in französischer Fassung geäußert.;
14;de;Wer ist die ältere Schwester der Heldinnen der amerikanischen Fernsehserie « Charmed » ?;Prue;Piper;Buffy;Paige;Confirmé;Die Serie « Charmed » erzählt die Geschichte von drei Schwestern, die die mächtigsten Hexen der Welt sind.;https://de.wikipedia.org/wiki/Charmed – Zauberhafte Hexen
15;de;In welcher dieser Fernsehserien finden wir einen Superhelden ?;« Smallville »;« Le Caméléon »;« Profiler »;« Stargate »;Confirmé;Diese amerikanische Science-Fiction-Fernsehserie in 218 42-minütigen Folgen erzählt die Geschichte der Jugend des zukünftigen Superman.;
16;de;Welche Haarfarbe hat Miranda in « Sex and the City » ?;Rotschopf;Brünette;Blond;Schwarz;Confirmé;Miranda ist Anwältin und ihre Karriere nimmt den wichtigsten Platz in ihrem Leben ein.;
17;de;Wie viele Staffeln hat die von J.J. Abrams geschaffene Fernsehserie « Lost, the verschwunden » ?;Sechs;Acht;Vier;Zwei;Confirmé;Obwohl J.;https://de.wikipedia.org/wiki/Lost_(Fernsehserie)
18;de;Wer ist Dawsons bester Freund in der gleichnamigen TV-Serie ?;Pacey;Joey;Jack;Dan;Confirmé;Die « Dawson » Serie wurde von Kevin Williamson, dem Autor der « Scream » Trilogie, erstellt.;
19;de;In welcher Fernsehserie spielt Angela Lansbury die Rolle von Jessica Fletcher ?;« Arabesque »;« Freunde »;« Medicopter »;« ER »;Confirmé;Die Rolle von Jessica Fletcher wurde in Bezug auf das Universum von Agatha Christie geschaffen.;
20;de;In welcher Stadt finden die Abenteuer der « Desperate Housewives » statt ?;Fairview;Glyzinien;Los Angeles;Chicago;Confirmé;Gerüchte über die Ankunft in der Serie von Courteney Cox und Kim Cattrall kursieren seit langem.;https://de.wikipedia.org/wiki/Desperate_Housewives
21;de;Was ist die Rasse von Columbos Hund, dem sehr hartnäckigen und einfühlsamen Inspektor des Fernsehens ?;Basset;Beagle;Bichon;Barbet;Expert;1978 unterbrochen, wurde die Fernsehserie « Columbo » 1989 wiederbelebt, immer noch mit Peter Falk in der Hauptrolle.;https://de.wikipedia.org/wiki/Columbo
22;de;Wer spielt die Rolle von Präsident Bartlet in der Fernsehserie « Im Weißen Haus » ?;Martin Sheen;Rob Lowe;John Spencer;Gary Cole;Expert;Die Serie « Im Weißen Haus » zeigt das tägliche Leben eines demokratischen Präsidenten der Vereinigten Staaten.;
23;de;Wer spielt Isabel Evans in der amerikanischen Fernsehserie « Roswell » ?;Katherine Heigl;Shiri Appleby;Majandra Delfino;Mohn Montgomery;Expert;Die Romantik und das Geheimnis der ersten Staffel von « Roswell » sorgten für den Erfolg dieser Serie.;
24;de;Wie lautet der Vorname von Fox Mulders Schwester in der Serie « X-Files » ?;Samantha;Sarah;Ann;Catherine;Expert;Nach regressiver Hypnose wird sich Fox Mulder daran erinnern, was wirklich passiert ist.;
25;de;Für welche Zivilisation wurde eine künstliche Sprache in der Welt von « Star Trek » geschaffen ?;Die Klingonen;Die Romulaner;Die Vulkanier;Les Sylvidres;Expert;Klingonen sind im Allgemeinen größere und stärkere Humanoide als Menschen.;
26;de;Das erste Bild der Credits der « MacGyver » Serie zeigt eine Hand mit welchem Objekt ?;Ein Reisepass;Ein Feuerzeug;Ein Schweizer Taschenmesser;Ein Lederhandschuh;Expert;Das Öko-Heimwerken wurde schnell zum Vorbild für eine ganze Generation von Fernsehzuschauern.;https://de.wikipedia.org/wiki/MacGyver
27;de;Wer ist der Schöpfer der erfolgreichen amerikanischen Fernsehserie « Alias » ?;J. J. Abrams;J. J. Lionel;J. J. Morgan;J. J. Williams;Expert;J.J. Abrams ist ein international bekannter Filmschauspieler, Drehbuchautor, Regisseur und Produzent.;
28;de;Wer interpretiert die Rolle von Ling in der amerikanischen Fernsehserie « Ally McBeal » ?;Lucy Liu;Linda Fiorentino;Debra Messing;Calista Flockhart;Expert;In der Serie wird Ling Woo, Nelles bester Freund, Mandant, Anwalt und dann Richter.;https://de.wikipedia.org/wiki/Ally_McBeal
29;de;Welchen Sport spielt Lukas in der Fernsehserie « The Scottish Brothers » ?;Basketball;Baseball;Hockey;Fußball;Expert;Ursprünglich sollte die Serie « Ravens » heißen, benannt nach dem Basketballteam der Tree Hill High School.;
30;de;Wie heißt Buffys Familie in der Serie « Buffy the Vampire Slayer » ?;Sommer;Rogers;Sanders;Bouwers;Expert;Buffy Summers ist eine Vampirjägerin aus einer langen Reihe von Auserwählten, die gegen die Mächte des Bösen kämpfen.;https://de.wikipedia.org/wiki/Buffy_–_Im_Bann_der_Dämonen
1;es;¿De qué color es la camiseta de salvavidas de la serie « Baywatch » ?;Rojo;Verde;Azul;Amarillo;Débutant;« Baywatch » sigue siendo hasta el día de hoy una de las series de televisión más vistas del mundo.;
2;es;¿En qué ciudad podemos encontrar al teniente Horatio Caine en las pantallas ?;Miami;Nueva York;Las Vegas;Los Ángeles;Débutant;En la serie de televisión, su madre le habría dado su primer nombre en homenaje al escritor Horatio Alger.;https://es.wikipedia.org/wiki/Horatio_Caine
3;es;¿Para quién funcionan los « Drôles de dames », que se emitieron entre 1976 y 1981 en ABC ?;Charlie;Bosley;Michael;Tatoo;Débutant;Charlie Townsend casi nunca aparecerá en la pantalla, excepto cuando es secuestrado.;
4;es;¿Quién es el más fuerte de los héroes televisados de la famosa « Agencia All Risks » ?;Barracuda;Hannibal;Inteligente;Bucle;Débutant;La serie « All Risks Agency » tuvo un final abrupto porque su producción se estaba volviendo cada vez más cara.;
5;es;¿Quién tiene el papel principal en la serie de televisión estadounidense « Dr House » ?;Hugh Laurie;Thomas Sarbacher;Matthew Fox;Kiefer Sutherland;Débutant;Grégory House, héroe de la serie, suele referirse a grupos, películas y series de televisión.;https://es.wikipedia.org/wiki/House_M._D.
6;es;¿Qué heroína de la serie de televisión « Mi amada bruja » está casada con Jean-Pierre ?;Samantha;Endora;Tabatha;Esmeralda;Débutant;Esta pareja estadounidense modelo también tiene dos hijos llamados Tabatha y Adam.;
7;es;¿En qué serie de televisión Wentworth Miller interpreta a Michael Scofield ?;« Prison Break »;« Dr House »;« Lost »;« Friends »;Débutant;En la serie, Michael Scofield trama un plan de escape asombrosamente complejo para su hermano.;https://es.wikipedia.org/wiki/Wentworth_Miller
8;es;¿Qué médico interpreta Georges Clooney en la serie de televisión « ER » ?;Douglas Ross;Mark Green;John Carter;Dylan Creed;Débutant;El piloto de la serie fue filmado en un antiguo hospital abandonado por falta de tiempo.;
9;es;¿En qué pueblo vive la familia Ingalls en « La Petite Maison dans la prairie » ?;Walnut Grove;Dakota Springs;Valle de Ingalls;Sailor Fields;Débutant;Los lugares más importantes de la serie « Little House on the Prairie » son Walnut-Grove, Sleepy Eye y Winoka.;https://es.wikipedia.org/wiki/Little_House_on_the_Prairie_(serie_de_televisión)
10;es;¿Cuál de estos personajes no es de la banda de amigos « Friends » ?;Matt;Chandler;Joey;Ross;Débutant;La serie « Friends » cuenta la historia de diez años en la vida de seis amigos que viven juntos en Nueva York.;https://es.wikipedia.org/wiki/Friends
11;es;¿Cómo se llama el famoso coche que conducía David Hasselhoff en el « K2000 » ?;Kitt;Kate;Kytie;Katy;Confirmé;Este coche puede pensar y hablar como un ser humano.;
12;es;¿Quién interpretó el papel de Donna Martin en la serie de televisión « Beverly Hills 90210 » ?;Tori Spelling;Jenny Garth;Hillary Swank;Carol Potter;Confirmé;« Beverly Hills 90210 » es una telenovela de televisión estadounidense que tiene 294 episodios de 44 minutos.;https://es.wikipedia.org/wiki/Beverly_Hills,_90210
13;es;¿En qué serie Aaron Hotchner atraviesa los pensamientos de los asesinos en serie ?;« Mentes criminales »;« Persona de interés »;« Mentalista »;« The Walking Dead »;Confirmé;Aaron Hotchner es interpretado por Thomas Gibson y expresado por Julien Kramer en versión francesa.;https://es.wikipedia.org/wiki/Aaron_Hotchner
14;es;¿Quién es la hermana mayor de las heroínas de la serie de televisión estadounidense « Charmed » ?;Prue;Piper;Buffy;Paige;Confirmé;La serie « Charmed » cuenta la historia de 3 hermanas que son las brujas más poderosas del mundo.;https://es.wikipedia.org/wiki/Charmed
15;es;¿En cuál de estas series de televisión encontramos un superhéroe ?;« Smallville »;« Le Caméléon »;« Profiler »;« Stargate »;Confirmé;Esta serie de televisión de ciencia ficción estadounidense en 218 episodios de 42 minutos cuenta la historia de la juventud del futuro Superman.;
16;es;¿Cuál es el color del cabello de Miranda en « Sex and the City » ?;Pelirroja;Morena;Rubia;Negro;Confirmé;Miranda es abogada y su carrera ocupa el lugar más importante de su vida.;
17;es;¿Cuántas temporadas tiene la serie de televisión « Perdidos, los desaparecidos » creada por J.J. Abrams ?;Seis;Ocho;Cuatro;Dos;Confirmé;Aunque dudó al principio, J.;https://es.wikipedia.org/wiki/Lost
