1;fr;Combien de temps dure en moyenne la gestation d'une éléphante ?;21 mois;17 mois;13 mois;9 mois;Débutant;Une éléphante peut être en gestation jusqu'à l'âge de cinquante ans, où un seul éléphant est porté dans la plupart des cas.;https://fr.wikipedia.org/wiki/Éléphant
12;fr;Quel est le poids moyen de la langue d'une baleine bleue adulte ?;2,7 tonnes;880 kg;1,3 tonne;2,2 tonnes;Confirmé;Quand la gueule de la baleine bleue est complètement ouverte, elle est assez grande pour contenir 90 tonnes d'eau et de nourriture.;https://fr.wikipedia.org/wiki/Baleine_bleue
13;fr;Combien une reine termite pond-elle d'oeufs en moyenne par jour ?;30;60;90;120;Confirmé;D'un couple de termites naissent des larves qui donnent des ouvriers stériles ou des nymphes qui donneront des adultes sexués.;https://fr.wikipedia.org/wiki/Termite
14;fr;Quelle vitesse un léopard au repos peut-il atteindre en seulement deux secondes ?;60 km/h;80 km/h;100 km/h;40 km/h;Confirmé;Le léopard tient une place importante dans certaines cultures africaines où ce roi des animaux est l'attribut des chefs.;https://fr.wikipedia.org/wiki/Léopard
15;fr;Combien de minutes un cachalot peut-il rester sous l'eau sans respirer ?;90 min;70 min;50 min;30 min;Confirmé;La chasse au cachalot permettait de récolter le spermaceti, substance blanche et cireuse issue de la tête de l'animale.;https://fr.wikipedia.org/wiki/Physeteroidea
16;fr;Quelle vitesse un faucon pèlerin peut-il atteindre lorsqu'il fond sur sa proie ?;240 km/h;200 km/h;160 km/h;120 km/h;Confirmé;Ses proies sont souvent des oiseaux, mais certains individus peuvent également s'attaquer à de petits animaux terrestres.;https://fr.wikipedia.org/wiki/Faucon_pèlerin
17;fr;Combien de millilitres de sang une chauve-souris vampire peut-elle boire en une nuit ?;20 ml;40 ml;60 ml;80 ml;Confirmé;La chauve-souris vampire est originaire des zones tropicales du continent américain (Mexique, Chili, Brésil et Argentine).;https://fr.wikipedia.org/wiki/Desmodontinae
18;fr;Par quel facteur le poids d'un ours blanc est-il multiplié deux mois après sa naissance ?;25;35;45;55;Confirmé;Parfaitement adapté à son habitat, l'ours blanc possède une épaisse couche de graisse et une fourrure qui l'isolent du froid.;https://fr.wikipedia.org/wiki/Ours_blanc
19;fr;Combien de fois compte-t-on plus de serpents non venimeux que venimeux ?;1 700 fois;1 500 fois;1 300 fois;1 100 fois;Confirmé;La plupart des serpents possèdent une langue bifide, des yeux sans paupière, un crâne articulé et des mâchoires mobiles.;https://fr.wikipedia.org/wiki/Serpentes
20;fr;Combien d'oeufs pond en moyenne un crocodile du Nil en bonne santé ?;100;70;40;130;Confirmé;À l'éclosion des oeufs, le bébé crocodile mesure environ 30 cm et a le même corps que sa mère, qu'il soit mâle ou femelle.;https://fr.wikipedia.org/wiki/Crocodile_du_Nil
21;fr;Quelle est la longueur maximale du bond que peut effectuer un puma ?;12 m;10 m;8 m;6 m;Expert;Pour les besoins de la chasse ou en cas de menace, il est capable de grimper aux arbres et de faire preuve d'une grande agilité.;https://fr.wikipedia.org/wiki/Puma
22;fr;Combien un moustique normalement constitué a-t-il de dents ?;47;34;29;11;Expert;Les adultes se nourrissent de nectar de fleurs et participent à la pollinisation des plantes, au même titre que les papillons.;https://fr.wikipedia.org/wiki/Moustique
23;fr;Quelle est la longueur en centimètres d'un intestin de koala ?;300 cm;200 cm;100 cm;400 cm;Expert;Le koala est étroitement lié à l'eucalyptus ou gommier, dont il ne mange que les feuilles de certaines espèces.;https://fr.wikipedia.org/wiki/Koala
24;fr;Combien de jours dure l'hibernation d'un écureuil d'Alaska ?;270 jours;180 jours;320 jours;410 jours;Expert;La queue en panache de l'écureuil et son acharnement à faire des provisions pour l'hiver ont contribué à sa popularité.;https://fr.wikipedia.org/wiki/Écureuil
25;fr;Quelle est la vitesse maximale déjà atteinte par l'espadon-voilier ?;109 km/h;99 km/h;89 km/h;119 km/h;Expert;Possédant des stries verticales sur les flancs, l'espadon-voilier est considéré comme étant le plus rapide des poissons.;https://fr.wikipedia.org/wiki/Voilier_de_l'Indo-Pacifique
26;fr;Combien d'animaux du zoo de Berlin survécurent à la Seconde Guerre mondiale ?;91;344;892;1 712;Expert;Les premiers dons d'animaux au zoo de Berlin, fondé en 1844, furent effectués par Frédéric-Guillaume IV, roi de Prusse.;https://fr.wikipedia.org/wiki/Jardin_zoologique_de_Berlin
27;fr;Sur mille tortues marines, combien seulement atteignent l'âge de se reproduire ?;15;100;250;640;Expert;Les tortues marines, bien que vulnérables, sont présentes dans tous les océans du monde, à l'exception de l'océan Arctique.;https://fr.wikipedia.org/wiki/Tortue_marine
28;fr;Combien de fois par seconde un colibri peut-il battre des ailes ?;78 fois;58 fois;38 fois;18 fois;Expert;Les colibris sont également surnommés oiseaux-mouches à cause de leur petite taille et de leurs battements d'ailes rapides.;https://fr.wikipedia.org/wiki/Trochilidae
29;fr;Au sens large du terme, combien existe-t-il d'espèces de kangourous ?;63;51;44;37;Expert;Animal emblématique de l'Australie, le grand kangourou y est plus populaire dans les campagnes que dans les villes.;https://fr.wikipedia.org/wiki/Kangourou
30;fr;Combien a-t-on découvert jusqu'ici d'espèces de coléoptères ?;9 600;8 700;7 200;6 400;Expert;Les scarabées, les coccinelles, les lucanes, les chrysomèles, les hannetons et les charançons sont des coléoptères.;https://fr.wikipedia.org/wiki/Coleoptera
1;en;How long does the average gestation of an elephant last ?;21 months;17 months;13 months;9 months;Débutant;An elephant can be pregnant up to the age of fifty, where only one elephant is carried in most cases.;https://en.wikipedia.org/wiki/Elephant
2;en;How many pulses per minute does the heart of a hibernating hedgehog have ?;18;28;38;8;Débutant;Do not confuse the hedgehogs with other mammals carrying quills, such as porcupines.;
3;en;How many kilometers is the howling monkey scream audible ?;3 km;6 km;9 km;12 km;Débutant;This monkey screams every morning, and when it fights with other howler monkeys, they also scream with screams.;https://en.wikipedia.org/wiki/Howler monkey
4;en;In which year was the last living dodo seen in Mauritius ?;1681;1723;1832;1908;Débutant;In addition to its inability to fly, the dodo had developed no fear of humans, making him an easy prey.;https://en.wikipedia.org/wiki/Dodo
5;en;How many bison did Buffalo Bill slaughter in just 18 months ?;4,000;3000;2,000;1,000;Débutant;The stetson hat and the bandana were popularized by Buffalo Bill while not all cowboys wore it.;https://en.wikipedia.org/wiki/Buffalo_Bill
6;en;At what altitude do alpine ibex live in general ?;3,500 m;2,300 m;1,900 m;4,600 m;Débutant;The Alpine ibex prey includes steep walls, steep cliffs or steep walls.;https://en.wikipedia.org/wiki/Alpine_ibex
7;en;How many minutes can a sea lion swim underwater without breathing ?;5 min;7 min;9 min;11 min;Débutant;Unlike seals, fur seals use their fins on the ground to walk.;https://en.wikipedia.org/wiki/Eared seal
8;en;What is, in centimeters, the length of the tongue of an adult anteater ?;60 cm;50 cm;70 cm;80 cm;Débutant;The largest representative of the group is the giant anteater or large anteater, an animal measuring more than one meter in length.;https://en.wikipedia.org/wiki/Anteater
9;en;What is the percentage of rodents among mammals ?;40%;30%;20%;10%;Débutant;These animals are characterized by their unique pair of incisors which serve them to gnaw, dig galleries or defend themselves.;https://en.wikipedia.org/wiki/Rodent
10;en;How many times a minute can an anteater get its tongue out of its mouth ?;160 times;120 times;80 times;40 times;Débutant;The anteater eats mostly ants, but it also likes termites and other insects such as ladybugs.;https://en.wikipedia.org/wiki/Anteater
11;en;How many pounds of meat can a hyena eat during a meal ?;14 kg;4 kg;24 kg;34 kg;Confirmé;It is impossible to discern, by simple observation, a hyena from a female, since both are alike.;https://en.wikipedia.org/wiki/Hyena
12;en;What is the average weight of the tongue of an adult blue whale ?;2.7 tons;880 kg;1.3 tons;2.2 tons;Confirmé;When the mouth of the blue whale is completely open, it is big enough to hold 90 tons of water and food.;https://en.wikipedia.org/wiki/Blue_whale
13;en;How much does a termite queen lay eggs on average per day ?;30;60;90;120;Confirmé;From a termite couple are born larvae that give sterile workers or pupae that will give sexed adults.;https://en.wikipedia.org/wiki/Termite
14;en;How fast can a leopard at rest reach in just two seconds ?;60 km / h;80 km / h;100 km / h;40 km / h;Confirmé;Leopard holds an important place in some African cultures where this king of animals is the attribute of the chiefs.;https://en.wikipedia.org/wiki/Leopard
15;en;How many minutes can a sperm whale stay underwater without breathing ?;90 min;70 min;50 min;30 min;Confirmé;Spermaceti, a white and waxy substance from the head of the animal, was harvested by the sperm whale.;https://en.wikipedia.org/wiki/Physeteroidea
16;en;How fast can a peregrine falcon reach when it is on its prey ?;240 km / h;200 km / h;160 km / h;120 km / h;Confirmé;Its prey is often birds, but some individuals can also attack small land animals.;https://en.wikipedia.org/wiki/Peregrine_falcon
17;en;How many milliliters of blood can a vampire bat drink in one night ?;20 ml;40 ml;60 ml;80 ml;Confirmé;The vampire bat is native to the tropical areas of the American continent (Mexico, Chile, Brazil and Argentina).;https://en.wikipedia.org/wiki/Vampire bat
18;en;By what factor is the weight of a polar bear multiplied two months after birth ?;25;35;45;55;Confirmé;Perfectly adapted to its habitat, the polar bear has a thick layer of fat and a fur that isolates it from the cold.;https://en.wikipedia.org/wiki/Polar_bear
19;en;How many times are there more non-venomous snakes than venomous ?;1,700 times;1500 times;1,300 times;1,100 times;Confirmé;Most snakes have a bifid tongue, eyes without eyelids, articulated skulls and mobile jaws.;https://en.wikipedia.org/wiki/Snake
20;en;How many eggs does the average Nile crocodile produce in good health ?;100;70;40;130;Confirmé;At the eggs' closing, the baby crocodile is approximately 30 cm and has the same body as his mother, whether male or female.;https://en.wikipedia.org/wiki/Nile_crocodile
21;en;What is the maximum length of the jump that a cougar can make ?;12 m;10 m;8 m;6 m;Expert;For the purposes of hunting or in case of threat, he is able to climb trees and be very agile.;https://en.wikipedia.org/wiki/Cougar
22;en;How much does a normally formed mosquito have teeth ?;47;34;29;11;Expert;Adults feed on flower nectar and participate in the pollination of plants, just like butterflies.;https://en.wikipedia.org/wiki/Mosquito
23;en;What is the length in centimeters of a koala intestine ?;300 cm;200 cm;100 cm;400 cm;Expert;The koala is closely related to the eucalyptus or gum tree, from which it only eats the leaves of certain species.;https://en.wikipedia.org/wiki/Koala
24;en;How many days does an Alaskan squirrel hibernate ?;270 days;180 days;320 days;410 days;Expert;The squirrel's plume tail and its relentless winter provisions have contributed to its popularity.;https://en.wikipedia.org/wiki/Tree_squirrel
25;en;What is the maximum speed already reached by the sailing swordfish ?;109 km / h;99 km / h;89 km / h;119 km / h;Expert;Possessing vertical streaks on the flanks, the sailfish is considered to be the fastest fish.;https://en.wikipedia.org/wiki/Indo-Pacific_sailfish
26;en;How many animals from the Berlin Zoo survived in the Second World War ?;91;344;892;1,712;Expert;The first animal donations to the Berlin Zoo, founded in 1844, were made by Frederick William IV, King of Prussia.;https://en.wikipedia.org/wiki/Berlin_Zoological_Garden
27;en;Out of a thousand marine turtles, how many only reach the age to reproduce ?;15;100;250;640;Expert;Sea turtles, although vulnerable, are present in all the oceans of the world, with the exception of the Arctic Ocean.;https://en.wikipedia.org/wiki/Sea_turtle
28;en;How many times a second can a hummingbird flap its wings ?;78 times;58 times;38 times;18 times;Expert;Hummingbirds are also known as hummingbirds because of their small size and fast wing beats.;https://en.wikipedia.org/wiki/Hummingbird
29;en;In the broad sense of the term, how many species of kangaroos are there ?;63;51;44;37;Expert;An emblematic animal of Australia, the big kangaroo is more popular in the countryside than in the cities.;https://en.wikipedia.org/wiki/Kangaroo
30;en;How many species have been discovered so far ?;9 600;8 700;7,200;6 400;Expert;Beetles, ladybugs, lucans, beetles, cockchafers and charanceps are allopoei.;https://en.wikipedia.org/wiki/Beetle
1;de;Wie lange dauert die durchschnittliche Schwangerschaft eines Elefanten ?;21 Monate;17 Monate;13 Monate;9 Monate;Débutant;Ein Elefant kann bis zum Alter von fünfzig Jahren schwanger sein, wobei in den meisten Fällen nur ein Elefant getragen wird.;
2;de;Wie viele Impulse pro Minute hat das Herz eines Winterschlafigels ?;18;28;38;8;Débutant;Verwechseln Sie die Igel nicht mit anderen Säugetieren, die Stacheln wie Stachelschweine tragen.;
3;de;Wie viele Kilometer ist der schreiende Affe hörbar ?;3 km;6 km;9 km;12 km;Débutant;Dieser Affe schreit jeden Morgen, und wenn er mit anderen Brüllaffen kämpft, schreien sie auch mit Schreien.;https://de.wikipedia.org/wiki/Brüllaffen
4;de;In welchem Jahr wurde der letzte lebende Dodo auf Mauritius gesehen ?;1681;1723;1832;1908;Débutant;Neben seiner Flugunfähigkeit hatte der Dodo keine Angst vor Menschen entwickelt, was ihn zu einer leichten Beute machte.;https://de.wikipedia.org/wiki/Dodo
5;de;Wie viele Bisons hat Buffalo Bill in nur 18 Monaten geschlachtet ?;4.000;3000;2.000;1.000;Débutant;Der Stetson-Hut und das Bandana wurden von Buffalo Bill populär gemacht, während nicht alle Cowboys ihn trugen.;https://de.wikipedia.org/wiki/Buffalo_Bill
6;de;In welcher Höhe leben die Steinböcke im Allgemeinen ?;3.500 m;2.300 m;1.900 m;4.600 m;Débutant;Die alpine Steinbockbeute umfasst steile Wände, steile Klippen oder steile Wände.;https://de.wikipedia.org/wiki/Alpensteinbock
7;de;Wie viele Minuten kann ein Seelöwe ohne zu atmen unter Wasser schwimmen ?;5 min;7 min;9 min;11 min;Débutant;Im Gegensatz zu Robben benutzen Pelzrobben ihre Flossen am Boden zum Gehen.;https://de.wikipedia.org/wiki/Ohrenrobben
8;de;Wie lang ist die Zunge eines erwachsenen Ameisenbären in Zentimetern ?;60 cm;50 cm;70 cm;80 cm;Débutant;Der größte Vertreter der Gruppe ist der riesige Ameisenbär oder ein großer Ameisenbär, ein Tier mit einer Länge von mehr als einem Meter.;https://de.wikipedia.org/wiki/Ameisenbären
9;de;Wie hoch ist der Anteil der Nagetiere bei Säugetieren ?;40%;30%;20%;10%;Débutant;Diese Tiere zeichnen sich durch ihr einzigartiges Schneidezahnpaar aus, mit dem sie nagen, Galerien graben oder sich verteidigen können.;https://de.wikipedia.org/wiki/Nagetiere
10;de;Wie oft pro Minute kann ein Ameisenbär seine Zunge aus dem Mund nehmen ?;160 mal;120 mal;80 mal;40 mal;Débutant;Der Ameisenbär isst meistens Ameisen, aber auch Termiten und andere Insekten wie Marienkäfer.;https://de.wikipedia.org/wiki/Ameisenbären
11;de;Wie viele Pfund Fleisch kann eine Hyäne während einer Mahlzeit essen ?;14 kg;4 kg;24 kg;34 kg;Confirmé;Es ist unmöglich, durch einfache Beobachtung eine Hyäne von einer Frau zu unterscheiden, da beide gleich sind.;https://de.wikipedia.org/wiki/Hyänen
12;de;Was ist das durchschnittliche Gewicht der Zunge eines erwachsenen Blauwals ?;2,7 Tonnen;880 kg;1,3 Tonnen;2,2 Tonnen;Confirmé;Wenn der Mund des Blauwals vollständig geöffnet ist, ist er groß genug, um 90 Tonnen Wasser und Nahrung aufzunehmen.;https://de.wikipedia.org/wiki/Blauwal
13;de;Wie viel legt eine Termitenkönigin durchschnittlich pro Tag Eier ?;30;60;90;120;Confirmé;Aus einem Termitenpaar werden Larven geboren, die sterilen Arbeitern oder Puppen geben, die geschlechtsspezifische Erwachsene geben.;https://de.wikipedia.org/wiki/Termiten
14;de;Wie schnell kann ein Leopard in Ruhe in nur zwei Sekunden erreicht werden ?;60 km / h;80 km / h;100 km / h;40 km / h;Confirmé;Leopard nimmt in einigen afrikanischen Kulturen einen wichtigen Platz ein, wo dieser Tierkönig das Attribut der Häuptlinge ist.;https://de.wikipedia.org/wiki/Leopard
15;de;Wie viele Minuten kann ein Pottwal unter Wasser bleiben, ohne zu atmen ?;90 min;70 min;50 min;30 min;Confirmé;Spermaceti, eine weiße und wachsartige Substanz aus dem Kopf des Tieres, wurde vom Pottwal geerntet.;
16;de;Wie schnell kann ein Wanderfalke erreichen, wenn er auf Beute ist ?;240 km / h;200 km / h;160 km / h;120 km / h;Confirmé;Seine Beute sind oft Vögel, aber manche Menschen können auch kleine Landtiere angreifen.;https://de.wikipedia.org/wiki/Wanderfalke
17;de;Wie viele Milliliter Blut kann ein Vampirschläger in einer Nacht trinken ?;20 ml;40 ml;60 ml;80 ml;Confirmé;Die Vampirfledermaus stammt aus den tropischen Gebieten des amerikanischen Kontinents (Mexiko, Chile, Brasilien und Argentinien).;https://de.wikipedia.org/wiki/Vampirfledermäuse
18;de;Um welchen Faktor wird das Gewicht eines Eisbären zwei Monate nach der Geburt multipliziert ?;25;35;45;55;Confirmé;Der Eisbär ist perfekt an seinen Lebensraum angepasst und hat eine dicke Fettschicht und ein Fell, das ihn vor der Kälte isoliert.;https://de.wikipedia.org/wiki/Eisbär
19;de;Wie oft gibt es mehr nicht giftige Schlangen als giftige ?;1700 mal;1500 mal;1.300 mal;1.100 mal;Confirmé;Die meisten Schlangen haben eine bifide Zunge, Augen ohne Augenlider, gegliederte Schädel und bewegliche Kiefer.;https://de.wikipedia.org/wiki/Schlangen
20;de;Wie viele Eier produziert ein durchschnittliches Nilkrokodil bei guter Gesundheit ?;100;70;40;130;Confirmé;Beim Schließen der Eier ist das Babykrokodil etwa 30 cm groß und hat den gleichen Körper wie seine Mutter, egal ob männlich oder weiblich.;https://de.wikipedia.org/wiki/Nilkrokodil
21;de;Was ist die maximale Sprunglänge, die ein Puma machen kann ?;12 m;10 m;8 m;6 m;Expert;Für die Jagd oder im Falle einer Bedrohung kann er auf Bäume klettern und sehr wendig sein.;https://de.wikipedia.org/wiki/Puma
22;de;Wie viel hat eine normal geformte Mücke Zähne ?;47;34;29;11;Expert;Erwachsene ernähren sich von Blumennektar und beteiligen sich wie Schmetterlinge an der Bestäubung von Pflanzen.;https://de.wikipedia.org/wiki/Stechmücken
23;de;Wie lang ist ein Koaladarm in Zentimetern ?;300 cm;200 cm;100 cm;400 cm;Expert;Der Koala ist eng mit dem Eukalyptus oder Gummibaum verwandt, von dem er nur die Blätter bestimmter Arten frisst.;https://de.wikipedia.org/wiki/Koala
24;de;Wie viele Tage überwinkt ein alaskisches Eichhörnchen ?;270 Tage;180 Tage;320 Tage;410 Tage;Expert;Der Eichhörnchenschwanz und seine unnachgiebigen Wintervorräte haben zu seiner Popularität beigetragen.;
25;de;Was ist die Höchstgeschwindigkeit, die der Schwertfisch schon erreicht hat ?;109 km / h;99 km / h;89 km / h;119 km / h;Expert;Der Segelfisch besitzt senkrechte Streifen an den Flanken und gilt als der schnellste Fisch.;https://de.wikipedia.org/wiki/Fächerfisch
26;de;Wie viele Tiere aus dem Berliner Zoo haben im Zweiten Weltkrieg überlebt ?;91;344;892;1,712;Expert;Die ersten Tierspenden für den 1844 gegründeten Berliner Zoo wurden von Friedrich Wilhelm IV., König von Preußen, gemacht.;https://de.wikipedia.org/wiki/Zoologischer_Garten_Berlin
27;de;Wie viele von tausend Meeresschildkröten erreichen nur das Alter, um sich fortpflanzen zu können ?;15;100;250;640;Expert;Obwohl Meeresschildkröten anfällig sind, sind sie in allen Ozeanen der Welt mit Ausnahme des Arktischen Ozeans vertreten.;
28;de;Wie oft pro Sekunde kann ein Kolibri seine Flügel schlagen ?;78 mal;58 mal;38 mal;18 mal;Expert;Kolibris sind wegen ihrer geringen Größe und ihrer schnellen Flügelschläge auch als Kolibris bekannt.;https://de.wikipedia.org/wiki/Kolibris
29;de;Wie viele Kängurusarten gibt es im weitesten Sinne des Wortes ?;63;51;44;37;Expert;Das große Känguru ist ein symbolträchtiges Tier Australiens und auf dem Land beliebter als in den Städten.;
30;de;Wie viele Arten wurden bisher entdeckt ?;9 600;8 700;7.200;6 400;Expert;Käfer, Marienkäfer, Lucans, Käfer, Cockchafers und Charanceps sind Allopoei.;https://de.wikipedia.org/wiki/Käfer
1;es;¿Cuánto dura la gestación media de un elefante ?;21 meses;17 meses;13 meses;9 meses;Débutant;Un elefante puede estar embarazada hasta la edad de cincuenta años, donde solo se lleva un elefante en la mayoría de los casos.;
2;es;¿Cuántos pulsos por minuto tiene el corazón de un erizo en hibernación ?;18;28;38;8;Débutant;No confunda los erizos con otros mamíferos que llevan plumas, como los puercoespines.;
3;es;¿Cuántos kilómetros es audible el grito del mono aullador ?;3 km;6 km;9 km;12 km;Débutant;Este mono grita todas las mañanas, y cuando pelea con otros monos aulladores, también gritan con gritos.;https://es.wikipedia.org/wiki/Alouatta
4;es;¿En qué año se vio el último dodo viviente en Mauricio ?;1681;1723;1832;1908;Débutant;Además de su incapacidad para volar, el dodo no había desarrollado ningún temor a los humanos, lo que lo convertía en una presa fácil.;https://es.wikipedia.org/wiki/Raphus_cucullatus
5;es;¿Cuántos bisontes mató Buffalo Bill en solo 18 meses ?;4,000;3000;2,000;1,000;Débutant;El sombrero stetson y el pañuelo fueron popularizados por Buffalo Bill, mientras que no todos los vaqueros lo usaban.;https://es.wikipedia.org/wiki/Buffalo_Bill
6;es;¿A qué altitud vive el ibex alpino en general ?;3,500 m;2,300 m;1,900 m;4,600 m;Débutant;La presa ibex alpina incluye paredes escarpadas, acantilados o paredes empinadas.;https://es.wikipedia.org/wiki/Capra_ibex
7;es;¿Cuántos minutos puede un león marino nadar bajo el agua sin respirar ?;5 min;7 min;9 min;11 min;Débutant;A diferencia de las focas, las focas usan sus aletas en el suelo para caminar.;https://es.wikipedia.org/wiki/Otariidae
8;es;¿Cuál es, en centímetros, la longitud de la lengua de un oso hormiguero adulto ?;60 cm;50 cm;70 cm;80 cm;Débutant;El mayor representante del grupo es el oso hormiguero gigante o oso hormiguero grande, un animal que mide más de un metro de longitud.;https://es.wikipedia.org/wiki/Vermilingua
9;es;¿Cuál es el porcentaje de roedores entre los mamíferos ?;40%;30%;20%;10%;Débutant;Estos animales se caracterizan por su par único de incisivos que les sirven para roer, cavar galerías o defenderse.;https://es.wikipedia.org/wiki/Rodentia
10;es;¿Cuántas veces por minuto puede un oso hormiguero sacarse la lengua de la boca ?;160 veces;120 veces;80 veces;40 veces;Débutant;El oso hormiguero come principalmente hormigas, pero también le gustan las termitas y otros insectos como las mariquitas.;https://es.wikipedia.org/wiki/Vermilingua
11;es;¿Cuántas libras de carne puede comer una hiena durante una comida ?;14 kg;4 kg;24 kg;34 kg;Confirmé;Es imposible discernir, por simple observación, una hiena de una hembra, ya que ambas son iguales.;https://es.wikipedia.org/wiki/Hyaenidae
12;es;¿Cuál es el peso promedio de la lengua de una ballena azul adulta ?;2,7 toneladas;880 kg;1.3 toneladas;2,2 toneladas;Confirmé;Cuando la boca de la ballena azul está completamente abierta, es lo suficientemente grande como para contener 90 toneladas de agua y alimentos.;https://es.wikipedia.org/wiki/Balaenoptera_musculus
13;es;¿Cuánto cuesta en promedio una reina de termitas por día ?;30;60;90;120;Confirmé;De una pareja de termitas nacen larvas que dan trabajadores estériles o pupas que darán adultos sexuados.;https://es.wikipedia.org/wiki/Isoptera
14;es;¿Qué tan rápido puede alcanzar un leopardo en reposo en solo dos segundos ?;60 km / h;80 km / h;100 km / h;40 km / h;Confirmé;El leopardo ocupa un lugar importante en algunas culturas africanas donde este rey de los animales es el atributo de los jefes.;https://es.wikipedia.org/wiki/Panthera_pardus
15;es;¿Cuántos minutos puede una ballena de esperma permanecer bajo el agua sin respirar ?;90 min;70 min;50 min;30 min;Confirmé;El espermatozoide, una sustancia blanca y cerosa de la cabeza del animal, fue cosechado por el cachalote.;https://es.wikipedia.org/wiki/Physeteroidea
16;es;¿Qué tan rápido puede llegar un halcón peregrino cuando está en su presa ?;240 km / h;200 km / h;160 km / h;120 km / h;Confirmé;Su presa es a menudo aves, pero algunos individuos también pueden atacar pequeños animales terrestres.;https://es.wikipedia.org/wiki/Falco_peregrinus
17;es;¿Cuántos mililitros de sangre puede beber un murciélago vampiro en una noche ?;20 ml;40 ml;60 ml;80 ml;Confirmé;El murciélago vampiro es nativo de las áreas tropicales del continente americano (México, Chile, Brasil y Argentina).;https://es.wikipedia.org/wiki/Desmodontinae
18;es;¿Por qué factor se multiplica el peso de un oso polar dos meses después del nacimiento ?;25;35;45;55;Confirmé;Perfectamente adaptado a su hábitat, el oso polar tiene una gruesa capa de grasa y un pelaje que lo aísla del frío.;https://es.wikipedia.org/wiki/Ursus_maritimus
19;es;¿Cuántas veces hay más serpientes no venenosas que venenosas ?;1,700 veces;1500 veces;1,300 veces;1,100 veces;Confirmé;La mayoría de las serpientes tienen una lengua bífida, ojos sin párpados, cráneos articulados y mandíbulas móviles.;https://es.wikipedia.org/wiki/Serpentes
20;es;¿Cuántos huevos produce el cocodrilo promedio del Nilo en buena salud ?;100;70;40;130;Confirmé;Al cierre de los huevos, el cocodrilo del bebé mide aproximadamente 30 cm y tiene el mismo cuerpo que su madre, ya sea macho o hembra.;https://es.wikipedia.org/wiki/Crocodylus_niloticus
21;es;¿Cuál es la longitud máxima del salto que puede hacer un puma ?;12 m;10 m;8 m;6 m;Expert;A los efectos de la caza o en caso de amenaza, puede trepar árboles y ser muy ágil.;https://es.wikipedia.org/wiki/Puma concolor
