1;fr;Quelle bière belge est fabriquée en ajoutant des cerises acides au lambic ?;Kriek;Kwak;Kronenbourg;Keystone;Débutant;Le nom Kriek provient du mot néerlandais kersen, qui signifie cerise, car cette bière est en effet brassée avec des cerises griottes.;https://fr.wikipedia.org/wiki/Kriek
8;en;What intruder is hiding among these Chimay beers, neither filtered nor pasteurized ?;Dew;White;Blue;Red;Débutant;Chimay is a Belgian Trappist beer, produced at Notre-Dame de Scourmont Abbey.;
9;en;Which of these Belgian beers comes in an oval-shaped bottle ?;Orval;Leffe;Bush;Kriek;Débutant;Orval is characterized by a fairly strong bitterness and benefits from aging in the cellar for a few months.;
10;en;Which of these Belgian beers, less known to the general public, is flavored with honey ?;Barbar;Ename;Caracole;Affligem;Débutant;La Barbar is considered by many beer lovers to be the warrior's rest.;
11;en;La Gauloise is a Belgian beer whose bottle offers what capacity ?;33 cl;25 cl;50 cl;75 cl;Confirmé;The Bocq brewery is a Belgian brewery located in Purnode, in the commune of Yvoir in Belgium.;https://en.wikipedia.org/wiki/Brasserie_du_Bocq
12;en;Who is the intruder hiding among these Rochefort beers, brewed in the abbey since 1595 ?;Rochefort 12;Rochefort 10;Rochefort 8;Rochefort 6;Confirmé;In Rochefort, the quantity of beer produced is voluntarily limited to 300 hectoliters per week.;
13;en;Which king of Sardinia has a golden blond beer in Belgium ?;Charles V;Ferdinand I;Philip II;Charles VI;Confirmé;The Haacht brewery, which produces Charles V, is a Belgian brewery located in the province of Flemish Brabant.;
14;en;Which of these cities in Belgium has a cuvée of blond beer ?;Ciney;Couvin;Verviers;Waremme;Confirmé;There are three types of Ciney beers: Ciney Blonde, Ciney Brune and Ciney Spéciale.;
15;en;What color does Delirium Tremens have on its bottle ?;Blue;Red;Green;Yellow;Confirmé;In 1992, the Brotherhood of the Pink Elephant was created to promote Delirium Tremens and other Melle beers.;
16;en;Which of these Belgian beers is available in a classic version as well as an organic version ?;Moinette;Chimay;Duvel;Barbar;Confirmé;La Moinette is a beer with abundant foam, a malty and hoppy aroma as well as a slightly bitter taste.;https://en.wikipedia.org/wiki/Dupont_Brewery
17;en;Which Belgian beer, produced in the province of Hainaut, contains vitamin C ?;St Feuillien;Rochefort 10;Chimay;Orval;Confirmé;The St Feuillien range is available in four versions, included among the recognized Belgian abbey beers.;
18;en;Which beer advertised as white has an almost amber color ?;Grimbergen;Westmalle;St. Bernardus;Featured;Confirmé;Grimbergen is a brand of beer of Belgian origin belonging today to the Carlsberg and Heineken groups.;
19;en;Which Belgian beer also designates a song performed by Lady Gaga ?;Judas;Hair;Bloody Mary;Born This Way;Confirmé;Alken-Maes is a Belgian brewing company created in 1988 when the Maes and Alken breweries merged.;https://en.wikipedia.org/wiki/Alken-Maes
20;en;Which Belgian beer is recognizable thanks to its elf with the red cap ?;La Chouffe;The Barbar;The Durboyse;La Maes;Confirmé;The very particular aroma of Chouffe mixes both orange blossom and sour apple.;
21;en;Which spontaneous fermentation beer is produced in the south of Brussels ?;Lambic;Stout;Pils;Triple;Expert;Lambic is a beer that is more or less acidic depending on its age, without sparkling or foam, containing around five degrees of alcohol.;https://en.wikipedia.org/wiki/Lambic
22;en;Which Belgian brewery produces Brigand, a high fermentation amber beer ?;Van Honsebrouck;Bosteels;Liefmans;Van Steenberge;Expert;The Kasteel, St-Louis, Brigand and Bacchus beer brands are mainly brewed at Van Honsebrouck.;https://en.wikipedia.org/wiki/Van_Honsebrouck_Brewery
23;en;Which Belgian beer has a strange snail on its label ?;Caracole;Moinette;Rochefort;Gordon;Expert;The annual production of the Caracole brewery is 1600 hl, at the rate of about one brew per week.;https://en.wikipedia.org/wiki/Brasserie_Caracole
24;en;What white animal is used as the logo for Palm beer ?;A horse;A lion;A bear;An elephant;Expert;The history of Palm begins in 1597 with the signing of a deed of sale for a farm, which explains the choice of the logo.;
25;en;Which of the following designates an amber Belgian beer ?;Season 1900;Season 1800;Season 1700;Season 1600;Expert;The Saison 1900, produced by the Lefebvre brewery, is a traditional Walloon beer.;https://en.wikipedia.org/wiki/Lefebvre_Brewery
26;en;Which of these Belgian beers has an organic label ?;Blanche du Hainaut;Ciney;Zulte;Affligem;Expert;Brasserie Dupont is a Belgian company established in Tourpes in the town of Leuze-en-Hainaut, in the center of western Hainaut.;https://en.wikipedia.org/wiki/Dupont_Brewery
27;en;La Troublette, brewed near the town of Dinant, is what color beer ?;White;Amber;Brunette;Black;Expert;La Troublette is a white beer from the Caracole brewery, light and refreshing, which also exists organically.;https://en.wikipedia.org/wiki/Brasserie_Caracole
28;en;Which Belgian beer is known to be a living beer ?;Bon Secours;Charles V;St Feuillien;Grimbergen;Expert;The Bon Secours range of beers is a range of Belgian craft beers of the abbey beer type, with high fermentation.;
29;en;Which of these Belgian beers comes straight from the Roman brewery ?;Ename;Caracole;Moinette;Rochefort;Expert;The Roman brewery pays a royalty to the museum of the town of Ename for the use of the appellation Abbaye d'Ename.;
30;en;Which Belgian beer has a giant on its labels ?;Gouyasse;Judas;Palm;Rochefort;Expert;The brewery can be visited in 50 minutes and ends with the tasting of a beer of your choice among the beers brewed.;
1;de;Welches belgische Bier wird durch Zugabe von Sauerkirschen zu Lambic hergestellt ?;Kriek;Chimay;Leffe;Duvel;Débutant;In der Vergangenheit produzierten einige Brauereien Krieks aus einer Mischung von Lagern (oder Pils) und Kirschen.;https://de.wikipedia.org/wiki/Kriek
2;de;Welche der folgenden Angaben kennzeichnet keine belgische Bierfarbe ?;Rot;Blond;Bernstein;Schwarz;Débutant;Bier ist ein Getränk, das durch Fermentation von Getreide, im Allgemeinen Gerstenkörnern, gewonnen wird.;
3;de;Welches belgische Bier, Flaggschiff der Dubuisson-Brauerei, enthält 12 % ?;Bush;Plötzlicher Tod;Stella;Tongerlo;Débutant;Auch Bush 12 genannt, können wir auf seinem Etikett lesen, dass es das stärkste Bier in Belgien ist.;
4;de;Welches Etikett befindet sich auf einer Flasche Leffe, die in vielen Sorten entwickelt wurde ?;Abteibier;Bio-Bier;Trappist;Swiss Made;Débutant;Das nach einem Stadtteil Dinant im Maastal benannte Leffe-Bier gehört zur Vielfalt der Abteibiere.;
5;de;Welches belgische Bier sollte in einem Glas getrunken werden, das von einem Holzsockel getragen wird ?;Kwak;Lupulus;Bacchus;Duvel;Débutant;Die Legende besagt, dass der Name des Kwak von dem Geräusch herrührt, das Sie hören, wenn Sie Ihr Glas trocken trinken.;
6;de;Welches Verschlusssystem wird bei Quintine-Flaschen verwendet ?;Mechanik;Kapsel;Aus Kork;Zu schrauben;Débutant;In der Brasserie Ellezelloise werden verschiedene Craft-Biere hergestellt, darunter Quintine.;
7;de;Welches belgische Bier behält seinen Referenzstatus im Land der Weißen ?;Hoegaarden;Bacchus;Corsendonk;Floreffe;Débutant;Nach allgemeiner Meinung wird Hoegaarden-Bier oft als erstes Weißbier bezeichnet.;
8;de;Welcher Eindringling versteckt sich unter diesen Chimay-Bieren, weder gefiltert noch pasteurisiert ?;Tau;Weiß;Blau;Rot;Débutant;Chimay ist ein belgisches Trappistenbier, das in der Abtei Notre-Dame de Scourmont hergestellt wird.;
9;de;Welches dieser belgischen Biere kommt in einer ovalen Flasche ?;Orval;Leffe;Bush;Kriek;Débutant;Orval zeichnet sich durch eine ziemlich starke Bitterkeit aus und profitiert von einigen Monaten Alterung im Keller.;
10;de;Welches dieser weniger bekannten belgischen Biere ist mit Honig aromatisiert ?;Barbar;Ename;Caracole;Affligem;Débutant;La Barbar wird von vielen Bierliebhabern als die Ruhe des Kriegers angesehen.;
11;de;La Gauloise ist ein belgisches Bier, dessen Flasche welche Kapazität bietet ?;33 cl;25 cl;50 cl;75 cl;Confirmé;Die Bocq-Brauerei ist eine belgische Brauerei in Purnode in der Gemeinde Yvoir in Belgien.;
12;de;Welcher Eindringling versteckt sich unter diesen Rochefort-Bieren, die seit 1595 in der Abtei gebraut werden ?;Rochefort 12;Rochefort 10;Rochefort 8;Rochefort 6;Confirmé;In Rochefort ist die produzierte Biermenge freiwillig auf 300 Hektoliter pro Woche begrenzt.;
13;de;Welcher König von Sardinien hat in Belgien ein goldblondes Bier ?;Charles V;Ferdinand I;Philipp II.;Charles VI;Confirmé;Die Haacht-Brauerei, die Charles V produziert, ist eine belgische Brauerei in der Provinz Flämisch-Brabant.;https://de.wikipedia.org/wiki/Haacht_(Brauerei)
14;de;In welcher dieser belgischen Städte gibt es eine Cuvée mit blondem Bier ?;Ciney;Couvin;Verviers;Waremme;Confirmé;Es gibt drei Arten von Ciney-Bieren: Ciney Blonde, Ciney Brune und Ciney Spéciale.;
15;de;Welche Farbe hat Delirium Tremens auf seiner Flasche ?;Blau;Rot;Grün;Gelb;Confirmé;1992 wurde die Bruderschaft des rosa Elefanten gegründet, um Delirium Tremens und andere Melle-Biere zu fördern.;
16;de;Welches dieser belgischen Biere ist sowohl in klassischer als auch in Bio-Version erhältlich ?;Moinette;Chimay;Duvel;Barbar;Confirmé;La Moinette ist ein Bier mit reichlich Schaum, einem malzigen und hopfenreichen Aroma sowie einem leicht bitteren Geschmack.;
17;de;Welches belgische Bier, das in der Provinz Hennegau hergestellt wird, enthält Vitamin C ?;St. Feuillien;Rochefort 10;Chimay;Orval;Confirmé;Das St Feuillien-Sortiment ist in vier Versionen erhältlich, die zu den anerkannten belgischen Abteibieren gehören.;
18;de;Welches als Weiß beworbene Bier hat eine fast bernsteinfarbene Farbe ?;Grimbergen;Westmalle;St. Bernardus;Vorgestellt;Confirmé;Grimbergen ist eine Biermarke belgischen Ursprungs, die heute zu den Gruppen Carlsberg und Heineken gehört.;
19;de;Welches belgische Bier bezeichnet auch ein Lied von Lady Gaga ?;Judas;Haare;Bloody Mary;Auf diese Weise geboren;Confirmé;Alken-Maes ist eine belgische Brauerei, die 1988 gegründet wurde, als die Brauereien Maes und Alken fusionierten.;https://de.wikipedia.org/wiki/Alken-Maes
20;de;Welches belgische Bier ist an seinem Elfen mit der roten Kappe zu erkennen ?;La Chouffe;Der Barbar;Die Durboyse;La Maes;Confirmé;Das besondere Aroma von Chouffe mischt sowohl Orangenblüte als auch sauren Apfel.;
21;de;Welches spontane Fermentationsbier wird im Süden von Brüssel hergestellt ?;Lambic;Stout;Pils;Dreifach;Expert;Lambic ist ein Bier, das je nach Alter mehr oder weniger sauer ist, ohne Schaumbildung oder Schaum, das etwa fünf Grad Alkohol enthält.;https://de.wikipedia.org/wiki/Lambic
22;de;Welche belgische Brauerei produziert Brigand, ein hochgäriges Bernsteinbier ?;Van Honsebrouck;Bosteels;Liefmans;Van Steenberge;Expert;Die Biermarken Kasteel, St-Louis, Brigand und Bacchus werden hauptsächlich in Van Honsebrouck gebraut.;https://de.wikipedia.org/wiki/Van_Honsebrouck
23;de;Welches belgische Bier hat eine seltsame Schnecke auf dem Etikett ?;Caracole;Moinette;Rochefort;Gordon;Expert;Die jährliche Produktion der Caracole-Brauerei beträgt 1600 hl, was einer Rate von etwa einem Gebräu pro Woche entspricht.;
24;de;Welches weiße Tier wird als Logo für Palmbier verwendet ?;Ein Pferd;Ein Löwe;Ein Bär;Ein Elefant;Expert;Die Geschichte von Palm beginnt 1597 mit der Unterzeichnung einer Kaufurkunde für eine Farm, die die Wahl des Logos erklärt.;
25;de;Welches der folgenden Merkmale kennzeichnet ein bernsteinfarbenes belgisches Bier ?;Saison 1900;Staffel 1800;Staffel 1700;Staffel 1600;Expert;Die Saison 1900 der Brauerei Lefebvre ist ein traditionelles wallonisches Bier.;https://de.wikipedia.org/wiki/Lefebvre_(Brauerei)
26;de;Welches dieser belgischen Biere hat ein Bio-Label ?;Blanche du Hainaut;Ciney;Zulte;Affligem;Expert;Die Brasserie Dupont ist ein belgisches Unternehmen mit Sitz in Tourpes in der Stadt Leuze-en-Hainaut im Zentrum des westlichen Hennegau.;
27;de;La Troublette, in der Nähe der Stadt Dinant gebraut, hat welche Farbe Bier ?;Weiß;Bernstein;Brünette;Schwarz;Expert;La Troublette ist ein leichtes und erfrischendes Weißbier aus der Caracole-Brauerei, das auch biologisch erhältlich ist.;
28;de;Welches belgische Bier ist als lebendes Bier bekannt ?;Bon Secours;Charles V;St. Feuillien;Grimbergen;Expert;Die Bierserie Bon Secours ist eine Reihe belgischer Craft-Biere vom Typ Abbey Beer mit hoher Gärung.;
29;de;Welches dieser belgischen Biere stammt direkt aus der römischen Brauerei ?;Ename;Caracole;Moinette;Rochefort;Expert;Die römische Brauerei zahlt dem Museum der Stadt Ename eine Lizenzgebühr für die Verwendung der Bezeichnung Abbaye d'Ename.;https://de.wikipedia.org/wiki/Roman_(Brauerei)
30;de;Welches belgische Bier hat einen Riesen auf seinen Etiketten ?;Gouyasse;Judas;Palm;Rochefort;Expert;Die Brauerei kann in 50 Minuten besichtigt werden und endet mit der Verkostung eines Bieres Ihrer Wahl unter den gebrauten Bieren.;
1;es;¿Qué cerveza belga se elabora agregando guindas a la lambic ?;Kriek;Chimay;Leffe;Duvel;Débutant;En el pasado, algunas cervecerías producían krieks elaborados con una mezcla de lagers (o pils) y cerezas.;https://es.wikipedia.org/wiki/Kriek
2;es;¿Cuál de los siguientes no designa un color de cerveza belga ?;Rojo;Rubia;Ámbar;Negro;Débutant;La cerveza es una bebida obtenida por fermentación de cereales, generalmente granos de cebada.;
3;es;¿Qué cerveza belga, producto estrella de la cervecería Dubuisson, 12 % de contenido ?;Bush;Muerte súbita;Stella;Tongerlo;Débutant;También llamada Bush 12, podemos leer en su etiqueta que es la cerveza más fuerte de Bélgica.;
4;es;¿Qué etiqueta aparece en una botella de Leffe, desarrollada en muchas variedades ?;Cerveza Abbey;Cerveza ecológica;Trapense;Fabricado en Suiza;Débutant;La cerveza Leffe, que lleva el nombre de un distrito de Dinant en el valle del Mosa, forma parte de la variedad de cervezas de abadía.;
5;es;¿Qué cerveza belga se debe beber en un vaso sostenido por una base de madera ?;Kwak;Lupulus;Baco;Duvel;Débutant;Cuenta la leyenda que el nombre del Kwak proviene del ruido que escuchas cuando bebes tu vaso seco.;
6;es;¿Qué sistema de taponado se utiliza en las botellas de Quintine ?;Mecánica;Cápsula ","À capsule;De corcho;Para atornillar;Débutant;La Brasserie Ellezelloise produce varias cervezas artesanales, incluida Quintine.;
7;es;¿Qué cerveza belga conserva su estatus de referencia en la tierra de los blancos ?;Hoegaarden;Baco;Corsendonk;Floreffe;Débutant;Según algunas creencias populares, la cerveza Hoegaarden a menudo se cita como la primera cerveza blanca.;
8;es;¿Qué intruso se esconde entre estas cervezas de Chimay, ni filtradas ni pasteurizadas ?;Rocío;Blanco;Azul;Rojo;Débutant;Chimay es una cerveza trapense belga, producida en la abadía de Notre-Dame de Scourmont.;
9;es;¿Cuál de estas cervezas belgas viene en una botella de forma ovalada ?;Orval;Leffe;Bush;Kriek;Débutant;Orval se caracteriza por un amargor bastante fuerte y se beneficia de la crianza en bodega durante unos meses.;
10;es;¿Cuál de estas cervezas belgas, menos conocidas por el público en general, está aromatizada con miel ?;Barbar;Ename;Caracole;Affligem;Débutant;La Barbar es considerada por muchos amantes de la cerveza como el descanso del guerrero.;
11;es;La Gauloise es una cerveza belga cuya botella ofrece ¿qué capacidad ?;33 cl;25 cl;50 cl;75 cl;Confirmé;La cervecería Bocq es una fábrica de cerveza belga ubicada en Purnode, en la comuna de Yvoir en Bélgica.;
12;es;¿Quién es el intruso que se esconde entre estas cervezas Rochefort, elaboradas en la abadía desde 1595 ?;Rochefort 12;Rochefort 10;Rochefort 8;Rochefort 6;Confirmé;En Rochefort, la cantidad de cerveza producida se limita voluntariamente a 300 hectolitros por semana.;
13;es;¿Qué rey de Cerdeña tiene una cerveza rubia dorada en Bélgica ?;Carlos V;Ferdinand I;Felipe II;Charles VI;Confirmé;La fábrica de cerveza Haacht, que produce Carlos V, es una fábrica de cerveza belga ubicada en la provincia de Brabante Flamenco.;
14;es;¿Cuál de estas ciudades de Bélgica tiene una cuvée de cerveza rubia ?;Ciney;Couvin;Verviers;Waremme;Confirmé;Hay tres tipos de cervezas Ciney: Ciney Blonde, Ciney Brune y Ciney Spéciale.;
15;es;¿Qué color tiene Delirium Tremens en su botella ?;Azul;Rojo;Verde;Amarillo;Confirmé;En 1992, se creó la Hermandad del Elefante Rosa para promover Delirium Tremens y otras cervezas Melle.;
16;es;¿Cuál de estas cervezas belgas está disponible en versión clásica y en versión orgánica ?;Moinette;Chimay;Duvel;Barbar;Confirmé;La Moinette es una cerveza con abundante espuma, aroma a malta y lúpulo y un sabor ligeramente amargo.;
17;es;¿Qué cerveza belga, producida en la provincia de Hainaut, contiene vitamina C ?;St Feuillien;Rochefort 10;Chimay;Orval;Confirmé;La gama St Feuillien está disponible en cuatro versiones, incluidas entre las reconocidas cervezas de abadía belgas.;
18;es;¿Qué cerveza anunciada como blanca tiene un color casi ámbar ?;Grimbergen;Westmalle;San Bernardo;Destacado;Confirmé;Grimbergen es una marca de cerveza de origen belga que hoy pertenece a los grupos Carlsberg y Heineken.;
19;es;¿Qué cerveza belga también designa una canción interpretada por Lady Gaga ?;Judas;Cabello;Bloody Mary;Nacido de esta manera;Confirmé;Alken-Maes es una empresa cervecera belga creada en 1988 cuando las fábricas de cerveza Maes y Alken se fusionaron.;https://es.wikipedia.org/wiki/Alken-Maes
20;es;¿Qué cerveza belga es reconocible gracias a su duende con la tapa roja ?;La Chouffe;El Barbar;El Durboyse;La Maes;Confirmé;El aroma muy particular de Chouffe mezcla tanto la flor de naranja como la manzana ácida.;
21;es;¿Qué cerveza de fermentación espontánea se produce en el sur de Bruselas ?;Lambic;Stout;Pils;Triple;Expert;Lambic es una cerveza más o menos ácida según la edad, sin espumosos ni espuma, que contiene alrededor de cinco grados de alcohol.;https://es.wikipedia.org/wiki/Lambic
