1;fr;Quelle vierge et martyre est à la base de la fête de la Sainte-Catherine ?;Cath. d'Alexandrie;Cath. de Saxe;Cath. de Valois;Cath. de Laval;Débutant;Dans le nord de la France, les petites écolières s'offrent des cartes de voeux pour la Sainte-Catherine.;https://fr.wikipedia.org/wiki/Fête_de_la_Sainte-Catherine
21;fr;Quelle Catherine fut sociétaire de la Comédie-Française pendant 33 ans ?;Catherine Hiegel;Catherine Breillat;Catherine Arditi;Catherine Allégret;Expert;Son interprétation dans le film « La vie est un long fleuve tranquille » d'Étienne Chatiliez, sorti en 1988, l'a rendue populaire.;https://fr.wikipedia.org/wiki/Catherine_Hiegel
22;fr;Qui a mis en scène les spectacles de Charlotte de Turckheim en 2004 et 2007 ?;Catherine Hosmalin;Catherine Dufour;Catherine Kintzler;Catherine Nay;Expert;Catherine Hosmalin a obtenu un de ses rôles les plus conséquents dans la série « Maison close » diffusée de 2010 à 2013.;https://fr.wikipedia.org/wiki/Catherine_Hosmalin
23;fr;Qui a été partenaire à la ville comme à la scène de Laurent Terzieff ?;Catherine Lachens;Catherine Jacob;Catherine Benguigui;Catherine Arditi;Expert;Celle que Dali se plaisait à surnommer son lion liseur est également sculpteur, sous l'égide de Noor Zade Brener.;https://fr.wikipedia.org/wiki/Catherine_Lachens
24;fr;À qui François Mitterrand a-t-il écrit plus de 300 lettres et poèmes ?;Catherine Langeais;Catherine Deneuve;Catherine Asaro;Catherine Barma;Expert;François Mitterrand épousera toutefois en octobre 1944 Danielle Gouze, rencontrée au sein d'un réseau de la Résistance.;https://fr.wikipedia.org/wiki/Catherine_Langeais
25;fr;Quelle chroniqueuse politique a longtemps vécu avec Albin Chalandon ?;Catherine Nay;Catherine Asaro;Catherine Coquio;Catherine Kintzler;Expert;Depuis 2011, elle fait partie de l'émission « Il n'y en a pas deux comme Elle » présentée par Marion Ruggieri sur Europe 1.;https://fr.wikipedia.org/wiki/Catherine_Nay
26;fr;Quelle femme politique française est née à Strasbourg en 1951 ?;Catherine Trautmann;Catherine Hosmalin;Catherine Hiegel;Catherine Matausch;Expert;Catherine Trautmann fut la première présidente de l'Institut des villes avant de laisser la place à Edmond Hervé.;https://fr.wikipedia.org/wiki/Catherine_Trautmann
27;fr;Quelle romancière américaine a obtenu le prix Nebula pour « Quantum Rose » ?;Catherine Asaro;Catherine Dufour;Catherine Coquio;Catherine Nay;Expert;Mariée à un astrophysicien, elle enseigne les mathématiques, la physique et la chimie en dehors de son travail d'écriture.;https://fr.wikipedia.org/wiki/Catherine_Asaro
28;fr;Quelle ingénieure en informatique est chroniqueuse au Monde Diplomatique ?;Catherine Dufour;Catherine Asaro;Catherine Hiegel;Catherine Coquio;Expert;Elle a fondé le collectif Zanzibar avec d'autres auteurs de science-fiction, dont Norbert Merjagnan et Alain Damasio.;https://fr.wikipedia.org/wiki/Catherine_Dufour
29;fr;Quelle Catherine est professeure de littérature comparée à l'université Paris Diderot ?;Catherine Coquio;Catherine Kintzler;Catherine Dufour;Catherine Ceylac;Expert;Les travaux de Catherine Coquio, influencés par la théorie critique allemande et la philologie critique, portent sur Baudelaire.;https://fr.wikipedia.org/wiki/Catherine_Coquio
30;fr;Quelle philosophe française est spécialiste de l'esthétique et de la laïcité ?;Catherine Kintzler;Catherine Asaro;Catherine Trautmann;Catherine Coquio;Expert;Agrégée de philosophie, docteur d'État en philosophie, Catherine Kintzler est professeur émérite à l'université Lille III.;https://fr.wikipedia.org/wiki/Catherine_Kintzler
1;en;What virgin and martyr is the basis of the feast of Saint Catherine ?;Catherine of Alexandria;Catherine of Saxony;Catherine of Valois;Catherine of Laval;Débutant;In the north of France, little schoolgirls give each other greeting cards for Sainte-Catherine.;
2;en;Which famous Catherine is the daughter of actress Simone Signoret ?;Catherine Allégret;Catherine Ceylac;Catherine Deneuve;Catherine Arditi;Débutant;Catherine Allégret will marry in 1969 Jean-Pierre Castaldi with whom she will have a son, Benjamin, television presenter.;
3;en;Who brought Éric Zemmour and Éric Naulleau into « We are not lying » ?;Catherine Barma;Catherine Breillat;Catherine Langeais;Catherine Asaro;Débutant;She began on television as a scriptwriter, then an artistic producer who in 1999 created the company Tout sur l'screen.;https://en.wikipedia.org/wiki/Catherine_Barma
4;en;Who presented « Télématin » then « Té ou café » from 1996 to 2018 ?;Catherine Ceylac;Catherine Laborde;Catherine Allégret;Catherine Benguigui;Débutant;Companion of journalist Claude Sérillon since 1984, she has a son, Jean-Philippe Oudot, born in 1973 from a first marriage.;
5;en;Which actress received a César for « Le Dernier Métro » and « Indochine » ?;Catherine Deneuve;Catherine Zeta-Jones;Catherine Frot;Catherine Jacob;Débutant;She also won an interpretation award at the three biggest film festivals : Cannes, Venice and Berlin.;https://en.wikipedia.org/wiki/Catherine_Deneuve
6;en;Who presented the weather report on TF1 for twenty-eight years ?;Catherine Laborde;Catherine Tramell;Catherine Allegret;Catherine Hiegel;Débutant;In October 2018, Catherine Laborde, mother of two daughters, revealed that she had suffered from Parkinson's disease for four years.;
7;en;Who is the diamond rocker, imposing a bold and liberated look ?;Katherine Lara;Catherine Ringer;Catherine Lachens;Catherine Nay;Débutant;Catherine Lara was made a Knight of the Order of Arts and Letters and then an Officer of the National Order of the Legion of Honor.;https://en.wikipedia.org/wiki/Catherine_Lara
8;en;Which commoner is the wife of Prince William, Duke of Cambridge ?;Catherine Middleton;Catherine Ceylac;Catherine Kintzler;Catherine Tramell;Débutant;Since that day, Catherine Middleton bears the title of Duchess of Cambridge with the predicate of Royal Highness.;https://en.wikipedia.org/wiki/Catherine,_Duchess_of_Cambridge
9;en;Which singer formed the group Les Rita Mitsouko with Fred Chichin ?;Catherine Ringer;Katherine Lara;Catherine Hosmalin;Catherine Dufour;Débutant;At the same time, Catherine Ringer also sang in a duet with Marc Lavoine or for film soundtracks.;https://en.wikipedia.org/wiki/Catherine_Ringer
10;en;Which actress became world famous in « The Mask of Zorro » ?;Catherine Zeta-Jones;Katherine Jacob;Catherine Arditi;Catherine Deneuve;Débutant;In 2011, Catherine Zeta-Jones declared having manic depression, also known as bipolar disorder.;https://en.wikipedia.org/wiki/Catherine_Zeta-Jones
11;en;Which fictional Catherine was played by American actress Sharon Stone ?;Catherine Tramell;Catherine Asaro;Catherine Trautmann;Catherine Nay;Confirmé;Catherine Tramell is a fictional character created by Joe Eszterhas in Paul Verhoeven's 1992 film « Basic Instinct ».;https://en.wikipedia.org/wiki/Catherine_Tramell
12;en;Which French actress is Françoise Dorléac's sister ?;Catherine Deneuve;Catherine Arditi;Catherine Jacob;Catherine Frot;Confirmé;Catherine Deneuve was the muse of major directors like Jacques Demy, François Truffaut or André Téchiné.;https://en.wikipedia.org/wiki/Catherine_Deneuve
13;en;Who has played a character inspired by Liliane Bettencourt in the theater ?;Catherine Arditi;Catherine Benguigui;Catherine Langeais;Catherine Jacob;Confirmé;Catherine Arditi is the daughter of the painter Georges Arditi and the sister of actors Pierre Arditi, Danièle Arditi and Rachel Arditi.;
14;en;Who played the bespectacled doctor in the comedy series « H » ?;Catherine Benguigui;Catherine Ceylac;Catherine Frot;Catherine Hiegel;Confirmé;Catherine Benguigui participated in two episodes of the Camera Café series on M6 : « Marylin and Madonna » and « La nièce d'Annie ».;https://en.wikipedia.org/wiki/Catherine_Benguigui
15;en;Which filmmaker was the victim of fraud by Christophe Rocancourt ?;Catherine Breillat;Catherine Hosmalin;Catherine Lachens;Catherine Langeais;Confirmé;Taking advantage of his handicap and his weakness, Rocancourt would have extracted checks from him for more than 850,000 euros.;https://en.wikipedia.org/wiki/Catherine_Breillat
16;en;Which Duchess became Queen of France from 1547 to 1559 ?;Catherine de Médicis;Catherine d'Anjou;Catherine de Bavière;Catherine of Navarre;Confirmé;She is also the mother of Kings François II, Charles IX, Henri III, Queens Elisabeth and Queen Margot.;
17;en;Who was noticed for her role as a singer who sings out of tune in « Marguerite » ?;Catherine Frot;Katherine Jacob;Catherine Deneuve;Catherine Lachens;Confirmé;After six previous nominations in this major category, she won the César for best actress for this role.;https://en.wikipedia.org/wiki/Catherine_Frot
18;en;Who received the César for best female hope for « Life is a long quiet river » ?;Katherine Jacob;Catherine Frot;Catherine Nay;Catherine Deneuve;Confirmé;She was then nominated three times for the Césars for « Tatie Danielle » in 1991, « Merci la vie » in 1992 and « Nine months » in 1995.;https://en.wikipedia.org/wiki/Catherine_Jacob_(actress)
19;en;Which French journalist and occasional painter signs her CathMath paintings ?;Catherine Matausch;Catherine Trautman;Catherine Dufour;Catherine Coquio;Confirmé;In April 1987, Catherine Matausch joined the national editorial staff of FR3 as a television news presenter.;
20;en;Who published the novel « The Easy Man », prohibited for children under 18 ?;Catherine Breillat;Catherine Hiegel;Catherine Benguigui;Catherine Laborde;Confirmé;The filmmaker revealed in July 2009 to have been the victim of a scam on the part of Christophe Rocancourt.;https://en.wikipedia.org/wiki/Catherine_Breillat
21;en;Which Catherine was a member of the Comédie-Française for 33 years ?;Catherine Hiegel;Catherine Breillat;Catherine Arditi;Catherine Allegret;Expert;Her performance in the film « Life is a Long Quiet River » by Étienne Chatiliez, released in 1988, made her popular.;https://en.wikipedia.org/wiki/Catherine_Hiegel
22;en;Who staged the Charlotte de Turckheim shows in 2004 and 2007 ?;Catherine Hosmalin;Catherine Dufour;Catherine Kintzler;Catherine Nay;Expert;Catherine Hosmalin obtained one of her most significant roles in the series « Maison close » broadcast from 2010 to 2013.;https://en.wikipedia.org/wiki/Catherine_Hosmalin
23;en;Who has been a partner in the city as well as on the stage of Laurent Terzieff ?;Catherine Lachens;Katherine Jacob;Catherine Benguigui;Catherine Arditi;Expert;The one Dali liked to call his reading lion is also a sculptor, under the aegis of Noor Zade Brener.;
24;en;To whom did François Mitterrand write more than 300 letters and poems ?;Catherine Langeais;Catherine Deneuve;Catherine Asaro;Catherine Barma;Expert;François Mitterrand will however marry in October 1944 Danielle Gouze, met within a network of the Resistance.;https://en.wikipedia.org/wiki/Catherine_Langeais
25;en;Which political columnist lived with Albin Chalandon for a long time ?;Catherine Nay;Catherine Asaro;Catherine Coquio;Catherine Kintzler;Expert;Since 2011, she has been part of the show \u003cI\u003eThere are no two like Her\u003c/I\u003e presented by Marion Ruggieri on Europe 1.;https://en.wikipedia.org/wiki/Catherine_Nay
26;en;Which French politician was born in Strasbourg in 1951 ?;Catherine Trautman;Catherine Hosmalin;Catherine Hiegel;Catherine Matausch;Expert;Catherine Trautmann was the first president of the Institute of Cities before giving way to Edmond Hervé.;https://en.wikipedia.org/wiki/Catherine_Trautmann
27;en;Which American novelist won the Nebula Prize for « Quantum Rose » ?;Catherine Asaro;Catherine Dufour;Catherine Coquio;Catherine Nay;Expert;Married to an astrophysicist, she teaches mathematics, physics and chemistry apart from her writing work.;https://en.wikipedia.org/wiki/Catherine_Asaro
28;en;Which computer engineer is a columnist for Le Monde Diplomatique ?;Catherine Dufour;Catherine Asaro;Catherine Hiegel;Catherine Coquio;Expert;She founded the Zanzibar collective with other science fiction authors, including Norbert Merjagnan and Alain Damasio.;https://en.wikipedia.org/wiki/Catherine_Dufour
29;en;Which Catherine is a professor of comparative literature at the University of Paris Diderot ?;Catherine Coquio;Catherine Kintzler;Catherine Dufour;Catherine Ceylac;Expert;The works of Catherine Coquio, influenced by German critical theory and critical philology, focus on Baudelaire.;
30;en;Which French philosopher is a specialist in aesthetics and secularism ?;Catherine Kintzler;Catherine Asaro;Catherine Trautman;Catherine Coquio;Expert;Agrégation in Philosophy, Doctor of State in Philosophy, Catherine Kintzler is Professor Emeritus at the University of Lille III.;
1;de;Welche Jungfrau und Märtyrerin ist die Grundlage des Festes der Heiligen Katharina ?;Katharina von Alexandria;Katharina von Sachsen;Katharina von Valois;Katharina von Laval;Débutant;In Nordfrankreich schenken sich kleine Schulmädchen Grußkarten für Sainte-Catherine.;
2;de;Welche berühmte Catherine ist die Tochter der Schauspielerin Simone Signoret ?;Catherine Allégret;Catherine Ceylac;Catherine Deneuve;Catherine Arditi;Débutant;Catherine Allégret wird 1969 Jean-Pierre Castaldi heiraten, mit dem sie einen Sohn, Benjamin, Fernsehmoderator, haben wird.;
3;de;Wer brachte Éric Zemmour und Éric Naulleau zu « Wir lügen nicht » ?;Catherine Barma;Catherine Breillat;Catherine Langeais;Catherine Asaro;Débutant;Sie begann beim Fernsehen als Drehbuchautorin, dann als künstlerische Produzentin, die 1999 die Firma Tout sur l'screen gründete.;
4;de;Wer präsentierte von 1996 bis 2018 « Télématin » und dann « Thé ou café » ?;Catherine Ceylac;Catherine Laborde;Catherine Allégret;Catherine Benguigui;Débutant;Sie ist seit 1984 Lebensgefährtin des Journalisten Claude Sérillon und hat einen Sohn, Jean-Philippe Oudot, geboren 1973 aus erster Ehe.;
5;de;Welche Schauspielerin erhielt einen César für « Le Dernier Métro » und « Indochine » ?;Catherine Deneuve;Catherine Zeta-Jones;Catherine Frot;Catherine Jacob;Débutant;Sie gewann auch einen Interpretationspreis bei den drei größten Filmfestivals : Cannes, Venedig und Berlin.;https://de.wikipedia.org/wiki/Catherine_Deneuve
6;de;Wer präsentierte achtundzwanzig Jahre lang den Wetterbericht auf TF1 ?;Katharina Laborde;Katharina Tramell;Katharina Allegret;Katharina Hiegel;Débutant;Im Oktober 2018 gab Catherine Laborde, Mutter zweier Töchter, bekannt, dass sie seit vier Jahren an der Parkinson-Krankheit leide.;
7;de;Wer ist der Diamant-Rocker, der einen mutigen und befreiten Look imponiert ?;Katherine Lara;Katharina Ringer;Katharina Lachens;Katharina Nay;Débutant;Catherine Lara wurde zum Knight of the Order of Arts and Letters und dann zum Officer of the National Order of the Legion of Honor ernannt.;
8;de;Welche Bürgerliche ist die Frau von Prinz William, Herzog von Cambridge ?;Katharina Middleton;Katharina Ceylac;Katharina Kintzler;Katharina Tramell;Débutant;Seit diesem Tag trägt Catherine Middleton den Titel einer Herzogin von Cambridge mit dem Prädikat Königliche Hoheit.;https://de.wikipedia.org/wiki/Catherine,_Duchess_of_Cambridge
9;de;Welche Sängerin hat mit Fred Chichin die Gruppe Les Rita Mitsouko gegründet ?;Katharina Ringer;Katherine Lara;Katharina Hosmalin;Katharina Dufour;Débutant;Gleichzeitig sang Catherine Ringer auch im Duett mit Marc Lavoine oder für Filmmusik.;https://de.wikipedia.org/wiki/Catherine_Ringer
10;de;Welche Schauspielerin wurde in « Die Maske des Zorro » weltberühmt ?;Catherine Zeta-Jones;Katherine Jakob;Katharina Arditi;Katharina Deneuve;Débutant;Im Jahr 2011 erklärte Catherine Zeta-Jones, an einer manischen Depression zu leiden, die auch als bipolare Störung bekannt ist.;https://de.wikipedia.org/wiki/Catherine_Zeta-Jones
11;de;Welche fiktive Catherine wurde von der amerikanischen Schauspielerin Sharon Stone gespielt ?;Catherine Tramell;Catherine Asaro;Catherine Trautmann;Catherine Nay;Confirmé;Catherine Tramell ist eine fiktive Figur, die von Joe Eszterhas in Paul Verhoevens Film « Basic Instinct » von 1992 geschaffen wurde.;
12;de;Welche französische Schauspielerin ist die Schwester von Françoise Dorléac ?;Catherine Deneuve;Catherine Arditi;Catherine Jacob;Catherine Frot;Confirmé;Catherine Deneuve war die Muse großer Regisseure wie Jacques Demy, François Truffaut oder André Téchiné.;https://de.wikipedia.org/wiki/Catherine_Deneuve
13;de;Wer hat im Theater eine von Liliane Bettencourt inspirierte Figur gespielt ?;Catherine Arditi;Catherine Benguigui;Catherine Langeais;Catherine Jacob;Confirmé;Catherine Arditi ist die Tochter des Malers Georges Arditi und die Schwester der Schauspieler Pierre Arditi, Danièle Arditi und Rachel Arditi.;
14;de;Wer spielte den bebrillten Arzt in der Comedyserie « H » ?;Catherine Benguigui;Catherine Ceylac;Catherine Frot;Catherine Hiegel;Confirmé;Catherine Benguigui nahm an zwei Folgen der Camera Café-Serie auf M6 teil : « Marylin und Madonna » und « La nièce d'Annie ».;
15;de;Welcher Filmemacher wurde Opfer eines Betrugs von Christophe Rocancourt ?;Catherine Breillat;Catherine Hosmalin;Catherine Lachens;Catherine Langeais;Confirmé;Unter Ausnutzung seines Handicaps und seiner Schwäche hätte Rocancourt ihm Schecks über 850.000 Euro entzogen.;https://de.wikipedia.org/wiki/Catherine_Breillat
16;de;Welche Herzogin wurde von 1547 bis 1559 Königin von Frankreich ?;Catherine de Médicis;Catherine d'Anjou;Catherine de Bavière;Katharina von Navarra;Confirmé;Sie ist auch die Mutter der Könige François II, Charles IX, Henri III, Queens Elisabeth und Queen Margot.;
17;de;Wer wurde für ihre Rolle als Sängerin wahrgenommen, die in « Marguerite » verstimmt singt ?;Katharina Frot;Katherine Jakob;Katharina Deneuve;Katharina Lachens;Confirmé;Nach sechs früheren Nominierungen in dieser großen Kategorie gewann sie für diese Rolle den César als beste Schauspielerin.;https://de.wikipedia.org/wiki/Catherine_Frot
18;de;Wer erhielt den César für die beste weibliche Hoffnung für « Life is a long quiet river » ?;Katherine Jakob;Katharina Frot;Katharina Nay;Katharina Deneuve;Confirmé;Anschließend wurde sie dreimal für die Césars für « Tatie Danielle » im Jahr 1991, « Merci la vie » im Jahr 1992 und « Neun Monate » im Jahr 1995 nominiert.;https://de.wikipedia.org/wiki/Catherine_Jacob
19;de;Welche französische Journalistin und Gelegenheitsmalerin signiert ihre CathMath-Gemälde ?;Katharina Matausch;Catherine Trautmann;Katharina Dufour;Katharina Coquio;Confirmé;Im April 1987 trat Catherine Matausch als Fernsehnachrichtenmoderatorin in die nationale Redaktion von FR3 ein.;
20;de;Wer hat den Roman « The Easy Man » veröffentlicht, der für Kinder unter 18 Jahren verboten ist ?;Katharina Breillat;Katharina Hiegel;Katharina Benguigui;Katharina Laborde;Confirmé;Der Filmemacher gab im Juli 2009 bekannt, Opfer eines Betrugs von Christophe Rocancourt geworden zu sein.;https://de.wikipedia.org/wiki/Catherine_Breillat
21;de;Welche Catherine war 33 Jahre lang Mitglied der Comédie-Française ?;Katharina Hiegel;Katharina Breillat;Katharina Arditi;Katharina Allegret;Expert;Ihre Rolle in dem 1988 erschienenen Film « Life is a Long Quiet River » von Étienne Chatiliez machte sie populär.;https://de.wikipedia.org/wiki/Catherine_Hiegel
22;de;Wer hat 2004 und 2007 die Shows von Charlotte de Turckheim inszeniert ?;Katharina Hosmalin;Katharina Dufour;Katharina Kintzler;Katharina Nay;Expert;Catherine Hosmalin erhielt eine ihrer bedeutendsten Rollen in der Serie « Maison close », die von 2010 bis 2013 ausgestrahlt wurde.;
23;de;Wer war Partner in der Stadt und auf der Bühne von Laurent Terzieff ?;Katharina Lachens;Katherine Jakob;Katharina Benguigui;Katharina Arditi;Expert;Derjenige, den Dali gerne seinen lesenden Löwen nannte, ist ebenfalls ein Bildhauer unter der Ägide von Noor Zade Brener.;
24;de;An wen hat François Mitterrand mehr als 300 Briefe und Gedichte geschrieben ?;Katharina Langeais;Katharina Deneuve;Katharina Asaro;Katharina Barma;Expert;François Mitterrand heiratet jedoch im Oktober 1944 Danielle Gouze, die sich in einem Netzwerk der Résistance kennengelernt hat.;
25;de;Welcher politische Kolumnist lebte lange mit Albin Chalandon zusammen ?;Katharina Nay;Katharina Asaro;Katharina Coquio;Katharina Kintzler;Expert;Seit 2011 ist sie Teil der Sendung \u003cI\u003eThere are no two like Her\u003c/I\u003e, die von Marion Ruggieri auf Europe 1 präsentiert wird.;
26;de;Welcher französische Politiker wurde 1951 in Straßburg geboren ?;Catherine Trautmann;Katharina Hosmalin;Katharina Hiegel;Katharina Matausch;Expert;Catherine Trautmann war die erste Präsidentin des Institute of Cities, bevor sie von Edmond Hervé abgelöst wurde.;https://de.wikipedia.org/wiki/Catherine_Trautmann
27;de;Welcher amerikanische Schriftsteller gewann den Nebula Prize für « Quantum Rose » ?;Katharina Asaro;Katharina Dufour;Katharina Coquio;Katharina Nay;Expert;Verheiratet mit einer Astrophysikerin, unterrichtet sie neben ihrer schriftstellerischen Tätigkeit Mathematik, Physik und Chemie.;https://de.wikipedia.org/wiki/Catherine_Asaro
28;de;Welcher Informatiker ist Kolumnist für Le Monde Diplomatique ?;Katharina Dufour;Katharina Asaro;Katharina Hiegel;Katharina Coquio;Expert;Mit anderen Science-Fiction-Autoren, darunter Norbert Merjagnan und Alain Damasio, gründete sie das Kollektiv Zanzibar.;https://de.wikipedia.org/wiki/Catherine_Dufour
29;de;Welche Catherine ist Professorin für Vergleichende Literaturwissenschaft an der Universität Paris Diderot ?;Katharina Coquio;Katharina Kintzler;Katharina Dufour;Katharina Ceylac;Expert;Die Arbeiten von Catherine Coquio, beeinflusst von deutscher Kritischer Theorie und Kritischer Philologie, konzentrieren sich auf Baudelaire.;
30;de;Welcher französische Philosoph ist Spezialist für Ästhetik und Säkularismus ?;Katharina Kintzler;Katharina Asaro;Catherine Trautmann;Katharina Coquio;Expert;Agrégation in Philosophie, Staatsdoktorin in Philosophie, Catherine Kintzler ist emeritierte Professorin an der Universität Lille III.;
1;es;¿Qué virgen y mártir es la base de la fiesta de Santa Catalina ?;Catalina de Alejandría;Catalina de Sajonia;Catalina de Valois;Catalina de Laval;Débutant;En el norte de Francia, las colegialas se regalan tarjetas de felicitación para Sainte-Catherine.;
2;es;¿Qué famosa Catherine es hija de la actriz Simone Signoret ?;Catherine Allégret;Catherine Ceylac;Catherine Deneuve;Catherine Arditi;Débutant;Catherine Allégret se casará en 1969 con Jean-Pierre Castaldi con quien tendrá un hijo, Benjamin, presentador de televisión.;
